,,"L22-TC322",,"l22-tc322"
,,"L22-TC323",,"l22-tc323"
,,"L22-TC324",,"l22-tc324"
,,"L22-TC325",,"l22-tc325"
,,"L22-TC326",,"l22-tc326"
,,"L22-TC327",,"l22-tc327"
,,"L22-TC328",,"l22-tc328"
,,"L22-TC329",,"l22-tc329"
,,"L22-TC330",,"l22-tc330"
,,"L22-TC331",,"l22-tc331"
,,"L22-TC332",,"l22-tc332"
,,"L22-TC333",,"l22-tc333"
,,"L22-TC334",,"l22-tc334"
,,"L22-TC335",,"l22-tc335"
,,"L22-TC336",,"l22-tc336"
,,"L22-TC337",,"l22-tc337"
,,"L22-TC338",,"l22-tc338"
,,"L22-TC339",,"l22-tc339"
,,"L22-TC340",,"l22-tc340"
,,"L22-TC341",,"l22-tc341"
,,"L22-TC342",,"l22-tc342"
,,"L22-TC343",,"l22-tc343"
,,"L22-TC344",,"l22-tc344"
,,"L22-TC345",,"l22-tc345"
,,"L22-TC346",,"l22-tc346"
,,"L22-TC347",,"l22-tc347"
,,"L22-TC348",,"l22-tc348"
,,"L22-TC349",,"l22-tc349"
,,"L22-TC350",,"l22-tc350"
,,"L22-TC351",,"l22-tc351"
,,"L22-TC352",,"l22-tc352"
,,"L22-TC353",,"l22-tc353"
,,"L22-TC354",,"l22-tc354"
,,"L23-TC355",,"l23-tc355"
,"Columns"
,,"Element installation checklist completed",,"element installation checklist completed"
,,"Builder","Builder","element installation checklist completed"
,,"Install date","Install date","element installation checklist completed"
,,"Inner coupler set to RL",,"inner coupler set to rl"
,,"100mm surveyor offset marked",,"100mm surveyor offset marked"
,,"Trowel face top left offset (mm)",,"trowel face top left offset (mm)"
,,"Trowel face top right offset (mm)",,"trowel face top right offset (mm)"
,,"Trowel face bottom left offset (mm)",,"trowel face bottom left offset (mm)"
,,"Trowel face bottom right offset (mm)",,"trowel face bottom right offset (mm)"
,,"Edge face bottom offset (mm)",,"edge face bottom offset (mm)"
,,"Edge face top offset (mm)",,"edge face top offset (mm)"
,,"Element orientation in plan correct",,"element orientation in plan correct"
,,"Element plumbed",,"element plumbed"
,,"Couplers fully engaged & QA photo record taken",,"couplers fully engaged & qa photo record taken"
,,"Issue",,"issue"
,,"Rectification",,"rectification"
,,"Accepted as is","Accepted as is","rectification"
,,"Rigger",,"rigger"
,,"Site Engineer",,"site engineer"

"Tower 2 & 3 End Walls Progress"
,"Scope",,
,"Rows"
,,"Tower 2 & 3 End Walls","grouping","tower 2 & 3 end walls"
,,"L10-TW311",,"l10-tw311"
,,"L10-TW312",,"l10-tw312"
,,"L10-TW313",,"l10-tw313"
,,"L10-TW314",,"l10-tw314"
,,"L10-TW315",,"l10-tw315"
,,"L10-TW321",,"l10-tw321"
,,"L10-TW322",,"l10-tw322"
,,"L11-TW311",,"l11-tw311"
,,"L11-TW312",,"l11-tw312"
,,"L11-TW313",,"l11-tw313"
,,"L11-TW314",,"l11-tw314"
,,"L11-TW315",,"l11-tw315"
,,"L12-TW211",,"l12-tw211"
,,"L12-TW212",,"l12-tw212"
,,"L12-TW213",,"l12-tw213"
,,"L12-TW214",,"l12-tw214"
,,"L12-TW215",,"l12-tw215"
,,"L12-TW221",,"l12-tw221"
,,"L12-TW222",,"l12-tw222"
,,"L12-TW223",,"l12-tw223"
,,"L12-TW311",,"l12-tw311"
,,"L12-TW312",,"l12-tw312"
,,"L12-TW313",,"l12-tw313"
,,"L12-TW314",,"l12-tw314"
,,"L12-TW315",,"l12-tw315"
,,"L12-TW321",,"l12-tw321"
,,"L12-TW322",,"l12-tw322"
,,"L13-TW211",,"l13-tw211"
,,"L13-TW212",,"l13-tw212"
,,"L13-TW213",,"l13-tw213"
,,"L13-TW214",,"l13-tw214"
,,"L13-TW215",,"l13-tw215"
,,"L13-TW216",,"l13-tw216"
,,"L13-TW221",,"l13-tw221"
,,"L13-TW222",,"l13-tw222"
,,"L13-TW223",,"l13-tw223"
,,"L13-TW311",,"l13-tw311"
,,"L13-TW312",,"l13-tw312"
,,"L13-TW313",,"l13-tw313"
,,"L13-TW314",,"l13-tw314"
,,"L13-TW315",,"l13-tw315"
,,"L13-TW316",,"l13-tw316"
,,"L13-TW321",,"l13-tw321"
,,"L13-TW322",,"l13-tw322"
,,"L14-TW211",,"l14-tw211"
,,"L14-TW212",,"l14-tw212"
,,"L14-TW213",,"l14-tw213"
,,"L14-TW214",,"l14-tw214"
,,"L14-TW215",,"l14-tw215"
,,"L14-TW216",,"l14-tw216"
,,"L14-TW221",,"l14-tw221"
,,"L14-TW222",,"l14-tw222"
,,"L14-TW223",,"l14-tw223"
,,"L14-TW311",,"l14-tw311"
,,"L14-TW312",,"l14-tw312"
,,"L14-TW313",,"l14-tw313"
,,"L14-TW314",,"l14-tw314"
,,"L14-TW315",,"l14-tw315"
,,"L14-TW316",,"l14-tw316"
,,"L14-TW321",,"l14-tw321"
,,"L14-TW322",,"l14-tw322"
,,"L15-TW211",,"l15-tw211"
,,"L15-TW212",,"l15-tw212"
,,"L15-TW213",,"l15-tw213"
,,"L15-TW214",,"l15-tw214"
,,"L15-TW215",,"l15-tw215"
,,"L15-TW216",,"l15-tw216"
,,"L15-TW221",,"l15-tw221"
,,"L15-TW222",,"l15-tw222"
,,"L15-TW223",,"l15-tw223"
,,"L15-TW311",,"l15-tw311"
,,"L15-TW312",,"l15-tw312"
,,"L15-TW313",,"l15-tw313"
,,"L15-TW314",,"l15-tw314"
,,"L15-TW315",,"l15-tw315"
,,"L15-TW316",,"l15-tw316"
,,"L15-TW321",,"l15-tw321"
,,"L15-TW322",,"l15-tw322"
,,"L16-TW211",,"l16-tw211"
,,"L16-TW212",,"l16-tw212"
,,"L16-TW213",,"l16-tw213"
,,"L16-TW214",,"l16-tw214"
,,"L16-TW215",,"l16-tw215"
,,"L16-TW216",,"l16-tw216"
,,"L16-TW221",,"l16-tw221"
,,"L16-TW222",,"l16-tw222"
,,"L16-TW223",,"l16-tw223"
,,"L16-TW311",,"l16-tw311"
,,"L16-TW312",,"l16-tw312"
,,"L16-TW313",,"l16-tw313"
,,"L16-TW314",,"l16-tw314"
,,"L16-TW315",,"l16-tw315"
,,"L16-TW316",,"l16-tw316"
,,"L16-TW321",,"l16-tw321"
,,"L16-TW322",,"l16-tw322"
,,"L17-TW211",,"l17-tw211"
,,"L17-TW212",,"l17-tw212"
,,"L17-TW213",,"l17-tw213"
,,"L17-TW214",,"l17-tw214"
,,"L17-TW215",,"l17-tw215"
,,"L17-TW216",,"l17-tw216"
,,"L17-TW221",,"l17-tw221"
,,"L17-TW222",,"l17-tw222"
,,"L17-TW223",,"l17-tw223"
,,"L17-TW311",,"l17-tw311"
,,"L17-TW312",,"l17-tw312"
,,"L17-TW313",,"l17-tw313"
,,"L17-TW314",,"l17-tw314"
,,"L17-TW315",,"l17-tw315"
,,"L17-TW316",,"l17-tw316"
,,"L17-TW321",,"l17-tw321"
,,"L17-TW322",,"l17-tw322"
,,"L18-TW211",,"l18-tw211"
,,"L18-TW212",,"l18-tw212"
,,"L18-TW213",,"l18-tw213"
,,"L18-TW214",,"l18-tw214"
,,"L18-TW215",,"l18-tw215"
,,"L18-TW216",,"l18-tw216"
,,"L18-TW217",,"l18-tw217"
,,"L18-TW221",,"l18-tw221"
,,"L18-TW222",,"l18-tw222"
,,"L18-TW223",,"l18-tw223"
,,"L18-TW311",,"l18-tw311"
,,"L18-TW312",,"l18-tw312"
,,"L18-TW313",,"l18-tw313"
,,"L18-TW314",,"l18-tw314"
,,"L18-TW315",,"l18-tw315"
,,"L18-TW316",,"l18-tw316"
,,"L18-TW317",,"l18-tw317"
,,"L18-TW321",,"l18-tw321"
,,"L18-TW322",,"l18-tw322"
,,"L19-TW211",,"l19-tw211"
,,"L19-TW212",,"l19-tw212"
,,"L19-TW213",,"l19-tw213"
,,"L19-TW214",,"l19-tw214"
,,"L19-TW215",,"l19-tw215"
,,"L19-TW216",,"l19-tw216"
,,"L19-TW217",,"l19-tw217"
,,"L19-TW221",,"l19-tw221"
,,"L19-TW222",,"l19-tw222"
,,"L19-TW223",,"l19-tw223"
,,"L19-TW311",,"l19-tw311"
,,"L19-TW312",,"l19-tw312"
,,"L19-TW313",,"l19-tw313"
,,"L19-TW314",,"l19-tw314"
,,"L19-TW315",,"l19-tw315"
,,"L19-TW316",,"l19-tw316"
,,"L19-TW317",,"l19-tw317"
,,"L19-TW321",,"l19-tw321"
,,"L19-TW322",,"l19-tw322"
,,"L20-TW221",,"l20-tw221"
,,"L20-TW222",,"l20-tw222"
,,"L20-TW223",,"l20-tw223"
,,"L20-TW321",,"l20-tw321"
,,"L20-TW322",,"l20-tw322"
,,"L21-TW221",,"l21-tw221"
,,"L21-TW222",,"l21-tw222"
,,"L21-TW223",,"l21-tw223"
,,"L21-TW321",,"l21-tw321"
,,"L21-TW322",,"l21-tw322"
,"Columns"
,,"Element installation checklist completed",,"element installation checklist completed"
,,"Builder","Builder","element installation checklist completed"
,,"Install date","Install date","element installation checklist completed"
,,"Inner coupler set to RL",,"inner coupler set to rl"
,,"100mm surveyor offset marked",,"100mm surveyor offset marked"
,,"Trowel face top left offset (mm)",,"trowel face top left offset (mm)"
,,"Trowel face top right offset (mm)",,"trowel face top right offset (mm)"
,,"Trowel face bottom left offset (mm)",,"trowel face bottom left offset (mm)"
,,"Trowel face bottom right offset (mm)",,"trowel face bottom right offset (mm)"
,,"Edge face bottom offset (mm)",,"edge face bottom offset (mm)"
,,"Edge face top offset (mm)",,"edge face top offset (mm)"
,,"Element orientation in plan correct",,"element orientation in plan correct"
,,"Element plumbed",,"element plumbed"
,,"Couplers fully engaged & QA photo record taken",,"couplers fully engaged & qa photo record taken"
,,"Issue",,"issue"
,,"Rectification",,"rectification"
,,"Accepted as is","Accepted as is","rectification"
,,"Rigger",,"rigger"
,,"Site Engineer",,"site engineer"

"Tower 2 & 3 Sky Deck Walls Progress"
,"Scope",,
,"Rows"
,,"Tower 2 & 3 Sky Deck Walls","grouping","tower 2 & 3 sky deck walls"
,,"L22-PWA001",,"l22-pwa001"
,,"L22-PWA002",,"l22-pwa002"
,,"L22-PWA003",,"l22-pwa003"
,,"L22-PWA004",,"l22-pwa004"
,,"L22-PWA005",,"l22-pwa005"
,,"L22-PWA006",,"l22-pwa006"
,,"L22-PWA007",,"l22-pwa007"
,,"L22-PWA008",,"l22-pwa008"
,,"L22-PWA009",,"l22-pwa009"
,,"L22-PWA010",,"l22-pwa010"
,,"L22-PWA011",,"l22-pwa011"
,,"L22-PWA012",,"l22-pwa012"
,,"L22-PWA013",,"l22-pwa013"
,,"L22-PWA014",,"l22-pwa014"
,,"L22-PWA015",,"l22-pwa015"
,,"L22-PWA016",,"l22-pwa016"
,,"L22-PWA017",,"l22-pwa017"
,,"L22-PWA018",,"l22-pwa018"
,,"L22-PWA019",,"l22-pwa019"
,,"L22-PWA020",,"l22-pwa020"
,,"L22-PWA021",,"l22-pwa021"
,,"L22-PWA022",,"l22-pwa022"
,,"L22-PWA023",,"l22-pwa023"
,,"L22-PWA024",,"l22-pwa024"
,,"L22-PWA025",,"l22-pwa025"
,,"L22-PWB001",,"l22-pwb001"
,,"L22-PWB002",,"l22-pwb002"
,,"L22-PWB003",,"l22-pwb003"
,,"L22-PWB004",,"l22-pwb004"
,,"L22-PWB005",,"l22-pwb005"
,,"L22-PWB006",,"l22-pwb006"
,,"L22-PWB007",,"l22-pwb007"
,,"L22-PWB008",,"l22-pwb008"
,,"L22-PWB009",,"l22-pwb009"
,,"L22-PWB010",,"l22-pwb010"
,,"L22-PWB011",,"l22-pwb011"
,,"L22-PWB012",,"l22-pwb012"
,,"L22-PWB013",,"l22-pwb013"
,,"L22-PWB014",,"l22-pwb014"
,,"L22-PWB015",,"l22-pwb015"
,,"L22-PWB016",,"l22-pwb016"
,,"L22-PWB017",,"l22-pwb017"
,,"L22-PWB018",,"l22-pwb018"
,,"L22-PWB019",,"l22-pwb019"
,,"L22-PWB020",,"l22-pwb020"
,,"L22-PWB021",,"l22-pwb021"
,,"L22-PWB022",,"l22-pwb022"
,,"L22-PWB023",,"l22-pwb023"
,,"L22-PWB024",,"l22-pwb024"
,,"L22-PWB025",,"l22-pwb025"
,,"L22-PWC001",,"l22-pwc001"
,,"L22-PWC002",,"l22-pwc002"
,,"L22-PWC003",,"l22-pwc003"
,,"L22-PWC004",,"l22-pwc004"
,,"L22-PWC005",,"l22-pwc005"
,,"L22-PWC006",,"l22-pwc006"
,,"L22-PWC007",,"l22-pwc007"
,,"L22-PWC008",,"l22-pwc008"
,,"L22-PWC009",,"l22-pwc009"
,,"L22-PWC010",,"l22-pwc010"
,,"L22-PWC011",,"l22-pwc011"
,,"L22-PWC012",,"l22-pwc012"
,,"L22-PWC013",,"l22-pwc013"
,,"L22-PWC014",,"l22-pwc014"
,,"L22-PWC015",,"l22-pwc015"
,,"L22-PWC016",,"l22-pwc016"
,,"L22-PWC017",,"l22-pwc017"
,"Columns"
,,"Element installation checklist completed",,"element installation checklist completed"
,,"Builder","Builder","element installation checklist completed"
,,"Install date","Install date","element installation checklist completed"
,,"Inner coupler set to RL",,"inner coupler set to rl"
,,"100mm surveyor offset marked",,"100mm surveyor offset marked"
,,"Trowel face top left offset (mm)",,"trowel face top left offset (mm)"
,,"Trowel face top right offset (mm)",,"trowel face top right offset (mm)"
,,"Trowel face bottom left offset (mm)",,"trowel face bottom left offset (mm)"
,,"Trowel face bottom right offset (mm)",,"trowel face bottom right offset (mm)"
,,"Edge face bottom offset (mm)",,"edge face bottom offset (mm)"
,,"Edge face top offset (mm)",,"edge face top offset (mm)"
,,"Element orientation in plan correct",,"element orientation in plan correct"
,,"Element plumbed",,"element plumbed"
,,"Couplers fully engaged & QA photo record taken",,"couplers fully engaged & qa photo record taken"
,,"Issue",,"issue"
,,"Rectification",,"rectification"
,,"Accepted as is","Accepted as is","rectification"
,,"Rigger",,"rigger"
,,"Site Engineer",,"site engineer"

