"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e2b74a8f-6084-4f06-84a0-48ca67f3ad0e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Keller Site QA"
"fe38be8d-d5e3-41e1-b84f-fa33aaf6a0a5","","folder-normal","pass","","step","TRUE","FALSE","Keller Site QA","Retention Piles"
"8f61fe41-7998-4a9a-85cb-7c8fb9c3ee6c","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","June 2023","Thursday 29"
"51e1e382-66a6-4bcc-9f11-d06e32f6eda3","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","June 2023","Friday 30"
"8278e500-5666-4b4c-ab11-b2e3cfd11ee4","","folder-normal","not-started","","step","TRUE","FALSE","Photos","July 2023"
"339d7103-4fd1-4572-9726-868d6e4e1aa1","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","July 2023","Monday 3"
"8ce25c5f-e255-482e-97cb-7768af5cd63b","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","July 2023","Tuesday 4"
"4478ad9e-0015-48b3-9083-8f45f3ece3a2","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","July 2023","Wednesday 5"
"fc10ab81-1cb0-4793-a829-58e6c7647e50","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","July 2023","Thursday 6"
"51a8a45d-0679-4c78-8ea3-d0f4083cae0f","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","July 2023","Friday 7"
"df8ee5d1-ffc0-464c-8d15-f00e4deb0568","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","July 2023","Monday 10"
"bd078791-feed-41ec-8e5d-3a6616fe6ec7","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","July 2023","Tuesday 11"
"3b2ba991-9ca5-4e71-a639-cbf0b5aa936c","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","July 2023","Wednesday 12"
"78b0e5b4-e860-4804-b1d4-d73e680983c9","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","July 2023","Thursday 13"
"47486a2f-34b9-4746-88f5-3a2a81d06cbe","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","July 2023","Friday 14"
"c8d7beec-c5d2-4819-8644-2f8f6ee06424","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","July 2023","Monday 17"
"f18f645d-5867-418a-80a3-b31f5927a553","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","July 2023","Tuesday 18"
"a560352b-3157-4d00-8a9b-cdecdef68dc2","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","July 2023","Wednesday 19"
"adda1ee4-8f70-45c2-879d-7b5356f059e9","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","July 2023","Thursday 20"
"ad2a735d-0f6a-41fa-bc5a-761d3d79e0bf","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","July 2023","Friday 21"
"7f8d8432-6dff-4ae5-8a4a-62a3cfc000dd","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","July 2023","Monday 24"
"8d333689-903c-421a-b63d-2b6c2befffff","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","July 2023","Tuesday 25"
"004db034-7b71-48e0-8655-63941efea544","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","July 2023","Wednesday 26"
"6a2155ed-1e17-402a-9b11-5eeb6cb594fc","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","July 2023","Thursday 27"
"74579c9b-6a1e-4967-97f5-877ec2182c6c","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","July 2023","Friday 28"
"c2c59b08-79db-4555-9336-5e315b7a8c09","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","July 2023","Monday 31"
"8d950912-a68f-4777-b29c-393fd683add3","","folder-normal","not-started","","step","TRUE","FALSE","Photos","August 2023"
"ccc6817d-1cd5-4935-b161-d9178dd25a4e","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","August 2023","Tuesday 1"
"abd45b01-7e34-409a-9048-d9f250866f5c","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","August 2023","Wednesday 2"
"46d16edd-ad1b-4124-9cdf-49dcca1ab475","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","August 2023","Thursday 3"
"86bfc579-d4fb-4e00-82e2-fa5ff3f38599","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","August 2023","Friday 4"
"258e9b03-b899-4d4c-b972-5970b30b0b8e","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","August 2023","Monday 7"
"34d0101a-bbd6-434f-9d62-31f19a0ff2bd","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","August 2023","Tuesday 8"
"a11670e9-9df7-462f-be17-6ad5e7555c4e","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","August 2023","Wednesday 9"
"50b2ded2-5e0d-42a4-a16f-f556dff82d1a","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","August 2023","Thursday 10"
"64fe4ac9-1328-4410-b98c-c6ba925f4de8","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","August 2023","Friday 11"
"b1c3a110-098b-481d-a09f-12799501d110","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","August 2023","Monday 14"
"dfee2f75-b980-4417-a424-245302c5f85a","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","August 2023","Tuesday 15"
"c6c47f14-038e-4be4-b559-685baa87df63","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","August 2023","Wednesday 16"
"9b717917-6f7f-4e12-b4c5-ab68c382ef70","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","August 2023","Thursday 17"
"9aed2ea9-1ac0-46c0-b237-776ac2e1e7a1","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","August 2023","Friday 18"
"7aea9041-977c-4ec7-8888-0dcc35b0b364","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","August 2023","Monday 21"
"ca5a8c8e-21e6-4a39-9c51-2644fa398251","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","August 2023","Tuesday 22"
"3ce9af86-b48d-4f75-9e43-e0e8dbe074e0","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","August 2023","Wednesday 23"
"b69704fe-5126-4ec9-b456-1c73b88d229c","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","August 2023","Thursday 24"
"2b35eb89-4ae5-4ee5-996f-c92d3b814819","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","August 2023","Friday 25"
"99afeb29-6929-4335-bebe-73089deda948","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","August 2023","Monday 28"
"dee65ce5-747c-4993-9733-90b647e3f1d1","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","August 2023","Tuesday 29"
"6a6160e9-7b15-460e-98a5-a5d42890af40","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","August 2023","Wednesday 30"
"11df4aff-9fa7-499c-a5bc-d3c644df2ec2","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","August 2023","Thursday 31"
"c944de16-4fbc-4892-84eb-e93f3a99b00f","","folder-normal","not-started","","step","TRUE","FALSE","Photos","September 2023"
"94dcb417-581d-4e87-a21a-9fa5a69e278a","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","September 2023","Friday 1"
"8df912f0-0e5a-4c13-a979-d4eee1c10480","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","September 2023","Monday 4"
"685bd7be-6146-416f-98cc-40af5ff27f1e","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","September 2023","Tuesday 5"
"b419022f-32bb-46a2-8d74-6b3d49829931","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","September 2023","Wednesday 6"
"1e496562-9412-413f-ba39-d85ab31b81b6","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","September 2023","Thursday 7"
"76dc5692-a01d-4bb4-9ad2-764b2d6975aa","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","September 2023","Friday 8"
"ccb4227e-d24c-419f-8f3f-ff93d407ce9e","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","September 2023","Monday 11"
"aeb74e8d-1b52-4330-bb54-3a5d8e3de0c2","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","September 2023","Tuesday 12"
"9873e551-d369-4cad-8cec-12733adc34d7","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","September 2023","Wednesday 13"
"046b3a13-029a-47f9-8003-278e65156ad1","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","September 2023","Thursday 14"
"5260263e-03d0-4638-8a65-fdf7ddf01c1b","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","September 2023","Friday 15"
"9eddd07e-8424-47f0-ab49-77213a997871","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","September 2023","Monday 18"
"3b52df96-1cac-473a-9cd1-1b01756cec05","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","September 2023","Tuesday 19"
"8086eb9b-5bb9-4c2a-9a6f-918edef15a5b","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","September 2023","Wednesday 20"
"2310f722-f9f5-4e35-8288-eb48835e8ec8","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","September 2023","Thursday 21"
"1dde66c9-67b4-4fde-857e-5a7e1a02591b","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","September 2023","Friday 22"
"dc3d6e90-eb36-4cdd-9323-846dc941a986","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","September 2023","Monday 25"
"eb43f016-3f53-46dd-bc7e-776c895a5a23","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","September 2023","Tuesday 26"
"bcc05c63-db5d-4cd9-b316-5422648e47fb","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","September 2023","Wednesday 27"
"18408e05-bee7-42fb-8e1e-17dea99c8fa2","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","September 2023","Thursday 28"
"79cb727b-2de7-4e09-a830-f0b6497af447","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","September 2023","Friday 29"
