"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"23f9d025-daa2-4542-95d2-6dc1f8a8e62c","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"499be8c3-adba-471e-b196-b1d3c2a4c282","","pass","","folder","TRUE","FALSE","Site QA","Basement 4"
"d3bfcada-914d-4e5a-814d-97fdd6d14db4","","pass","Internal Drainage","checklist","FALSE","FALSE","Site QA","Basement 4","Internal Drainage"
"f5d6b61e-498a-417a-88b4-942384ced77b","","pass","Internal Stormwater","checklist","FALSE","FALSE","Site QA","Basement 4","Internal Stormwater"
"8415776c-7e37-432b-947d-54f6d01270af","","pass","Sewer Stacks / Storm water stacks","checklist","FALSE","FALSE","Site QA","Basement 4","Sewer Stacks / Storm water stacks"
"a6c7773f-9e2d-4f7f-8d9c-38c092e92129","","pass","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Basement 4","Commissioning"
"b32fa6cb-c975-4a70-9351-9008208e8dc8","","not-started","","folder","TRUE","FALSE","Site QA","Basement 3"
"dccc69e1-a3e0-4974-938d-8eb7d0e59d1e","","not-started","Internal Drainage","checklist","FALSE","FALSE","Site QA","Basement 3","Internal Drainage"
"f29e0c5f-2fe9-4930-9669-0a9fcdfdad7b","","not-started","Internal Stormwater","checklist","FALSE","FALSE","Site QA","Basement 3","Internal Stormwater"
"d3e22833-4ae5-40d3-b002-d417f9405265","","not-started","Sewer Stacks / Storm water stacks","checklist","FALSE","FALSE","Site QA","Basement 3","Sewer Stacks / Storm water stacks"
"f501a5a2-87e7-4177-9a85-017767bb1c64","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Basement 3","Commissioning"
"0e8939f1-716b-4de4-bc7d-2c72681e2f6e","","not-started","","folder","TRUE","FALSE","Site QA","Basement 2"
"439978fe-abe4-4672-a331-e09409923c5a","","not-started","Internal Drainage","checklist","FALSE","FALSE","Site QA","Basement 2","Internal Drainage"
"71e2537a-bfb2-48c2-b246-3f1329a2796d","","not-started","Internal Stormwater","checklist","FALSE","FALSE","Site QA","Basement 2","Internal Stormwater"
"47687ab6-a96d-4c39-b43f-805c56eeee5d","","not-started","Sewer Stacks / Storm water stacks","checklist","FALSE","FALSE","Site QA","Basement 2","Sewer Stacks / Storm water stacks"
"78c679fd-2b0a-4dac-9c8e-d8da650f9dcd","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Basement 2","Commissioning"
"c434dc4a-69c0-4fdc-9386-e79fa446a0b8","","not-started","","folder","TRUE","FALSE","Site QA","Basement 1"
"494020b3-f128-40ae-8f9c-53067dccbf2c","","not-started","Internal Drainage","checklist","FALSE","FALSE","Site QA","Basement 1","Internal Drainage"
"995556a0-0b03-4753-997e-71462b7b8554","","not-started","Internal Stormwater","checklist","FALSE","FALSE","Site QA","Basement 1","Internal Stormwater"
"9b1f89fb-15f5-426a-bf8c-eb080176154d","","not-started","Sewer Stacks / Storm water stacks","checklist","FALSE","FALSE","Site QA","Basement 1","Sewer Stacks / Storm water stacks"
"4a0ec74b-df5b-440b-aa48-ed962a08354a","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Basement 1","Commissioning"
"6a845ce6-15e4-4ca4-9055-be82094b7235","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A"
"86e26b9b-f1f2-48a1-855e-bc4093dd7dac","","not-started","","folder","TRUE","FALSE","Site QA","Building A","Ground Floor"
"dbb0bc2e-e9bc-4b21-aa5e-1342ae5a9492","","not-started","Internal Drainage","checklist","FALSE","FALSE","Site QA","Building A","Ground Floor","Internal Drainage"
"0d4068ea-981e-48ba-8351-ba5efcd9cf70","","not-started","Internal Stormwater","checklist","FALSE","FALSE","Site QA","Building A","Ground Floor","Internal Stormwater"
"23e9d82a-38d9-4df3-b0f1-b5258a858ba5","","not-started","Sewer Stacks / Storm water stacks","checklist","FALSE","FALSE","Site QA","Building A","Ground Floor","Sewer Stacks / Storm water stacks"
"ebb4f33f-8504-4932-a72b-d5931779ccc5","","not-started","Meter Cupboard / Copper Riser","checklist","FALSE","FALSE","Site QA","Building A","Ground Floor","Lobby"
"aabd7211-fa58-4f67-a22e-1880b646f5b3","","not-started","","folder","TRUE","FALSE","Site QA","Building A","Ground Floor","Male Toilet"
"8f6c90b5-2044-4090-a451-5e482bc5dd62","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 13","1306","Commissioning"
"69024175-500e-4fc9-b29c-01c5bb8a32a8","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 13","1307"
"22a668d4-2fb1-45c3-a154-28a4f4392589","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 13","1307","Plumbing Rough-In"
"3575cd44-860f-4b89-8c12-986142ad97a1","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 13","1307","Fit Off"
"e901603e-87bd-458f-a409-62b3417f5ec9","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 13","1307","Commissioning"
"1275a42e-bf72-4a08-bcdb-c2cdaefcaf02","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 13","1308"
"af9812a0-3802-4cce-9011-e682d0f4e985","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 13","1308","Plumbing Rough-In"
"467ab84b-0043-4b93-b642-acf7f58b4c6e","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 13","1308","Fit Off"
"421b5cee-f627-4219-9347-b97ec8095925","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 13","1308","Commissioning"
"c7e913d0-7f4c-417b-aa1e-1ae06a5c4dae","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 13","1309"
"cc7b55bc-ec79-41c3-9829-77f7d8fc993e","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 13","1309","Plumbing Rough-In"
"d9ed0a08-a293-4add-85ee-a0fb2b4ec03e","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 13","1309","Fit Off"
"1b1312dd-4c0d-4f1a-81f1-2da857ba41de","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 13","1309","Commissioning"
"a2bde986-0a92-4e91-a2b7-88aa6a52baa0","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 13","1310"
"9057c4b4-bbce-4cbc-8a50-c6aa688a628d","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 13","1310","Plumbing Rough-In"
"dd426ba2-2b09-4a06-916a-5b549be2417d","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 13","1310","Fit Off"
"80f4afc2-bb9e-46c1-8074-5a70eac089ed","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 13","1310","Commissioning"
"1020cacf-0b01-4a6d-9762-c62d14c789e7","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 14"
"3ae024df-b643-4990-9583-f9043e8e9134","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 14","1401"
"daa8df88-bd94-4803-8c90-db727a71a5fb","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1401","Plumbing Rough-In"
"b9943916-d4cf-4013-8353-64d16b907cb1","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1401","Fit Off"
"8cd292ff-fd3c-48e5-a78d-01a2507073be","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1401","Commissioning"
"c11ac941-df9e-49e6-8d06-92c19058b0f6","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 14","1402"
"1d621e34-366e-4835-b6ae-200625538719","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1402","Plumbing Rough-In"
"3960af0e-83df-4bc6-ad88-d1771e82bdca","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1402","Fit Off"
"cbf865bf-4e1f-4ae1-a4ac-a5fcce531f50","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1402","Commissioning"
"30bfed0e-d5e3-4c14-becf-5819a57ce30a","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 14","1403"
"16487a9b-ed8e-4322-bb46-632fe4f146c6","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1403","Plumbing Rough-In"
"921ceee5-fa21-477b-8a4d-48a9ad3f73d8","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1403","Fit Off"
"45304654-ab9c-4c51-8f6b-aee33b8c3967","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1403","Commissioning"
"237f83ba-1d68-4ec9-baf4-4fea776e01ae","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 14","1404"
"da24fabc-1e40-4210-8527-f49ec7710053","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1404","Plumbing Rough-In"
"20aa0ed2-a339-4050-bfe1-7cabdadd0eba","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1404","Fit Off"
"ca1ce35f-ea8e-408c-8a92-2a95407cd15d","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1404","Commissioning"
"1c948bf0-845b-4d36-b232-61c360f9f085","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 14","1405"
"a9d93927-da06-4d3b-bef4-2b419ae568f7","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1405","Plumbing Rough-In"
"38cdbc66-09f2-4f2c-b911-1c3aa1b8a511","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1405","Fit Off"
"f2cca138-37f9-4315-afda-d82b2eda5c95","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1405","Commissioning"
"699d0b00-2a8a-4f7c-a31b-d3d3e8f3ec2c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 14","1406"
"7e0f591f-49bc-42a8-a7e4-fb83c61216d4","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1406","Plumbing Rough-In"
"076c88c4-f566-4115-83b4-e9cd0ef09cc5","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1406","Fit Off"
"cd11851e-8276-4251-86c0-0887e521c639","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1406","Commissioning"
"4ebe688e-c492-44a6-af0a-950f2d08f1d0","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 14","1407"
"16503654-865b-401e-8e46-93d6bfe2f94f","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1407","Plumbing Rough-In"
"bfe815b2-b398-4157-ac85-a9d2792ae90e","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1407","Fit Off"
"299dc6c0-ee46-4c5d-a36c-b654392d39e5","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1407","Commissioning"
"3f75f4e2-7143-4350-b95a-b64bad934dba","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 14","1408"
"4efb72a9-5a07-495f-b174-8d6f23007bd0","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1408","Plumbing Rough-In"
"a77579e5-965d-4b24-aa2a-568a148204b4","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1408","Fit Off"
"5b057107-ab38-4734-98ff-6993afb429d5","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1408","Commissioning"
"b843e233-999f-4ce2-a7e4-4b9990c7e06f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 14","1409"
"8a0a3c05-61e4-470b-b12b-759f99be86c4","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1409","Plumbing Rough-In"
"5dcc68d5-83e3-4f66-b08a-39f1b0d82e03","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1409","Fit Off"
"9b2b9da5-3fd6-469c-b33a-63851b531d26","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1409","Commissioning"
"3e4d79ff-353d-4eb4-8a68-55eb94982d9a","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 14","1410"
"bb411747-a7cc-4b6a-8946-972cc0033c93","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1410","Plumbing Rough-In"
"3ec28eb9-0631-45b6-b664-1f6c84d028b7","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1410","Fit Off"
"b330d2dc-a975-4bfe-8053-d14ca45c86a8","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 14","1410","Commissioning"
"88bb2964-ac3f-436b-b59c-0e012508c12f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 15"
"3d0659f6-da0d-4ff9-9cc1-500bf7aa909f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 15","1501"
"8370d1f6-15f4-438a-bbe1-cdba782874ed","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1501","Plumbing Rough-In"
"6cbcd620-3577-4473-9f28-d16b6ca38446","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1501","Fit Off"
"564d5a74-8596-434e-828e-95e0622f902d","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1501","Commissioning"
"54edd372-4efe-40c9-813c-fd7d3100279e","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 15","1502"
"7b940d01-71f3-4e69-8b2b-2cfa828b967c","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1502","Plumbing Rough-In"
"89cf4a6b-1874-4423-b51f-db6c97fb81e9","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1502","Fit Off"
"37564458-e45a-4892-8c20-d5bbfd8ef0f1","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1502","Commissioning"
"6f3457ab-4d2f-4c23-8fe8-96252585ca78","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 15","1503"
"1fab4c0e-3a8d-4aec-af2d-babb58fdbfdd","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1503","Plumbing Rough-In"
"21275b11-db42-457b-aa23-232498d94a46","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1503","Fit Off"
"2d48567d-5e23-4bac-9f52-e0bde4a391eb","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1503","Commissioning"
"c15b0e8e-2114-4050-a987-5677f9f6d9c4","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 15","1504"
"25545317-f1fc-4e7e-a5e7-a8cc41179baf","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1504","Plumbing Rough-In"
"8166550e-293c-4d71-b502-c183d6b31b9b","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1504","Fit Off"
"9c894bec-1716-4f30-8437-575e0b1268af","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1504","Commissioning"
"112cf5ef-a115-4ceb-8728-b29fd62628f1","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 15","1505"
"357657f5-609a-48e2-8c18-8cf4ed3eabd5","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1505","Plumbing Rough-In"
"09804aa6-d2e2-4c5d-aa1e-b06a585036f2","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1505","Fit Off"
"8a175b7d-502b-4f26-aac4-08fe6eb6ac55","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1505","Commissioning"
"b996acca-7bcc-4a38-ad3d-1242cae55860","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 15","1506"
"94861563-86f1-47f4-bd92-ab4260566267","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1506","Plumbing Rough-In"
"d72a0b54-d62b-4cc4-9ede-acb443a04355","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1506","Fit Off"
"c573e279-b671-4b2c-a3e3-87305ff443ec","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1506","Commissioning"
"42246d50-da4a-4af1-a83e-9df3d988c99c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 15","1507"
"50b6bbd0-e168-4c01-9d55-d3dee359a7ae","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1507","Plumbing Rough-In"
"d41e57b6-5d0d-4ef4-a6b6-d2854e30daa6","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1507","Fit Off"
"077e6fe9-2a8a-4881-bf1a-fa5e49352667","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1507","Commissioning"
"c7025bb8-1426-43a0-aa16-dbcbc787fd29","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 15","1508"
"2b704dd7-fbce-4fcb-b84d-7be41d3dc300","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1508","Plumbing Rough-In"
"6404b7ea-22fe-408e-a8e0-b36c4c362030","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1508","Fit Off"
"c8e8ce7b-6b75-4188-ac9e-43cf6c1e4eb9","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1508","Commissioning"
"be76b2a5-e479-41bd-9d52-5f9c6e27f42d","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 15","1509"
"aec2e891-e6a3-4d08-9cee-159c192bcf3b","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1509","Plumbing Rough-In"
"968d12c2-c33e-434e-9713-cc2bd6c57e45","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1509","Fit Off"
"f2cf882b-6d90-47e1-9bff-1059fde33b6c","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1509","Commissioning"
"9686e0bf-07ce-4297-85f8-ab2c76a809f1","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 15","1510"
"8b973836-0bcb-4f64-9354-e80a68a0d0b4","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1510","Plumbing Rough-In"
"2d633904-96af-42a4-8ddf-d42d37000835","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1510","Fit Off"
"f32c7ef6-abbc-4a2c-8636-a21446a8fee1","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 15","1510","Commissioning"
"d9424923-293b-492c-948c-a062da655e56","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 16"
"679d0db7-8216-4efe-a8fd-136e51ac12c3","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 16","1601"
"39e28ab1-2f2c-4183-b7b0-bbcc606bd191","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1601","Plumbing Rough-In"
"be7d0a99-2e6a-4833-8064-87c3185189fe","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1601","Fit Off"
"780064c0-fc8f-43c4-bba7-3875575bb84b","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1601","Commissioning"
"992025ac-822b-4b51-8efd-f6478d44d4f7","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 16","1602"
"3c5f0978-0926-4668-b0ca-b479e514a5e5","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1602","Plumbing Rough-In"
"d0d6cc90-42a9-4327-bd9c-8e682035e46e","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1602","Fit Off"
"f3a2e769-593d-4bf3-a0a6-fa8a45fe4997","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1602","Commissioning"
"2756a0b4-41cf-4971-974d-8c416169771c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 16","1603"
"ac894ceb-e618-491d-9d4b-6c679e9f7ecd","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1603","Plumbing Rough-In"
"db09901f-1b50-428d-80aa-5adefe00030f","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1603","Fit Off"
"f0c826b6-1ab5-4e88-9ae4-a96abb0cdd6c","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1603","Commissioning"
"7cddd765-c257-4496-be9c-3c2367f0592a","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 16","1604"
"df85f293-ae10-4466-8e16-49834282cab4","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1604","Plumbing Rough-In"
"7cef2cf5-6187-4a8f-a62d-fcbf83e4d991","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1604","Fit Off"
"05ae2011-c5c8-48da-8fca-a303f9a56e43","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1604","Commissioning"
"32335ece-8722-442c-b89a-a6eaa21f84c3","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 16","1605"
"eaa50e78-c851-4a83-bae9-213bcb1f9e0a","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1605","Plumbing Rough-In"
"488a2d3d-06d2-4bc3-9d72-0211a036fb68","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1605","Fit Off"
"d0b742a9-4aaa-4fce-b7b8-8f4d27fd66f7","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1605","Commissioning"
"c8a3df56-7503-47a8-8ff8-7a1ed9721eb4","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 16","1606"
"e8396dea-729c-499c-b89c-7fa94f1c9ae7","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1606","Plumbing Rough-In"
"e2ac691f-41c6-45f3-8809-678c4bb13e90","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1606","Fit Off"
"5f86c88c-9c51-4d38-b613-6c4841af85b9","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1606","Commissioning"
"8678b7b6-4cc2-4da7-bfcc-4852bb60348f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 16","1607"
"21d365cd-9b93-4870-bb87-ab1f5f08c812","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1607","Plumbing Rough-In"
"2cbbd311-a02a-469c-9849-535b777e9442","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1607","Fit Off"
"03376398-67e5-4e01-b3fa-423d17b4a360","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1607","Commissioning"
"8d1d4fc9-54c7-4b01-b7b9-da640ba329a0","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 16","1608"
"5bac8448-1771-4370-ba56-3d61fad0ce8e","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1608","Plumbing Rough-In"
"b3c6044b-987d-48f8-b6a0-b56eb12a416d","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1608","Fit Off"
"30659641-cfa6-49f8-b586-91fe83d6f249","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1608","Commissioning"
"8db38403-4814-40b8-80b9-1efe99a26b51","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 16","1609"
"0068c18a-d6e5-4b60-8f26-68177bd12022","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1609","Plumbing Rough-In"
"7ed7be11-a197-4858-85c5-68426f9f4cc7","","not-started","Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1609","Fit Off"
"5eab0bd2-f8f3-4505-b43c-4a1c3f46480f","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1609","Commissioning"
"9509d3a4-78ad-4203-8e5c-f0b2a0f2f5d8","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 16","1610"
"dafcf011-7bf4-4057-b6b1-c6b050530853","","pass","Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Building A","Level 16","1610","Plumbing Rough-In"
