"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d37ec2c8-f7fe-545c-bd2b-8bf8e0846f3b","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 6","D603.07","Opening wrapped & prepared correctly by others"
"25e58c9f-af89-5155-9128-7f1b9f9ba8ae","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 6","D603.07","External flashings installed as per shop drawings"
"39c528cf-b850-59ff-92d4-10762b03ae07","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 6","D603.07","Installed / Fixed As Per Shop Drawings"
"7ad94d30-b899-5e43-a9b3-1af63149801a","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 6","D603.07","Airseals Completed (photo)"
"8d637c94-fd0d-5894-88f1-a67a7cc49e48","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 6","D603.07","Site Glazing Completed"
"674f8bc5-ee51-59a6-9125-651b16635484","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 6","D603.07","Trade clean/protected"
"5227d10d-627c-54ef-a4af-7852b88d2085","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 7"
"494cb123-94d3-5c93-85c4-2d3bd5af0150","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 7","D702.06"
"2e9a22a6-9c04-483c-8650-27cd2f573555","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","D702.06","Opening and sill acceptable. All elements approved as per drawings"
"a212e721-84c0-516b-9436-7d18b1516ad8","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 7","D702.06","Opening wrapped & prepared correctly by others"
"f3dc6b67-86be-5c59-8001-1df60910b34e","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 7","D702.06","External flashings installed as per shop drawings"
"ee47cb2e-7355-595b-91d4-8965ba75a2ec","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 7","D702.06","Installed / Fixed As Per Shop Drawings"
"04ee88e3-37f3-5871-942f-44d134f5f2ae","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 7","D702.06","Airseals Completed (photo)"
"a81d5125-2d15-5303-a3dc-e93cd73fdf90","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 7","D702.06","Site Glazing Completed"
"d511347a-f742-57c8-910c-cfe3ff009252","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 7","D702.06","Trade clean/protected"
"83cfa083-a375-597b-a73f-72fc04661819","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 7","W702.01"
"acb460be-a32d-4abf-9760-dd554e0a3578","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.01","Opening and sill acceptable. All elements approved as per drawings"
"046ed710-e283-554c-8ec0-7ecec3d7c36e","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 7","W702.01","Opening wrapped & prepared correctly by others"
"5d17c799-bf74-5b29-b89d-ee1b03116db9","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 7","W702.01","External flashings installed as per shop drawings"
"30f7d0ec-2bca-5653-aaa7-e2434dc7fa99","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 7","W702.01","Installed / Fixed As Per Shop Drawings"
"8788af23-2fd5-5902-92ca-a52a6fa4b404","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 7","W702.01","Airseals Completed (photo)"
"d9030dab-880b-5c89-aa0a-a5b592fee7e5","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 7","W702.01","Site Glazing Completed"
"f3dc07ba-dbcc-586c-9ff1-a0f7ec3b0d61","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 7","W702.01","Trade clean/protected"
"4c3e2890-3d15-5af7-898f-29b30048199c","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 7","W702.02"
"fb17ae5b-af64-4004-b3e2-642b554b2307","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.02","Opening and sill acceptable. All elements approved as per drawings"
"15807e45-2309-52a4-bd2c-73ea0c4f780d","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 7","W702.02","Opening wrapped & prepared correctly by others"
"dd25e14b-1220-5b03-8b2a-0f10405dd390","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 7","W702.02","External flashings installed as per shop drawings"
"baeef0fb-7a18-5895-b680-f0242924a734","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 7","W702.02","Installed / Fixed As Per Shop Drawings"
"a956c4ed-7e6f-587a-a79e-92ee6059d9b1","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 7","W702.02","Airseals Completed (photo)"
"930f4ecc-323e-5cb9-a154-501d73a0b2f7","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 7","W702.02","Site Glazing Completed"
"db3096f1-e657-5f13-a47c-76457005d2d1","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 7","W702.02","Trade clean/protected"
"1f753a5f-5c36-528d-b1e9-3b1eaeed0768","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 7","D701.02"
"4f3be522-597e-47a0-8c99-e4320e8fac8c","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","D701.02","Opening and sill acceptable. All elements approved as per drawings"
"055a7604-36a7-5932-9ae2-a768c93a4da4","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 7","D701.02","Opening wrapped & prepared correctly by others"
"a32fc1a4-45d1-5dc7-a013-4d541c6334b2","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 7","D701.02","External flashings installed as per shop drawings"
"c5eff8c2-bbb1-563c-97e9-705398642899","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 7","D701.02","Installed / Fixed As Per Shop Drawings"
"41eb7421-cc99-5f84-9a42-5b8c1017e58c","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 7","D701.02","Airseals Completed (photo)"
"ebd1411a-d9d0-5aa5-8da3-940666276552","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 7","D701.02","Site Glazing Completed"
"4a1a242d-0a49-5e41-9479-578a6a89e709","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 7","D701.02","Trade clean/protected"
"c686ba7f-47b9-5797-8315-f60023df8387","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 7","W701.01"
"f0f981bf-4691-48fe-a983-8df56e8e1a22","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W701.01","Opening and sill acceptable. All elements approved as per drawings"
"2ed3f62d-10e5-54bf-9ef9-c6c3e09dcbf9","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 7","W701.01","Opening wrapped & prepared correctly by others"
"b4207ddf-8125-5be1-9bd4-225704bea9b6","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 7","W701.01","External flashings installed as per shop drawings"
"ef99e796-b72e-50b6-83db-1f7484f74249","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 7","W701.01","Installed / Fixed As Per Shop Drawings"
"c879d89e-04b3-5d8e-b362-c3d6f500ecf8","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 7","W701.01","Airseals Completed (photo)"
"5a75b34c-182f-54f6-aca0-651d1deb94af","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 7","W701.01","Site Glazing Completed"
"2adf6b53-cd3f-51a5-bafd-d7c748cf9c2e","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 7","W701.01","Trade clean/protected"
"0031216b-1b0e-521f-a72a-c6b21b081559","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 7","W701.02"
"06b7a6cf-32d6-4a4b-9ea1-794272473b2b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W701.02","Opening and sill acceptable. All elements approved as per drawings"
"305b094d-058b-5b99-8228-886666f89e8d","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 7","W701.02","Opening wrapped & prepared correctly by others"
"519f96b9-4e10-51f6-bff9-11cd82516d02","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 7","W701.02","External flashings installed as per shop drawings"
"b1f05af2-dcdf-5613-883b-bbd4bc7715cd","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 7","W701.02","Installed / Fixed As Per Shop Drawings"
"204944eb-dc52-51a2-9a85-031061a50944","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 7","W701.02","Airseals Completed (photo)"
"0c01def3-7d87-503c-904e-4d1819da0406","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 7","W701.02","Site Glazing Completed"
"57c6c62f-5285-5d18-8f81-574877fa8845","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 7","W701.02","Trade clean/protected"
"6a7798e6-db30-5530-8db0-eab2a8ed783e","","checklist-flat","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 7","W710.01"
"43bc490a-a53e-43cb-8f84-6345088a111b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W710.01","Opening and sill acceptable. All elements approved as per drawings"
"5bd6a680-c739-5b0e-989b-680a459f7a85","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 7","W710.01","Opening wrapped & prepared correctly by others"
"74971daa-2b90-5e56-a220-6a533b8544e8","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 7","W710.01","External flashings installed as per shop drawings"
"e416143a-eeff-5553-bec2-e016ac7785d3","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 7","W710.01","Installed / Fixed As Per Shop Drawings"
"f37cda71-0eff-5fe6-963f-3078da0c553c","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 7","W710.01","Airseals Completed (photo)"
"fd61b713-925f-5314-ad2b-8c82955b42ae","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 7","W710.01","Site Glazing Completed"
"21111b62-8985-5630-9883-c900185ae925","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 7","W710.01","Trade clean/protected"
"58aa459e-24b3-5c49-a635-79424370a0c4","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 7","W706.01"
"b9e87a26-d6f6-4cb9-b599-8bc42085ec8a","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W706.01","Opening and sill acceptable. All elements approved as per drawings"
"e87fc7a0-68d2-567a-8bf5-7e459495fd47","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 7","W706.01","Opening wrapped & prepared correctly by others"
"fc6e0cb9-593d-57e2-8a00-f08f1741e938","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 7","W706.01","External flashings installed as per shop drawings"
"81a2eeaa-0d0f-5c90-90cd-ab3dbb35716e","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 7","W706.01","Installed / Fixed As Per Shop Drawings"
"0c5d25b8-78f7-5bc1-abb1-17515f4136e6","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 7","W706.01","Airseals Completed (photo)"
"6a4a8c3f-f0dd-5e4e-9b00-34562e09274b","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 7","W706.01","Site Glazing Completed"
"6d11d0fe-411b-580f-9b6f-12e096895ecb","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 7","W706.01","Trade clean/protected"
"610785b3-0a2d-5eb9-8c92-18cd2b668d36","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 7","W706.02"
"2ab465f7-6efa-421e-94ab-ae731fa30df2","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W706.02","Opening and sill acceptable. All elements approved as per drawings"
"8f4bde33-8dd7-546a-908a-1feb490b08da","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 7","W706.02","Opening wrapped & prepared correctly by others"
"f3c90e3f-42a7-5ad8-ab67-051778a3e2a2","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 7","W706.02","External flashings installed as per shop drawings"
"d4e3a2c7-8b73-5ef3-b22f-f2f65e4d9050","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 7","W706.02","Installed / Fixed As Per Shop Drawings"
"86c8d9e4-14ec-5825-8b9d-9d98ddc64302","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 7","W706.02","Airseals Completed (photo)"
"24c85f2a-b64e-5691-aeb3-9db871fe7b30","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 7","W706.02","Site Glazing Completed"
"d6377f45-7c01-515a-92f1-48229f2c3a9e","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 7","W706.02","Trade clean/protected"
"4e887cc3-5141-5955-baa5-7e61ec71a262","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 7","D706.02"
"f046e75d-e76a-44f6-80d3-1ccc666424f4","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","D706.02","Opening and sill acceptable. All elements approved as per drawings"
"8cc6c8cb-906a-57fe-a179-5a1014b3b2f3","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 7","D706.02","Opening wrapped & prepared correctly by others"
"37b409b7-4cd9-598f-ad7a-a8ebcba8827b","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 7","D706.02","External flashings installed as per shop drawings"
"2d753842-e0e5-50b8-ac57-d39ecc6f25c7","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 7","D706.02","Installed / Fixed As Per Shop Drawings"
"e86611df-204b-588f-a6a5-617d62b5e3a0","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 7","D706.02","Airseals Completed (photo)"
"bb4431e6-f771-5bad-87bf-bbcbd71d9661","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 7","D706.02","Site Glazing Completed"
"aaddee28-e9c3-5a5e-bf74-e22ba167f0ce","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 7","D706.02","Trade clean/protected"
"bd3ef4cf-8827-5df2-bb03-b03e05da8504","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 7","W705.01"
"d82a6034-5cf6-4b08-8e2f-887c6c68e03e","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W705.01","Opening and sill acceptable. All elements approved as per drawings"
"2a77f19f-81d2-5831-a9b8-5c43e2e701d3","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 7","W705.01","Opening wrapped & prepared correctly by others"
"203ddeed-1fd2-5922-b60c-8c08ef49e723","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 7","W705.01","External flashings installed as per shop drawings"
"918e9931-a771-5604-b0ab-a822883fdcee","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 7","W705.01","Installed / Fixed As Per Shop Drawings"
"efe56875-61ad-571c-a167-c99b3420fad2","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 7","W705.01","Airseals Completed (photo)"
"c7b42161-b77e-510a-94d1-cf265736c491","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 7","W705.01","Site Glazing Completed"
"98687b86-735f-5476-8693-96643b2f467d","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 7","W705.01","Trade clean/protected"
"7659c3cd-4a01-5165-9d3b-31f94c1300b2","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 7","W705.02"
"cedb3bff-3bd0-412c-818f-dff623768879","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W705.02","Opening and sill acceptable. All elements approved as per drawings"
"55bb6acf-0a49-5701-9558-966bd0ce2509","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 7","W705.02","Opening wrapped & prepared correctly by others"
"dafe1aee-498e-58c1-9dc4-bd4f58ee5b98","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 7","W705.02","External flashings installed as per shop drawings"
"cf5fc04e-d8f6-5fab-bed5-8e70fa4d8464","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 7","W705.02","Installed / Fixed As Per Shop Drawings"
"e345cb76-c273-5080-9dad-243b034d2244","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 7","W705.02","Airseals Completed (photo)"
"86f651b6-2960-525a-9147-60f52fe49b44","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 7","W705.02","Site Glazing Completed"
"0626e90e-7996-53c2-945f-205a3f6ff896","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 7","W705.02","Trade clean/protected"
"9e14130c-d380-551b-bdda-77825d9000b4","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 7","D705.06"
"1f8fa0ba-1b33-4be9-98d4-b64df463dfcc","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","D705.06","Opening and sill acceptable. All elements approved as per drawings"
"73ed8637-475f-5918-a909-d8ee4fc094b6","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 7","D705.06","Opening wrapped & prepared correctly by others"
"e0f43a93-cae0-592e-8bcb-153d2caf0660","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 7","D705.06","External flashings installed as per shop drawings"
"60a44195-4549-52cf-a1a6-03835d36e725","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 7","D705.06","Installed / Fixed As Per Shop Drawings"
