"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b72e7188-a52c-4896-8fa2-02af962698d4","","fail","","folder","TRUE","FALSE","Site QA"
"6658d9e8-e377-4fbd-bd74-f59af60e30b9","","work-in-progress","","folder","FALSE","FALSE","Site QA","L1"
"68b3cbc8-6f9e-4b72-9e1d-828fe16ae781","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-061"
"71e72eec-9377-46b4-abe1-b8ead6b2c3ad","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-062"
"17d254de-9c71-4ffb-830f-a9d2f266a8fc","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-063"
"1dacc43e-222a-43ba-bd4f-0112aa5ecae4","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-064"
"14dc5c65-e330-4b25-88e7-b4e9cfb23280","","fail","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-065"
"d9f99b4a-a172-4104-86c7-fb838345b971","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-066"
"0ddebad9-cc94-4110-9f91-532d8b205767","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-067"
"9216e9e4-b41a-468d-92bd-fbf232b3a266","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-068"
"231fd7af-a383-4134-99bd-24c0356521aa","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-069"
"03c5d375-8ff9-420e-9f7b-8f967f519ff5","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-070"
"60d3d540-7c93-4248-8c53-8866415fd110","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-071"
"cbc1f9ab-4d0d-427d-9aec-84675c669753","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-072"
"c5b55cba-6298-4013-af14-6e0cc1627a64","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-073"
"cfe6020f-01bf-4ad9-b346-e6700d78d22b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-074"
"cf825852-5a83-44db-812b-4a334f663a1d","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-075"
"33ba01a9-f172-4d95-9d9b-a106055ff4b0","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-076"
"209d0953-d31f-4ba1-8ec9-21112fef523e","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-077"
"e1f06462-0ce0-4806-93c8-c1bc43c953c6","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-078"
"09e64b99-a1d7-47ee-9190-9e996e60ca35","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-079"
"21851aa6-232a-4011-bf7d-3e652f0e4caa","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-080"
"57fee856-368a-46aa-aa26-36512b61e51e","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-081"
"1649d63e-6efc-47f8-951a-3976913e805e","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-082"
"b68fb589-6435-4620-aef9-1d88efaff757","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-083"
"4ccca81b-0c5a-413f-a3b2-60bc8e702467","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-084"
"bba88a7c-99dc-4f65-8380-d42bfd444606","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-085"
"91ed0851-048b-416d-a2b7-3cd6d04777bb","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-086"
"b53d7737-9e7f-471c-bd69-83214a17757a","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-087"
"f4342db3-982b-4065-8f30-892bdfb2f12f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-088"
"2de0dff7-a238-4418-a907-61334a5aa9c8","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-089"
"cb91d146-2739-481f-be16-00c4e6005b3a","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-090"
"bd1f7ed6-adb4-4273-94aa-d0eb0637ac92","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-091"
"25b098b4-c5b0-4e22-a85c-102906d644d9","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-092"
"cb716e26-a7c7-4d5c-bd5e-ecd0a3d620fa","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-093"
"75386035-ca50-4994-b482-aa2f3b625e96","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-094"
"760b64db-ad5b-4fdc-b7ac-7f969f5995ee","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-095"
"481f38b5-b0f7-46ac-a31e-38d51fe08192","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-096"
"56665384-67a9-4aa6-b422-cf7331f0c915","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-097"
"696f9287-b2c9-4191-a0cc-434e9fdd7921","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-098"
"02aef6e8-e53e-4e0e-b38c-56f430c318f7","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-099"
"3feb61aa-63a6-4740-a2be-3c35e2f2f814","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-100"
"65cd4489-1295-4c26-bcdb-5d37ac000782","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-101"
"d3a21434-3cce-45f2-981f-aebe11a89523","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-102"
"c1171038-b14b-4bd2-b125-ee0910c3ff95","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-103"
"7d993524-e6b7-46fb-afd7-2651538652e6","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-104"
"c02d190d-5d23-4218-85be-0dfa0ac2aaaf","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-105"
"3adf07b0-64fc-4c63-8ab3-eb0a2bf23893","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-106"
"1158d6ec-a1b1-45d1-bbde-e9c75d5fe19f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-107"
"34d97c78-ae35-40cc-ba24-a821644f89f3","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-108"
"40e5663d-d40f-4dfe-b2bd-e88ed4ec7e66","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-109"
"5c0fb074-86f9-417c-80ae-ff32866c63c3","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-110"
"fd1acb28-26d9-4820-82fd-e20a4d6e8c3e","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-111"
"11622286-2c96-4946-890b-cca122201d63","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-112"
"4372749f-db7d-4dc3-88c0-22ac0594a9fb","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-113"
"e1afe0c9-b41c-408d-bd14-5f112f5b1a9b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-114"
"ee78b00e-15c7-4fed-b14c-6448ccfa7e95","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-115"
"c0942587-5b7d-452b-bcca-fd8fd5fc5523","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-116"
"2aedb8a8-1f14-4401-8772-fd5a9a0cbfd5","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-117"
"be50e0a1-0ba5-46d4-8b65-6d92cfb4fca1","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-118"
"9a214999-b976-4489-b454-8ab334fca281","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-119"
"f01d003d-d35f-467a-aa6e-51776982bd50","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-120"
"d24de015-d3b8-42bc-9036-7ef44c199a84","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-121"
"cc4f4173-4a9a-46be-bb36-f8db2684badb","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-122"
"3d8a27e8-4fff-48cf-81d5-bc0a31850f9b","","fail","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-123"
"d8a08d11-96ce-4d65-9074-8ab12d303422","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-124"
"9fcf3828-e00e-4ac3-a80b-25fc798dd82c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-125"
"ebea19e1-269e-4d66-8f6c-f92b42a87624","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-126"
"42c01fd5-decf-4355-b517-e0bf8913710d","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-127"
"73ecdb29-a0f5-4346-b3dc-a0ff5ac784b5","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-128"
"a2029ddc-2896-4677-ad28-dbd5ca738952","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-129"
"0ace2183-2497-467a-92a5-196ca98fa351","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-130"
"57cef38a-253c-4296-9506-7a52792bf93f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-131"
"9e10362e-f37f-4283-84eb-44632037c7b7","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-132"
"99418a7c-c933-4638-b10d-7e68db969778","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-133"
"04f976a7-8027-4621-ab48-46a9bbe0b4f8","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-134"
"2b28ff66-eaac-4e23-9e88-12f4c7fc8372","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-135"
"d1bd1207-bd57-456f-b4b9-fe8c83b3f16e","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-136"
"7e4dfcdb-2f1b-47eb-b86e-3db57b726316","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-137"
"dab2a9fa-06ec-4c09-ab80-bff0551e8be4","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-138"
"45c78814-9701-44fd-bb16-4b38c135bc21","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-139"
"869865ec-579e-4ef8-988d-181345ed7453","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-140"
"3363811c-7a25-4a59-b39c-6ba9fc12f479","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-141"
"53fabb05-4edd-4bd6-8a33-1ebb1c50f1cd","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-142"
"22e03673-f1a2-4efc-8746-eb992f22a2c4","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-143"
"7bfdb512-834d-463e-ae6b-af58741a3c42","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-144"
"fdffc8b2-0115-421e-b7c7-95c0dc29967a","","not-started","Curtain Wall Facade System Post-Install Sign Off","checklist","FALSE","FALSE","Site QA","L4","Post-Install Sign Off"
"440e57c9-4035-4a7a-b47c-178e3a9852e5","","fail","","folder","TRUE","FALSE","Site QA","L5"
"d267fe4c-7f2c-4f61-8a02-c8a517d6ab2e","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-001"
"2032ebb1-af69-433a-9bef-02d9f39bf245","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-002"
"5b00aade-825f-478c-b0c2-307a340cbbf6","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-003"
"2a68f84c-0a07-447b-9a60-83ac60393b3c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-004"
"433ea7cd-92a9-4431-a962-1e51ebfe4db3","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-005"
"2f38590f-47a9-417b-bcc9-4fd2bceb2087","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-006"
"0f189383-9b89-456f-b555-96f5cd1460b7","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-007"
"25d2786a-153b-4d8f-bc4c-4e93ccd707d3","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-008"
"ecdbddc0-3610-433c-a9b9-22ed4358183f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-009"
"5e96dbb1-f7df-4cf6-8124-445e2bea7c3b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-010"
"881f162d-04d2-4968-9bf3-6b34eaac2690","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-011"
"38a6e0c6-1ba0-4b25-a7da-0346827256d6","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-012"
"afb21493-dfb1-4cc2-8dae-cde389a1f9cf","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-013"
"afcd5f40-dba1-4120-a7a3-bda8dc203dcf","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-014"
"79bcfce3-ba89-4018-ad7f-7eb052fa6082","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-015"
"516e9408-56b5-42f7-a086-0103dccb7387","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-016"
"29252325-4731-4604-9c3f-78afaf83ec36","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-017"
"e0d1cf28-4775-4cf8-a21c-8dbda4a83fa4","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-018"
"b4e4d3ea-5e28-429e-90e9-026cd8dc49c1","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-019"
"1247daeb-b05d-4263-85bd-21f6227530e7","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-020"
"0f44d889-9931-4797-8d39-70bb98cd9e93","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-021"
"00dee640-62b5-4660-ab39-2ee354d79ad9","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-022"
"4b927c4c-5405-434c-a99b-46fd29212994","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-023"
"85b48803-ed2f-4ea1-ad8e-12a6c86612ec","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-024"
"417f8dcb-7fa7-4f3d-b811-89758c8595db","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-025"
"a8be494a-07ad-4aba-a1f9-2e20e5d60ef0","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-026"
"15ff8b75-bb5c-46dd-ae99-4d054a868d06","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-027"
"f2783df3-ac29-4ea5-ae06-7cff5445ff0f","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-028"
"924108aa-d36a-41b1-9273-d5dc0c609a07","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-029"
"d434e27a-2667-4c7a-890e-45bfbfe1c12e","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-030"
"e8d31ea6-2431-4eb1-9403-9020f916635e","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-031"
"2bf861ea-15c4-4d2f-bf95-11b9a24191bf","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-032"
"c6e5a028-7e98-44bf-a11d-83735cbc4185","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-033"
"358edfb0-a18b-443b-8c04-d387310b9468","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-034"
"04b72c95-fc34-4298-88c5-e78272d806ce","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-035"
"5c2c7671-0502-4150-af96-38ca45721c75","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-036"
"3949eb35-b292-4a93-b377-fbe4664ed7a0","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-037"
"fab2a3f7-b157-4a8b-93bd-d08316c0cd81","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-038"
"700ffdbb-4191-427a-a40b-b31e5ecacce7","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-039"
"15879cce-9650-4c5f-ae5f-187c003854b4","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-040"
"2301e1dc-8722-41b8-94b8-d290d2368c27","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-041"
"bfc3aaad-1877-43a1-8a7a-5baf470e1c95","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-042"
"7f5e7a16-2614-4b59-9e7b-830ba236bf68","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-043"
"a35f4d80-2d4a-4a10-84bf-d783487e3e95","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-044"
"9bf4bf62-372a-4dc4-8ad5-78fd64013282","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-045"
"42ce4747-1b42-437c-acd4-00e9258354c2","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-046"
"4bbbe314-1cb2-4316-aee7-6ec554b769c6","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-047"
"34e2b315-4dcb-4a5d-840b-39cd66c9a737","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-048"
"2a14b6dc-343f-410f-adfb-9fa1397a921d","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-049"
"f435ba69-2200-4c8f-a11d-631a97dbc35f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-050"
"3968f73b-ce18-4cd1-aa83-78b89af59ae3","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-051"
"7cce25ff-7863-43fd-bd76-74dfc02d91bd","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-052"
"38f2f12f-d25d-46ce-8388-f68199419915","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-053"
"26567344-2fe2-4f9c-9543-82ba1bd8fec4","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-054"
