"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3a380c33-1862-440d-aec5-e7aaf540c476","","folder-normal","pass","","step","TRUE","FALSE","Basement 1"
"eab8324a-8e8c-411b-8135-c373a5d02fe0","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 15","L15-P38"
"719fda61-ce85-41c6-bebc-6c0867c1d0d1","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 15","L15-P39"
"53ff2eb3-72b2-4ea7-84ef-b41eef614a2a","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 15","L15-P40"
"7ae431b8-6d16-43d2-be25-8d8f86c6e4e5","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 15","L15-P41"
"5520159e-9027-4f38-9136-f9cec654cbcb","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 15","L15-P42"
"7fabb291-2119-44ca-9c97-c14ff2913f29","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 15","L15-P43"
"d8a47157-9983-492d-9180-35df097a2357","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 15","L15-P44"
"76c3145f-31b3-4d07-9ecc-1d179cf531fc","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 15","L15-P45"
"4f78e1a8-22a4-4f33-8107-91dc2e89f1c4","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 15","L15-P46"
"817d0d1f-dcbc-4db7-a4ee-0fce52b2ab6d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Roof"
"d2e38287-16ce-4b73-a55b-33dd07142bf7","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-BA03"
"353773ef-4a96-422c-8806-059ac0368b9d","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-BA03A"
"41fb309b-47cb-4cb1-ac14-885469563e9e","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-BA03B"
"0345c9aa-c71f-4af5-8e78-558ea702ee6d","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof","R-BA03E"
"4b432ec7-b953-455d-b0b4-41177bca4a48","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-BA03C"
"9f6a0e0d-26e8-4912-9203-d615fb00acba","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-BA03D"
"72a726de-f666-4bc1-bf6f-e109d550e1a0","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-BA03F"
"222daf30-2a93-4d51-87ca-4172a049ecd3","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-BA04"
"fa25cf18-8349-4f1f-ab2e-0dce88ea0f7e","","checklist-sectioned","work-in-progress","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-BA04A"
"49af1c13-1e67-47e3-8e2c-79b7bf7d59a3","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-BA04B"
"78384b82-57ad-4d02-8456-7fd8ec8d6475","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-BA04C"
"ddf907b4-1a02-462c-a427-db7e5a306b93","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-BA05"
"ce0ec176-f986-4b53-806d-c3906b6b4b1b","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-BA05A"
"63212b79-e698-4f78-90ae-c163835dc827","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-BA05B"
"c41c9785-b240-4e58-ab6a-1f9ae83bce43","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-BA05C"
"3e40ce3a-c8dd-455c-a9d7-ce83681f8f05","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-BA05D"
"5d629c3a-43a0-46ac-bf70-f71acef8d0fc","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-BA05E"
"de5920a9-0104-4b38-a54c-262166a266f6","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-BA05F"
"f960138f-35a7-4dd0-bfbe-0f9f538bc573","","checklist-sectioned","work-in-progress","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-BA06"
"90429aa7-d0e6-4439-88a1-28203b416d1d","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-BA06A"
"e2bcff25-7f04-4f35-8834-94f62beefe45","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-BA06B"
"b537edf9-befa-4df6-8676-d2308f3913e7","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-BA06C"
"8974f51b-78cd-45e0-be78-dc4a43dec2c0","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-CP01"
"6919605b-6302-4a01-beb6-9b5a3d15b965","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-CP01A"
"056698a4-2a66-4660-a3c3-34614c862ca6","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-CP02"
"5b690bc2-feb7-42f9-beab-c9e5d54d9012","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-CP03"
"78467590-7145-47a7-86cc-6b3fc6ea57b4","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-CP04"
"0aa472b4-19f8-492f-91c4-792b5c758142","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-CP05"
"0db2ff4d-a9e6-4afb-b62f-6b3fd910fac7","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-CP05A"
"1e0e088a-4736-47cd-8c7e-9b677bbbbbda","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-CP06"
"f29ef753-1d9c-46c8-8091-83b4fa539069","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-LD02"
"b193d9c2-1caf-4178-82c6-4eb7e1d896da","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Roof","R-LD01"
