"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"04580ef3-c649-440f-82a1-570ff7065ef4","","folder-normal","","","step","TRUE","FALSE","Ground"
"ca22566b-708b-45bb-b66e-1e64cf118f01","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Ground","G.1-W1"
"aa37d528-27eb-5eae-8343-a705b06de194","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.2-W1","Trade clean"
"e8228793-07f5-4eef-acaa-7e91241672c6","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.3-W1"
"0dfdbbff-7c38-55be-a37d-398fdd7e9bdf","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.3-W1","Frame prep"
"cfb716b5-0179-5abc-a75d-a32c0d450082","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.3-W1","Glass installed correct way around"
"13102194-fa2e-576a-b700-ce13c8bb7e1c","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.3-W1","Beads installed"
"e2c8277f-1869-5238-bc5c-b713c6efc8e0","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.3-W1","Wedge installed"
"33451a85-64b6-530a-9b25-7a07c148ccbb","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.3-W1","Trade clean"
"3fb2abe8-5896-4d3b-9ea3-fb05bfbd37b3","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.4-W3"
"c82ce9d9-3f55-58c1-a902-16666f026c70","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.4-W3","Frame prep"
"aa14f2ea-6588-5169-a429-2cbd01f1e3ad","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.4-W3","Glass installed correct way around"
"b999683f-0a14-5c51-977d-c77f51b3bda1","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.4-W3","Beads installed"
"ad47b20e-4488-585f-ac90-449f838d2fac","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.4-W3","Wedge installed"
"0d2dd690-48f7-551f-ad8a-de2d0fe56470","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.4-W3","Trade clean"
"6e0241fa-f0c1-4b2c-adf6-830b0ffffe36","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.5-W1"
"f46be79e-df85-5798-ad59-0ea3644fa069","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.5-W1","Frame prep"
"48c5e1ea-4241-525e-80f6-64b7985b896b","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.5-W1","Glass installed correct way around"
"f38824ca-2842-5439-a1fe-de285b35a399","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.5-W1","Beads installed"
"1a95cf0a-7463-59dc-9867-b18f35e3f97e","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.5-W1","Wedge installed"
"ead68ffc-3f45-51ab-a755-754afc484ae9","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.5-W1","Trade clean"
"b0143de4-3f89-4e5d-b659-52e24448c6dd","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.6-W2"
"5b76b4d7-2935-53e7-bb2e-161cf5b64d8d","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.6-W2","Frame prep"
"48298d55-8cd9-5b27-813f-0ac5d0279106","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.6-W2","Glass installed correct way around"
"cf29112f-c10e-5e82-bbe0-60a2cd9a3636","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.6-W2","Beads installed"
"ecbf6555-0ee6-5e15-9452-ca1243cd6931","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.6-W2","Wedge installed"
"c6bd1587-7d80-5fec-b536-166a4e2b3ecc","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.6-W2","Trade clean"
"340a46cd-ffdf-4267-b016-f172ab63c6eb","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.7-W2"
"7cbb2ffd-8615-50d0-b6ca-2b4053fb8512","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.7-W2","Frame prep"
"11fed573-bf46-5e19-8f33-50d10f782f41","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.7-W2","Glass installed correct way around"
"71fd7078-b341-5bfe-96f9-a3f13bb0582c","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.7-W2","Beads installed"
"f2c610a6-6f99-5bbb-816a-a32f56ba6792","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.7-W2","Wedge installed"
"41fc6717-d855-5ca6-a6da-c693c0c878e4","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.7-W2","Trade clean"
"1cb2a567-c7cc-44df-8230-24fa84011bb2","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.4-W1"
"992a6458-3f2b-510e-ac1f-52700bff74d8","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.4-W1","Frame prep"
"e6e4125e-ac68-50f1-83b5-10505a2a68c2","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.4-W1","Glass installed correct way around"
"218dbac2-ff0c-5cfc-ba3d-58d2b7e087b0","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.4-W1","Beads installed"
"e45f1194-69d1-571b-8f13-bcc970b74d1d","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.4-W1","Wedge installed"
"fc363baf-855a-5650-95bf-28e52c349e91","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.4-W1","Trade clean"
"f9817fe5-4779-4117-8900-32661ce1ee95","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.5-W3"
"ff9d417d-5b5b-5d8b-982b-f25dae94b2d9","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.5-W3","Frame prep"
"750711e8-7278-57fa-bd8a-5148b08b441d","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.5-W3","Glass installed correct way around"
"ef3cac81-e9f6-50a3-b43a-590fe8ad0331","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.5-W3","Beads installed"
"012509b3-e5a5-53da-84c3-b44a6db05a45","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.5-W3","Wedge installed"
"b528a1b5-d3e1-5c15-b6d4-11d1fef12e36","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.5-W3","Trade clean"
"a82eed17-ce14-4e08-88b9-2ad9251584c5","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.6-W1"
"6c18324e-b305-5e6a-8452-164af691ea3e","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.6-W1","Frame prep"
"d082afc4-a33a-50ed-9726-9d587cff25bc","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.6-W1","Glass installed correct way around"
"c3de422b-98c1-59fe-81c9-b1ca078e7a10","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.6-W1","Beads installed"
"38b31fe4-7b12-5ffe-886a-9f977f4eaa6a","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.6-W1","Wedge installed"
"501fe625-9d86-5892-8743-19c43ae755d2","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.6-W1","Trade clean"
"a5ed2fbb-b320-4273-989e-011ee4007fe9","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.4-W2"
"35db99a4-d881-57af-9463-13279f01b710","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.4-W2","Frame prep"
"7e6f7bbf-7406-5ef5-a992-9e0693f50603","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.4-W2","Glass installed correct way around"
"cbe558e6-2ada-5f19-92b5-76cda90d1721","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.4-W2","Beads installed"
"5b992867-5636-5088-b935-66ae85599076","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.4-W2","Wedge installed"
"3645ac26-1ec9-5cfb-b65a-f11238be3273","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.4-W2","Trade clean"
"d1bd0247-f361-4bd5-a7d0-1557d94ca898","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.W105"
"d91243fe-c119-5610-858f-2be23a0e328b","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.W105","Frame prep"
"134be1c1-78f1-501f-81eb-9fb2c75dd2cd","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.W105","Glass installed correct way around"
"72b4837a-83ee-5b92-8f9b-9ccc31c8b417","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.W105","Beads installed"
"c0384f6d-d783-5cd5-86f3-2c285b0c36e6","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.W105","Wedge installed"
"faa7309f-406e-51b7-a4f1-a0b873e7e747","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.W105","Trade clean"
"6ba67b04-986e-47b2-b97c-a7441040f272","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.5-W2"
"b6c76de6-73c4-589d-a939-fd46ca7cd75e","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.5-W2","Frame prep"
"ab7b05b7-a391-5001-9fe5-b581ba4bcc65","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.5-W2","Glass installed correct way around"
"22aeeb4b-b206-5c46-83d5-155fc4e2fe2e","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.5-W2","Beads installed"
"1b6355b1-e9d7-5556-a399-a4225b887630","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.5-W2","Wedge installed"
"24f9b52c-948f-5ae8-ae92-3610612b6e24","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.5-W2","Trade clean"
"a8f404f9-c746-41ae-88ad-373c78bc7642","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.W107"
"63f196b9-f523-5c9c-a9f4-d777188fce3d","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.W107","Frame prep"
"ed57b8d2-9077-5136-909e-034f72ead976","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.W107","Glass installed correct way around"
"188d3ddb-c65d-5d7b-a9f0-ee427b7d7bbf","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.W107","Beads installed"
"bf2f4c5d-4232-5dba-a985-af326dfd2690","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.W107","Wedge installed"
"ce9bb2ed-79c2-598f-bd56-815b241091f3","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.W107","Trade clean"
"83ac495b-5990-464d-b277-921b8052f21e","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.W104"
"f951f3d2-313c-510b-8d2e-e7397361fa12","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.W104","Frame prep"
"dc08398d-858e-5df7-863d-9201824df490","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.W104","Glass installed correct way around"
"a9375ea1-1857-58dc-b97c-25e0bba625db","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.W104","Beads installed"
"c8bbcb4a-b820-552b-abe2-7da203eb74d9","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.W104","Wedge installed"
"5e7d34fe-6a3f-5a72-a5a9-19a90147fae8","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.W104","Trade clean"
"8810685d-398b-4669-8c5a-60ef94381db3","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.W106"
"c43e5923-dcca-5044-8490-3b5d5d687272","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.W106","Frame prep"
"54b94717-6d1c-5087-985e-e189d06674d4","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.W106","Glass installed correct way around"
"e3b0b9cf-c1b2-58e2-b37f-cdbe93d0b80a","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.W106","Beads installed"
"93a767bc-6301-51e5-98ae-ca989804b257","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.W106","Wedge installed"
"cba976a5-7fd7-5f08-8e55-81800108798a","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.W106","Trade clean"
"5e46d813-b674-41f6-bb5c-54eb345ec82c","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.1-DE7"
"b2ece375-3846-559a-b932-7f825ae61b34","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.1-DE7","Frame prep"
"c8767153-045e-5f7c-b5d8-d32eabd50fd4","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.1-DE7","Glass installed correct way around"
"541ea682-028c-5fa8-835f-c99f33d3ef6b","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.1-DE7","Beads installed"
"b200974c-d653-53b9-b98e-f44191d0b452","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.1-DE7","Wedge installed"
"ea6ca962-50b1-5017-9d14-32ac4a45c750","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.1-DE7","Trade clean"
"d79d37ea-f121-41be-94d2-68b079aa1900","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.2-DE7"
"51cb6262-f656-5835-aa49-8e95f11ee33c","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.2-DE7","Frame prep"
"bde6b1be-711a-582d-a32c-7c5a20113a6a","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.2-DE7","Glass installed correct way around"
"566c5f0a-3899-5b20-87e1-235be0d62ec3","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.2-DE7","Beads installed"
"98793f74-04d6-5704-b06d-d95ef7a9b3a1","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.2-DE7","Wedge installed"
"37b5b453-19e0-558e-ba2d-c7bc831a945c","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.2-DE7","Trade clean"
"63bb06f4-8692-4888-b0d2-c40a8625fb4e","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.3-DE7"
"afe042aa-b0e5-5732-85ae-a6625c9b4088","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.3-DE7","Frame prep"
"9752ece4-66ee-52d9-9534-5713d3a41b61","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.3-DE7","Glass installed correct way around"
"6b15d6f9-5df1-5e26-a202-655ee168b0de","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.3-DE7","Beads installed"
"6f7134d0-13e8-53cf-9fdd-684d1c7fba1a","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.3-DE7","Wedge installed"
"aacc1ca6-1b1f-53e1-8510-ef87ecf4604f","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.3-DE7","Trade clean"
"f7a2272c-a230-4447-8d9a-051f1fdd1651","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.5-DE10"
"406e2c84-5af6-598b-acfe-66d052b0791f","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.5-DE10","Frame prep"
"d3b745fb-93ce-5799-9369-a37f596e0ec3","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.5-DE10","Glass installed correct way around"
"d0836871-7d14-5fc6-aa25-af0ea538fc8d","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.5-DE10","Beads installed"
"7eff9849-eaee-5f6a-955b-cf09d9e286f1","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.5-DE10","Wedge installed"
"6bd41319-51f6-5b2f-8c29-0a8701ddcfbf","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.5-DE10","Trade clean"
"f8430620-bc3c-4603-8e83-0bd1084667c1","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.4-DE10"
"6a0ab38d-87c6-5b7e-8e22-ea9a65d4b737","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.4-DE10","Frame prep"
"23b58e4a-ce9f-587d-92c4-8123d7ee6d8b","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.4-DE10","Glass installed correct way around"
"9b6b7167-f888-5b47-aaca-3e7cd5d46b16","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.4-DE10","Beads installed"
"2c24bba3-1bf9-5402-8da3-f0eb386540b8","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.4-DE10","Wedge installed"
"a3de1a70-b71e-5be6-8b48-993158cb4312","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.4-DE10","Trade clean"
"f181d991-f326-425e-ba02-b6ca4e77f3f3","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.6-DE7"
"3ee59128-5fdd-5e3f-925d-a391c6e55888","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.6-DE7","Frame prep"
"3fa1cddf-12fb-5c23-b18b-837123aaa83f","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.6-DE7","Glass installed correct way around"
"80a3f7b4-5163-5814-ad70-0ce083d99b66","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.6-DE7","Beads installed"
"efa3e2d6-53de-59c9-bb0e-6765cbe6c1db","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.6-DE7","Wedge installed"
"de18b831-eecf-5483-aa3a-e2c309a6c6e8","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.6-DE7","Trade clean"
"5ce903ef-ddb0-44e6-8e86-79b7ab5b646f","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.7-DE7"
"f2a9856c-6f4f-534a-b80c-440b7c9aa2a5","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.7-DE7","Frame prep"
"b1e79857-1ac5-5a84-8dcd-fba3a1795ce7","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.7-DE7","Glass installed correct way around"
"f6b19b8c-2b6a-53a3-95a5-d7d25c32c8f9","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.7-DE7","Beads installed"
"2150db0f-17cf-5e1f-a3af-276889c55c39","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.7-DE7","Wedge installed"
"1d544d65-c4e4-54a7-b5bd-6a5a06c81fe9","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.7-DE7","Trade clean"
"f0c53e00-8954-4f1d-b661-763a28107516","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.W101"
"182c3145-167a-5721-9118-f171eb0d5634","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.W101","Frame prep"
"a072a5da-dd26-5029-a9de-307cc660f222","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.W101","Glass installed correct way around"
"53ce6b25-8113-5e8b-a607-5f441be8b670","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.W101","Beads installed"
"a996b869-2410-57e9-bccb-150fdb728a52","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.W101","Wedge installed"
"3fa76a74-6e3b-549f-be2a-ad2df6ea9823","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.W101","Trade clean"
"344b99fa-a9a5-457e-b2d2-9566fd488e33","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.W100"
"ef0dc3b8-9cb8-55ba-9bb9-864550c43a69","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.W100","Frame prep"
"3a44a8ce-1c3a-528e-8804-0eaf1281e7d0","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.W100","Glass installed correct way around"
