"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"bfd27a26-5608-47ba-8864-25a7373eb4ac","","work-in-progress","","folder","TRUE","FALSE","33kV Cable Install"
"a1ac1e59-841d-4793-b456-7017d77fed19","","pass","Ω (DEPRECATED) ITR-E-19 HV Cable Install","checklist","FALSE","FALSE","33kV Cable Install","ITR-E-19 HV Cable Install - Practice Testing "
"cebf88ee-7451-4012-a47a-b1ab43ca3a8f","","not-started","","folder","TRUE","FALSE","33kV Cable Install","Switchroom One"
"e2368953-f1ae-432f-b59c-50359830bfa5","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom One","P0014W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"fc51ec69-0c87-4883-aa9d-2b290e454d3b","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom One","P0014B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"488e4489-7a84-4833-81c5-b1efdccb486d","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom One","P0015R - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"45055d53-3f20-40d1-a3e3-d2ccbfc73f09","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom One","P0015W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"6d260d08-6260-40f1-9e7e-095c22146b09","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom One","P0015B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"c8388c32-9058-4776-8d39-2be04beeb9e4","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom One","P0016R - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"7da2825f-9f60-4b4a-96b5-9490bc50fc2e","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom One","P0016W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"02c74dff-0301-4e14-8897-281fa4d3a60e","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom One","P0016B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"496badb9-0c43-4840-8648-6bbfc491d79f","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom One","P0017R - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"95dc05d5-b99d-4bcb-a808-6f17013ef3a4","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom One","P0017W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"232b134c-586f-4b44-a058-9ca8775d9897","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom One","P0017B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"9576c81e-542a-4a0c-a8ae-8f09f1da6660","","not-started","","folder","TRUE","FALSE","33kV Cable Install","Switchroom Two"
"b03168a9-fa2d-4d0a-bdfe-bda90e95c887","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Two","P0021R - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"b23999fb-e606-4afb-a8a7-73148e527079","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Two","P0021W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"107d647f-42f6-4344-9774-913c2743d511","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Two","P0021B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"7746977c-7ffe-42f6-b0fc-853e1df85aa1","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Two","P0022R - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"d65d25b3-5a1f-4c34-b25c-93c589340a10","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Two","P0022W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"a1815534-baf6-44fd-8344-10277a354f93","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Two","P0022B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"4928c73f-c714-44bc-8124-1aab51db3366","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Two","P0023R - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"f88d8d4c-520d-4c1b-9b39-253f48d7efd3","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Two","P0023W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"0d85958a-8336-4f05-b64c-406b9b600528","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Two","P0023B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"7802e581-e530-47fa-a14c-da9fb4654ad4","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Two","P0024R - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"5d60c845-4f67-4ab7-8a36-713cd8940780","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Two","P0024W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"e8c00e13-254a-4958-867e-cee8c3a121a0","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Two","P0024B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"6c9f7645-e02b-44f9-84ec-e8637d49197d","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Two","P0025R - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"7a952384-3973-45b6-ae4b-dbdcda16bcfb","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Two","P0025W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"e1356174-86bd-4e4f-a119-a934ce14a809","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Two","P0025B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"7d6b8f80-b128-469b-9377-a1b818a4c657","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Two","P0026R - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"9c7a5312-62e2-4f39-9571-b0ec1189184c","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Two","P0026W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"3ed8fbde-ef5a-46b0-a101-10e52174fed6","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Two","P0026B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"95ac6411-5ffb-4ec1-878b-1433017a183b","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Two","P0027R - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"c7b29e34-fa08-4c5b-85ac-cf2817498ff0","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Two","P0027W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"112a45b2-2f8b-46a9-8aeb-2598138104d9","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Two","P0027B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"0cf26c76-bfdf-4119-89a5-238ecd165ae7","","not-started","","folder","TRUE","FALSE","33kV Cable Install","Switchroom Three"
"4ef5301d-efbb-4b9b-a5bd-64492fe2cc43","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Three","P0031R - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"26718be9-a36e-4972-b4f2-22848b318220","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Three","P0031W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"d722e5ba-b747-439d-865c-64e1d3326c7b","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Three","P0031B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"c307454f-1a52-4434-8ab0-470e5784012e","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Three","P0032R - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"046609cf-ed9c-44d6-8a33-89348c42e301","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Three","P0032W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"c29faf28-ebb7-418e-a9ce-0029b9a37cf4","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Three","P0032B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"d6b6a382-1995-4bec-9923-11d88d2cb688","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Three","P0033R - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"0f60c420-5aa1-465f-b537-7a5543d375ca","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Three","P0033W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"30473d7f-834c-4543-9dd0-af30e81d0dce","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Three","P0033B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"104cb35c-56a1-4074-8747-e18f500a78dc","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Three","P0034R - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"07697aca-3c41-478d-a38c-4d2926fa38ea","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Three","P0034W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"6686dc0c-e9f4-41fe-96ec-32e393ecd6bf","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Three","P0034B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"913b06b7-cbf0-471e-b75a-b9cffb2097d4","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Three","P0035R - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"e6ccbb4b-1573-493a-a2b4-7078e8fe788a","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Three","P0035W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"d25d121a-16eb-4a0c-8e84-df247533b0b6","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Three","P0035B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"27153387-fd9d-490c-8b17-af8b5ea11f01","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Three","P0036R - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"a30931e5-c0be-45e2-9b93-8bd81df068b0","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Three","P0036W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"06863a15-4845-4b88-b5ed-e3c6be437a5d","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Three","P0036B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"a03c32f2-59cb-4887-ae18-835b45cb2978","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Three","P0037R - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"62523a9f-802b-45ba-bd17-4a8efd357b51","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Three","P0037W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"9bb2b0fa-3a85-4f0a-ad98-009c175b727f","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Three","P0037B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"c0a849fe-72fc-4b14-9eb5-00cebadd980c","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Three","P0038R - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"c89d5372-897b-4738-84a2-78174fa69fb2","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Three","P0038W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"d9f9a14e-086c-446a-8f66-8065cdf0db00","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Three","P0038B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"ceb03477-28d7-4bce-8cf4-c1e928fff7da","","not-started","","folder","TRUE","FALSE","33kV Cable Install","Switchroom Four"
"4b95702e-d910-48d1-bbaa-8ba1dbafbf19","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Four","P0041R - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"165651ab-4164-428e-ae9c-da3a4325431c","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Four","P0041W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"5e8445de-cb85-4d66-87db-37d7b1b10d1b","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Four","P0041B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"01aad8b4-65dd-4694-8c00-0334d4ebcd98","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Four","P0042R - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"67b980d8-ba08-45f2-8fc0-fd03752c6726","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Four","P0042W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"f8979867-7438-4f83-b526-7580ab3163f9","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Four","P0042B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"35e35cd2-bbe9-44b3-bf51-1b2bb2fbe431","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Four","P0043R - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"2a2871b7-5e9d-4798-9ddb-db516d31c37d","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Four","P0043W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"4044f1c3-fac6-4740-83d2-990febee6a23","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Four","P0043B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"795e205b-f552-442b-9d7e-310f751d5a86","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Four","P0044R - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"ccc9e907-f80b-47b4-b7fb-7ecd277f87e7","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Four","P0044W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"863490e1-5e58-4a9f-a5a3-bffac6a9051a","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Four","P0044B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"efef3633-d130-40d2-b57b-940164554a99","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Four","P0045R - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"dee9ecb9-29c3-454a-8ca9-697e17edfa6d","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Four","P0045W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"ca98b735-22bc-4764-b1f7-591078697029","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Four","P0045B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"46c03c95-3eb4-475f-9ca6-268d45045ccf","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Four","P0046R - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"408a5935-f4bb-4db2-a4f0-0bcab61b43af","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Four","P0046W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"24dc27a5-a960-4b5e-8278-874cd77727ef","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Four","P0046B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"238fd3a3-d311-4ef0-9de4-efbdcbfd6f0b","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Four","P0047R - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
