resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,
,step,,,,,Level 10,,,,,,,,
,step,,,,,,C10.01,,,,,,,
,step,,,,,,C10.02,,,,,,,
,step,,,,,,C10.03,,,,,,,
,step,,,,,,C10.04,,,,,,,
,step,,,,,,C10.05,,,,,,,
,step,,,,,,C10.06,,,,,,,
,step,,,,,,C10.07,,,,,,,
,step,,,,,,C10.08,,,,,,,
,step,,,,,Level 11,,,,,,,,
,step,,,,,,C11.01,,,,,,,
,step,,,,,,C11.02,,,,,,,
,step,,,,,,C11.03,,,,,,,
,step,,,,,,C11.04,,,,,,,
,step,,,,,,C11.05,,,,,,,
,step,,,,,,C11.06,,,,,,,
,step,,,,,,C11.07,,,,,,,
,step,,,,,Level 12,,,,,,,,
,step,,,,,,C12.01,,,,,,,
,step,,,,,,C12.02,,,,,,,
,step,,,,,,C12.03,,,,,,,
,step,,,,,,C12.04,,,,,,,
,step,,,,,,C12.05,,,,,,,
,step,,,,,,C12.06,,,,,,,
,step,,,,,,C12.07,,,,,,,
,step,,,,,,C12.08,,,,,,,
,step,,,,,,C12.09,,,,,,,
,step,,,,,Level 13,,,,,,,,
,step,,,,,,C13.01,,,,,,,
,step,,,,,,C13.02,,,,,,,
,step,,,,,,C13.03,,,,,,,
,step,,,,,,C13.04,,,,,,,
,step,,,,Tower B,,,,,,,,,
,step,,,,,Level 1,,,,,,,,
,step,,,,,,B01.01,,,,,,,
,step,,,,,,B01.02,,,,,,,
,step,,,,,,B01.03,,,,,,,
,step,,,,,,B01.04,,,,,,,
,step,,,,,,B01.05,,,,,,,
,step,,,,,Level 2,,,,,,,,
,step,,,,,,B02.01,,,,,,,
,step,,,,,,B02.02,,,,,,,
,step,,,,,,B02.03,,,,,,,
,step,,,,,,B02.04,,,,,,,
,step,,,,,,B02.05,,,,,,,
,step,,,,,,B02.06,,,,,,,
,step,,,,,,B02.07,,,,,,,
,step,,,,,,B02.08,,,,,,,
,step,,,,,,B02.09,,,,,,,
,step,,,,,,B02.10,,,,,,,
,step,,,,,Level 3,,,,,,,,
,step,,,,,,B03.01,,,,,,,
,step,,,,,,B03.02,,,,,,,
,step,,,,,,B03.03,,,,,,,
,step,,,,,,B03.04,,,,,,,
,step,,,,,,B03.05,,,,,,,
,step,,,,,,B03.06,,,,,,,
,step,,,,,,B03.07,,,,,,,
,step,,,,,,B03.08,,,,,,,
,step,,,,,,B03.09,,,,,,,
,step,,,,,,B03.10,,,,,,,
,step,,,,,Level 4,,,,,,,,
,step,,,,,,B04.01,,,,,,,
,step,,,,,,B04.02,,,,,,,
,step,,,,,,B04.03,,,,,,,
,step,,,,,,B04.04,,,,,,,
,step,,,,,,B04.05,,,,,,,
,step,,,,,,B04.06,,,,,,,
,step,,,,,,B04.07,,,,,,,
,step,,,,,,B04.08,,,,,,,
,step,,,,,,B04.09,,,,,,,
,step,,,,,,B04.10,,,,,,,
,step,,,,,Level 5,,,,,,,,
,step,,,,,,B05.01,,,,,,,
,step,,,,,,B05.02,,,,,,,
,step,,,,,,B05.03,,,,,,,
,step,,,,,,B05.04,,,,,,,
,step,,,,,,B05.05,,,,,,,
,step,,,,,,B05.06,,,,,,,
,step,,,,,,B05.07,,,,,,,
,step,,,,,,B05.08,,,,,,,
,step,,,,,,B05.09,,,,,,,
,step,,,,,,B05.10,,,,,,,
,step,,,,,Level 6,,,,,,,,
,step,,,,,,B06.01,,,,,,,
,step,,,,,,B06.02,,,,,,,
,step,,,,,,B06.03,,,,,,,
,step,,,,,,B06.04,,,,,,,
,step,,,,,,B06.05,,,,,,,
,step,,,,,,B06.06,,,,,,,
,step,,,,,,B06.07,,,,,,,
,step,,,,,,B06.08,,,,,,,
,step,,,,,,B06.09,,,,,,,
,step,,,,,,B06.10,,,,,,,
,step,,,,,Level 7,,,,,,,,
,step,,,,,,B07.01,,,,,,,
,step,,,,,,B07.02,,,,,,,
,step,,,,,,B07.03,,,,,,,
,step,,,,,,B07.04,,,,,,,
,step,,,,,,B07.05,,,,,,,
,step,,,,,,B07.06,,,,,,,
,step,,,,,,B07.07,,,,,,,
,step,,,,,,B07.08,,,,,,,
,step,,,,,,B07.09,,,,,,,
,step,,,,,,B07.10,,,,,,,
,step,,,,,Level 8,,,,,,,,
,step,,,,,,B08.01,,,,,,,
,step,,,,,,B08.02,,,,,,,
,step,,,,,,B08.03,,,,,,,
,step,,,,,,B08.04,,,,,,,
,step,,,,,,B08.05,,,,,,,
,step,,,,,,B08.06,,,,,,,
,step,,,,,,B08.07,,,,,,,
,step,,,,,,B08.08,,,,,,,
,step,,,,,,B08.09,,,,,,,
,step,,,,,,B08.10,,,,,,,
,step,,,,,Level 9,,,,,,,,
,step,,,,,,B09.01,,,,,,,
,step,,,,,,B09.02,,,,,,,
,step,,,,,,B09.03,,,,,,,
,step,,,,,,B09.04,,,,,,,
,step,,,,,,B09.05,,,,,,,
,step,,,,,,B09.06,,,,,,,
,step,,,,,,B09.07,,,,,,,
,step,,,,,,B09.08,,,,,,,
,step,,,,,,B09.09,,,,,,,
,step,,,,,Level 10,,,,,,,,
,step,,,,,,B10.01,,,,,,,
,step,,,,,,B10.02,,,,,,,
,step,,,,,,B10.03,,,,,,,
,step,,,,,,B10.04,,,,,,,
,step,,,,,,B10.05,,,,,,,
,step,,,,,,B10.06,,,,,,,
,step,,,,,,B10.07,,,,,,,
,step,,,,,,B10.08,,,,,,,
,step,,,,,,B10.09,,,,,,,
