"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"14195df9-417f-4240-8603-3a5cc1be9b3c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"806b345a-9d26-49c9-821d-c3bfee65de6e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Early Works Package"
"9f723f63-383c-4a4a-b9fa-facb26f71e43","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Early Works Package","Level Basement 02"
"9dc4df18-0002-4ac2-81b2-52638b191c3e","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Early Works Package","Level Basement 02","Zone 53"
"bc9c083c-178c-4f82-b848-6fc52479c53b","","checklist-flat","pass","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 72","Rigid Board"
"21f7a171-0451-4599-9427-47cd6853ebed","","checklist-flat","not-started","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 72","Speedpanel"
"e5063254-7c97-40a4-85ce-66f9161e0990","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 73"
"dbfd9a7d-a4f7-415b-b671-9d72d0a8743e","","checklist-flat","work-in-progress","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 73","Rigid Board"
"6df086bf-1fb1-4a8d-bad3-9b4180258348","","checklist-flat","pass","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 73","Speedpanel"
"57466f51-08ba-4de7-b579-6a263ea707ef","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 74"
"aeaf6a38-105d-4026-92ca-cef3d3406070","","checklist-flat","not-started","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 74","Speedpanel"
"0a129e66-53b3-4223-8ca6-2aeaeb3c5c02","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 75"
"12a991a8-7cc7-45de-8cc8-9fa78edce40c","","checklist-flat","not-started","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 75","Rigid Board"
"619788fe-f803-4612-87f5-dfc20ffc6e8c","","checklist-flat","pass","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Level Basement 01","Zone 75","Speedpanel"
"e153c992-09c8-4fd6-8fbf-92485ea372af","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground"
"fa93957c-2775-4049-9e14-d5d735f3a787","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground","Zone 80"
"29b20ec9-5c25-4ee2-adfd-f559ce75298d","","checklist-flat","not-started","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground","Zone 80","Speedpanel"
"68afadff-3041-49c6-a9d9-9f9296984d81","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground","Zone 84"
"a2d1a153-4b3c-457f-a6b6-5b4ece870d1b","","checklist-flat","pass","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground","Zone 84","Rigid Board"
"21cb9d0e-e7a5-4062-ab73-2f45cf35180a","","checklist-flat","not-started","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground","Zone 84","Speedpanel"
"9bac55e3-3660-4805-a884-7b36f21af380","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground","Zone 85"
"3bd67a2e-aabe-4756-9aff-ce09731e2a9a","","checklist-flat","not-started","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground","Zone 85","Rigid Board"
"eb788805-c3b0-4719-9bee-f96f817ed9eb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground","Zone 90"
"e58975cd-2b49-496a-8d60-7250050e7ea2","","checklist-flat","not-started","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground","Zone 90","Rigid Board"
"bece0d96-2288-4965-bb11-342dbc25088c","","checklist-flat","work-in-progress","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground","Zone 90","Speedpanel"
"47380413-9c7c-4304-892f-094163d82c8c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground","Zone 93"
"8c1bfc7c-def3-4e81-a9c0-0bbee45f6071","","checklist-flat","work-in-progress","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground","Zone 93","Speedpanel"
"7551542d-4ebc-4352-a1fe-e6174019f6de","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz"
"5524e04f-7438-4d19-a2f2-55e7db11e8ad","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 78"
"bd1e4c6a-a8ab-429e-b8c1-fc46eed49d27","","checklist-flat","not-started","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 78","Rigid Board"
"9db010f4-1815-4da9-b994-54ffe0e2171b","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 79"
"df80181c-98a3-4016-adc0-df4c72318f28","","checklist-flat","pass","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 79","Rigid Board"
"03476225-3317-46e6-8e7b-a9a7aebb546b","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 80"
"725dcab8-fb1f-4e28-bea9-4277dab06ac1","","checklist-flat","pass","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 80","Rigid Board"
"3a6a7ccc-5c28-45e2-ae78-9d017ff793f6","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 81"
"20f1744c-9036-49c6-824a-9a9b43f58b6a","","checklist-flat","pass","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 81","Rigid Board"
"53b7b30a-84a4-40f6-b689-52a592ab8980","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 82"
"0bb7dd30-3507-4b3d-a0ed-b3aa5ce2c401","","checklist-flat","pass","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 82","Rigid Board"
"2510c614-4b7e-4b9c-96b8-c9eee92e2857","","checklist-flat","not-started","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 82","Speedpanel"
"367dd950-ce08-47e0-b0cf-e375ce1649fe","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 83"
"0ba60430-9a02-4261-a37e-59e48e8c556a","","checklist-flat","pass","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 83","Rigid Board"
"a8e06cff-bcff-4e96-9366-5f4b6248ece2","","checklist-flat","not-started","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 83","Speedpanel"
"c4da86f6-95cf-45b1-bbfc-e588a73853ff","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 84"
"60d62e52-7bbc-4d71-afdc-c442cfe452a3","","checklist-flat","not-started","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 84","Rigid Board"
"0cf0c84d-1cc3-451f-a212-f405dceccdf3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 85"
"fed52fb5-9674-4390-92f8-47b22e4cd0e8","","checklist-flat","not-started","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 85","Rigid Board"
"ac43bb0d-91ef-4e1f-a379-de9427c2c637","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 90"
"2578c67c-057f-4e66-b9e5-c90561ceb09e","","checklist-flat","pass","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 90","Rigid Board"
"64c2b6d4-fe23-4648-8ff0-b2319ec78c9f","","checklist-flat","work-in-progress","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 90","Speedpanel"
"94672e58-e693-4e24-86a2-dd731c80c09e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 91"
"85961daa-b18a-4bcc-8d5a-e6b72226026e","","checklist-flat","work-in-progress","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 91","Rigid Board"
"53630b52-8586-4d36-8e38-8b61fa67308c","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 92"
"b5881650-fa79-47eb-8fa4-254d6e1c5cc9","","checklist-flat","pass","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 92","Rigid Board"
"a4cfc57b-c8ef-416f-857e-e512da577952","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 93"
"e36c4b39-dbdc-4a01-8fbd-235c965e567a","","checklist-flat","not-started","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 93","Rigid Board"
"8e8ebf43-8156-41e0-ab4c-b97585419bcf","","checklist-flat","pass","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Lower Ground Mezz","Zone 93","ITP 02 - Speedpanel"
"49440f59-f34b-4939-9aa2-0430febc6d8a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Early Works Package","Ground floor building c"
"aded5141-e4ce-4947-b941-0515794977f8","","checklist-flat","not-started","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Ground floor building c","ITP 02 - Speedpanel"
"b4ee5e6f-553e-41d6-8ca5-490f021146a4","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Early Works Package","Ground floor building c","Zone 90"
"47f4d89a-8d09-49a7-be7c-ab8168a0fa0d","","checklist-flat","work-in-progress","ITP 01 - Rigid Board","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Ground floor building c","Zone 90","ITP 01 - Rigid Board"
"e45961c2-22f3-4243-bc33-d1c601c77c9b","","checklist-flat","not-started","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Ground floor building c","Zone 90","ITP 02 - Speedpanel"
"8d80d6bc-182b-4481-9719-4e04f9ddad13","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Early Works Package","Ground floor building c","Zone 93"
"db5e11bf-81ee-4aa8-aba4-c098b3ecc343","","checklist-flat","work-in-progress","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Early Works Package","Ground floor building c","Zone 93","ITP 02 - Speedpanel"
"6934bd10-de4a-4970-a53a-9e49c049a3f8","","checklist-flat","not-started","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","ITP 02 - Speedpanel"
"044d767e-8d87-4c48-a75c-72313ca100ad","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building c"
"162251ab-3204-4967-8af2-30b79e2eaa3e","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building c","Ground floor"
"26601da3-d16f-415a-8165-b1f759da905b","","checklist-flat","pass","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Building c","Ground floor","ITP 02 - Speedpanel"
"c0afa635-6739-474a-b20f-63723b6b8b30","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Building c","Level 1"
"42c66ec8-cff4-4abc-903a-9a57463881d2","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Building c","Level 2"
"11ba525d-cde6-489c-8970-be966f02cd76","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Building c","Level 3"
"ffad4941-8290-4ed8-8564-c76ef5498215","","checklist-flat","not-started","ITP 02 - Speedpanel","checklist-flat","FALSE","FALSE","Site QA","Building c","ITP 02 - Speedpanel level4 building C"
