"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"924b0349-be85-44bd-b402-72f238a693e6","","not-started","Penetrations","checklist","FALSE","FALSE","Level 9","907","Penetrations"
"9d21889c-7a01-4365-ab06-43e20986daaf","","not-started","Inground Drainage","checklist","FALSE","FALSE","Level 9","907","Inground Drainage"
"b156f7c0-5c5e-4eb0-ab20-0e7c4724cef5","","not-started","Drains","checklist","FALSE","FALSE","Level 9","907","Drains"
"15b9afad-07ed-430e-8b97-cdc9105d79a0","","not-started","Rough In","checklist","FALSE","FALSE","Level 9","907","Rough In"
"79ecb7b6-7945-496d-9513-5b1fb085429d","","not-started","Corridor","checklist","FALSE","FALSE","Level 9","907","Corridor"
"f537cb36-a23a-4d04-8609-ac9cea1bf29d","","not-started","Fit Off","checklist","FALSE","FALSE","Level 9","907","Fit Off"
"842cd377-56a8-4ae8-ba90-ac92b3eca915","","not-started","Commisioning","checklist","FALSE","FALSE","Level 9","907","Commisioning"
"b670cc2c-c331-4fee-a1ea-81928916f188","","not-started","","folder","TRUE","FALSE","Level 9","908"
"0c274baa-50e3-4366-89f5-a8ad76faf5a8","","not-started","Penetrations","checklist","FALSE","FALSE","Level 9","908","Penetrations"
"7c4ffa61-0a95-429f-b9fb-edbed3a3d95a","","not-started","Inground Drainage","checklist","FALSE","FALSE","Level 9","908","Inground Drainage"
"11c55675-119a-4e22-b67f-a1c294a546c3","","not-started","Drains","checklist","FALSE","FALSE","Level 9","908","Drains"
"6e25bd5f-9f53-4641-bf10-0018e9a736aa","","not-started","Rough In","checklist","FALSE","FALSE","Level 9","908","Rough In"
"17363074-05ac-4ef2-8c24-4188a429b430","","not-started","Corridor","checklist","FALSE","FALSE","Level 9","908","Corridor"
"2b7a7ce8-092a-4b74-803c-e147780fe670","","not-started","Fit Off","checklist","FALSE","FALSE","Level 9","908","Fit Off"
"32b24f0f-f879-4700-a62d-ebf90dad7a7f","","not-started","Commisioning","checklist","FALSE","FALSE","Level 9","908","Commisioning"
"391b0ff2-333e-4aeb-ac1c-d1422b70796e","","not-started","","folder","TRUE","FALSE","Level 9","909"
"1dd64e35-6a5f-4887-849c-137163555038","","not-started","Penetrations","checklist","FALSE","FALSE","Level 9","909","Penetrations"
"423c6824-3d73-4b3b-9880-d7ac584d92fa","","not-started","Inground Drainage","checklist","FALSE","FALSE","Level 9","909","Inground Drainage"
"a1c69ca0-39c2-43da-a8d9-428a46b740a4","","not-started","Drains","checklist","FALSE","FALSE","Level 9","909","Drains"
"ee131c40-de0f-4c7c-bef2-d52fb6c7311b","","not-started","Rough In","checklist","FALSE","FALSE","Level 9","909","Rough In"
"27e02873-9feb-48ad-a414-91c183504439","","not-started","Corridor","checklist","FALSE","FALSE","Level 9","909","Corridor"
"ed1d800a-f6ec-401b-afe7-612a1594300b","","not-started","Fit Off","checklist","FALSE","FALSE","Level 9","909","Fit Off"
"ba5ce399-37a1-43c1-a9f1-5d3b21919c0e","","not-started","Commisioning","checklist","FALSE","FALSE","Level 9","909","Commisioning"
"8e7f8fc2-d973-4c93-9291-3dd84d6e1aef","","not-started","","folder","TRUE","FALSE","Level 9","910"
"267ff7e5-4cad-4dd5-8346-2e3205be8931","","not-started","Penetrations","checklist","FALSE","FALSE","Level 9","910","Penetrations"
"84561c30-7127-49c5-90ee-ea500e104043","","not-started","Inground Drainage","checklist","FALSE","FALSE","Level 9","910","Inground Drainage"
"2207f3f0-8f06-463e-a750-4df68e0531fe","","not-started","Drains","checklist","FALSE","FALSE","Level 9","910","Drains"
"56b3fabf-44bf-4518-a594-5ccf7eb6f98c","","not-started","Rough In","checklist","FALSE","FALSE","Level 9","910","Rough In"
"0571c6df-441e-4b39-a4eb-6fce9120caf2","","not-started","Corridor","checklist","FALSE","FALSE","Level 9","910","Corridor"
"409d60c2-4816-4299-b15a-7d5ac23cab1a","","not-started","Fit Off","checklist","FALSE","FALSE","Level 9","910","Fit Off"
"a032afab-8ece-4d1a-91e9-a5911625d2b0","","not-started","Commisioning","checklist","FALSE","FALSE","Level 9","910","Commisioning"
"4391a88c-d61f-4917-a0b9-c5b2b0b9c3b2","","not-started","","folder","TRUE","FALSE","Level 9","911"
"e918de4b-af39-4468-8750-583d55e4f8f7","","not-started","Penetrations","checklist","FALSE","FALSE","Level 9","911","Penetrations"
"8793c99c-085a-4916-9ffb-7c0c8b734a3f","","not-started","Inground Drainage","checklist","FALSE","FALSE","Level 9","911","Inground Drainage"
"107a4e1f-fe6e-420c-89b6-fed2469b74c6","","not-started","Drains","checklist","FALSE","FALSE","Level 9","911","Drains"
"e16f87cc-f324-48c1-9732-a290d9ff6dfd","","not-started","Rough In","checklist","FALSE","FALSE","Level 9","911","Rough In"
"dbf9f265-aa46-4b22-9aed-db2f10e9ab3f","","not-started","Corridor","checklist","FALSE","FALSE","Level 9","911","Corridor"
"ca045940-f5be-4a7d-b742-d1e7d28a8bab","","not-started","Fit Off","checklist","FALSE","FALSE","Level 9","911","Fit Off"
"5f5a3f0c-b990-4cfd-bc03-0590f9280bff","","not-started","Commisioning","checklist","FALSE","FALSE","Level 9","911","Commisioning"
"dd6b20c9-a9a7-4f24-8465-478b643c2b82","","pass","","folder","TRUE","FALSE","Ingrounds"
"9e7b138a-9f65-4d85-85f5-d0b38bfb1bc1","","pass","","folder","TRUE","FALSE","Ingrounds","Pour 1"
"b01e8689-04d3-40af-ac16-caad2e203f88","","pass","Inground Drainage","checklist","FALSE","FALSE","Ingrounds","Pour 1","Inground Drainage"
"9ae90a30-641e-4608-a9fa-3b0e6310cfa3","","pass","","folder","TRUE","FALSE","Ingrounds","Pour 2"
"8da3ae50-cbee-4a25-8aa1-c6e4806da1f8","","pass","Inground Drainage","checklist","FALSE","FALSE","Ingrounds","Pour 2","Inground Drainage"
"051fbf07-f6b8-42d3-92e8-4502a28c23ca","","pass","","folder","TRUE","FALSE","Ingrounds","Pour 3"
"c1cf5016-39d5-4f24-922e-c06dc2342114","","pass","Inground Drainage","checklist","FALSE","FALSE","Ingrounds","Pour 3","Inground Drainage"
"80b507f8-42bc-4385-849d-b79675828b55","","pass","","folder","TRUE","FALSE","Ingrounds","Pour 4"
"363a26e2-fb00-4cc3-b390-c64d3b5bb1bc","","pass","Inground Drainage","checklist","FALSE","FALSE","Ingrounds","Pour 4","Inground Drainage"
"68d05859-46cc-4073-9548-3a1b464a42be","","pass","","folder","TRUE","FALSE","Basement 1"
"ccd9d3a4-b18f-4fb7-95f7-93a608f6e164","","pass","Penetrations","checklist","FALSE","FALSE","Basement 1","Penetrations"
"321e62d1-5cb2-4ca3-b411-c6e0617b8af2","","pass","","folder","TRUE","FALSE","Basement 1 Pour 2"
"56d793aa-1619-4ca5-8f71-8501d7db2a0e","","pass","Penetrations","checklist","FALSE","FALSE","Basement 1 Pour 2","Penetrations"
