"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ea273c89-7e48-4f65-b187-a35cace92dec","","work-in-progress","Byford U-Beam Stage-2 Casting Checklist","checklist","FALSE","FALSE","Site QA","Cast-48 BN22-E and BN26-E","Byford U-Beam Stage-2 Casting Checklist BN22-E"
"2f93f708-ba3e-4430-8a8a-0ab1fecc3266","","work-in-progress","Byford U-Beam Stage-1 Casting Checklist","checklist","FALSE","FALSE","Site QA","Cast-48 BN22-E and BN26-E","Byford U-Beam Stage-1 Casting BN26-E"
"6887d3d8-2964-4bca-9f36-f2224c9eb320","","work-in-progress","Byford U-Beam Stage-2 Casting Checklist","checklist","FALSE","FALSE","Site QA","Cast-48 BN22-E and BN26-E","Byford U-Beam Stage-2 Casting Checklist BN26-E"
"20cf6aad-9b99-4704-b64c-c338bad7d29d","","work-in-progress","","folder","TRUE","FALSE","Site QA","Cast-49 BN15-W and BN16-W"
"e0066d4c-c6c6-49cf-b8ee-8c0a67c8eed6","","work-in-progress","Byford U-Beam Stage-1 Casting Checklist","checklist","FALSE","FALSE","Site QA","Cast-49 BN15-W and BN16-W","Byford U-Beam Stage-1 Casting BN15-W"
"bd5f1f4f-1a99-4f84-91d4-4c7115954f9a","","work-in-progress","Byford U-Beam Stage-2 Casting Checklist","checklist","FALSE","FALSE","Site QA","Cast-49 BN15-W and BN16-W","Byford U-Beam Stage-2 Casting Checklist BN15-W"
"7a51f463-0909-4c35-8296-d6826b5e4faf","","work-in-progress","Byford U-Beam Stage-1 Casting Checklist","checklist","FALSE","FALSE","Site QA","Cast-49 BN15-W and BN16-W","Byford U-Beam Stage-1 Casting BN16-W"
"21025e10-16e5-4e73-8043-1fa7c0c0bb05","","work-in-progress","Byford U-Beam Stage-2 Casting Checklist","checklist","FALSE","FALSE","Site QA","Cast-49 BN15-W and BN16-W","Byford U-Beam Stage-2 Casting Checklist BN16-W"
"1ef1bf72-3089-4c5d-b5db-38d74c538aa3","","work-in-progress","","folder","TRUE","FALSE","Site QA","Cast-50 BN17-E and BN17-W"
"3e5ed02e-c40c-4850-9679-27b28333256f","","work-in-progress","Byford U-Beam Stage-1 Casting Checklist","checklist","FALSE","FALSE","Site QA","Cast-50 BN17-E and BN17-W","Byford U-Beam Stage-1 Casting BN17-E"
"c0783f9f-5088-4054-9d2f-5204a506708b","","work-in-progress","Byford U-Beam Stage-2 Casting Checklist","checklist","FALSE","FALSE","Site QA","Cast-50 BN17-E and BN17-W","Byford U-Beam Stage-2 Casting Checklist BN17-E"
"eed8b60c-7f98-4a7f-8136-ce7afbd6dce2","","work-in-progress","Byford U-Beam Stage-1 Casting Checklist","checklist","FALSE","FALSE","Site QA","Cast-50 BN17-E and BN17-W","Byford U-Beam Stage-1 Casting BN17-W"
"0d325ab2-93ed-4bbb-81e3-fd79c71d4053","","work-in-progress","Byford U-Beam Stage-2 Casting Checklist","checklist","FALSE","FALSE","Site QA","Cast-50 BN17-E and BN17-W","Byford U-Beam Stage-2 Casting Checklist BN17-W"
"2edb9c18-35d5-49c0-a046-8f5e60df5bc4","","work-in-progress","","folder","TRUE","FALSE","Site QA","Cast-51 BN36-W and BN26-CW"
"117c5ab9-7805-4c4b-976e-2cf4bef54a0d","","work-in-progress","Byford U-Beam Stage-1 Casting Checklist","checklist","FALSE","FALSE","Site QA","Cast-51 BN36-W and BN26-CW","Byford U-Beam Stage-1 Casting BN36-W"
"5a42a6f3-6ddd-45cd-af64-567e28c47bbe","","work-in-progress","Byford U-Beam Stage-2 Casting Checklist","checklist","FALSE","FALSE","Site QA","Cast-51 BN36-W and BN26-CW","Byford U-Beam Stage-2 Casting Checklist BN36-W"
"97f2684d-8712-4d9e-b97e-2923a05b52cd","","work-in-progress","Byford U-Beam Stage-1 Casting Checklist","checklist","FALSE","FALSE","Site QA","Cast-51 BN36-W and BN26-CW","Byford U-Beam Stage-1 Casting BN26-CW"
"8a94f491-25ba-4777-95d7-724d719257e9","","work-in-progress","Byford U-Beam Stage-2 Casting Checklist","checklist","FALSE","FALSE","Site QA","Cast-51 BN36-W and BN26-CW","Byford U-Beam Stage-2 Casting Checklist BN26-CW"
"bc55d66f-d7ef-4d5d-bb4b-26ba5a223ba2","","work-in-progress","","folder","TRUE","FALSE","Site QA","Cast-52 BN18-E and BN18-W"
"8996c192-df6b-417c-84d0-6718437a7388","","work-in-progress","Byford U-Beam Stage-1 Casting Checklist","checklist","FALSE","FALSE","Site QA","Cast-52 BN18-E and BN18-W","Byford U-Beam Stage-1 Casting BN18-E"
"1c99fca5-19f1-4a91-ab2c-2b17a5bc85b1","","work-in-progress","Byford U-Beam Stage-2 Casting Checklist","checklist","FALSE","FALSE","Site QA","Cast-52 BN18-E and BN18-W","Byford U-Beam Stage-2 Casting Checklist BN18-E"
"7a1db760-d1c0-425c-be4c-2ff49a1d61ad","","work-in-progress","Byford U-Beam Stage-1 Casting Checklist","checklist","FALSE","FALSE","Site QA","Cast-52 BN18-E and BN18-W","Byford U-Beam Stage-1 Casting BN18-W"
"610c1b77-cdb2-47d8-823f-dd6290aa69b8","","work-in-progress","Byford U-Beam Stage-2 Casting Checklist","checklist","FALSE","FALSE","Site QA","Cast-52 BN18-E and BN18-W","Byford U-Beam Stage-2 Casting Checklist BN18-W"
