,,"Building East - Level 5 - CAV","dynamic","cav","level 5","building east","pre-commissioning qa"
,,"Building East - Level 6 - Fans","dynamic","level 6","building east","pre-commissioning qa","fans"
,,"Building East - Level 6 - Chilled Beams","dynamic","level 6","building east","chilled beams","pre-commissioning qa"
,,"Building East - Level 6 - VAV","dynamic","vav","level 6","building east","pre-commissioning qa"
,,"Building East - Level 6 - Pump","dynamic","level 6","building east","pump","pre-commissioning qa"
,,"Building East - Level 6 - CAV","dynamic","cav","level 6","building east","pre-commissioning qa"
,,"Building East - Level 6 - VRF","dynamic","level 6","building east","vrf","pre-commissioning qa"
,,"Building East - Level 7 - Chilled Beams","dynamic","building east","level 7","chilled beams","pre-commissioning qa"
,,"Building East - Level 7 - VAV","dynamic","vav","building east","level 7","pre-commissioning qa"
,,"Building East - Level 7 - Pump","dynamic","building east","level 7","pump","pre-commissioning qa"
,,"Building East - Level 7 - VRF","dynamic","building east","vrf","level 7","pre-commissioning qa"
,,"Building East - Level 7 - CAV","dynamic","cav","building east","level 7","pre-commissioning qa"
,,"Building East - Level 7 - Fans","dynamic","building east","level 7","pre-commissioning qa","fans"
,,"Building East - Level 8 - Chilled Beams","dynamic","building east","chilled beams","level 8","pre-commissioning qa"
,,"Building East - Level 8 - VAV","dynamic","vav","building east","level 8","pre-commissioning qa"
,,"Building East - Level 8 - VRF","dynamic","building east","vrf","level 8","pre-commissioning qa"
,,"Building East - Level 8 - CAV","dynamic","cav","building east","level 8","pre-commissioning qa"
,,"Building East - Level 8 - Pump","dynamic","building east","pump","level 8","pre-commissioning qa"
,,"Building East - Level 8 - Fans","dynamic","building east","level 8","pre-commissioning qa","fans"
,,"Building East - Level 9 - Fans","dynamic","building east","level 9","pre-commissioning qa","fans"
,,"Building East - Level 9 - Chilled Beams","dynamic","building east","chilled beams","level 9","pre-commissioning qa"
,,"Building East - Level 9 - VAV","dynamic","vav","building east","level 9","pre-commissioning qa"
,,"Building East - Level 9 - Pump","dynamic","building east","pump","level 9","pre-commissioning qa"
,,"Building East - Level 9 - VRF","dynamic","building east","vrf","level 9","pre-commissioning qa"
,,"Building East - Level 9 - CAV","dynamic","cav","building east","level 9","pre-commissioning qa"
,,"Building East - Level 10 - Chiller","dynamic","chiller","level 10","building east","pre-commissioning qa"
,,"Building East - Level 10 - Pump","dynamic","level 10","building east","pump","pre-commissioning qa"
,,"Building East - Level 10 - VRF","dynamic","level 10","building east","vrf","pre-commissioning qa"
,,"Building East - Level 10 - Fans","dynamic","building east","level 11","pre-commissioning qa","fans"
,,"Building North - Level 2 - AHU","dynamic","building north","pre-commissioning qa","level 2","ahu"
,,"Building North - Level 2 - Fans","dynamic","building north","pre-commissioning qa","level 2","fans"
,,"Building North - Level 2 - VAV","dynamic","vav","building north","pre-commissioning qa","level 2"
,,"Building North - Level 2 - VRF","dynamic","building north","vrf","pre-commissioning qa","level 2"
,,"Building North - Level 3 - VAV","dynamic","vav","building north","pre-commissioning qa","level 3"
,,"Building North - Level 3 - VRF","dynamic","building north","vrf","pre-commissioning qa","level 3"
,,"Building North - Level 3 - Fans","dynamic","building north","pre-commissioning qa","fans","level 3"
,,"Building North - Level 4 - Fans","dynamic","level 4","building north","pre-commissioning qa","fans"
,,"Building North - Level 4 - VAV","dynamic","level 4","vav","building north","pre-commissioning qa"
,,"Building North - Level 4 - VRF","dynamic","level 4","building north","vrf","pre-commissioning qa"
,,"Building North - Level 6 - VAV","dynamic","vav","level 6","building north","pre-commissioning qa"
,,"Building North - Level 6 - FCU","dynamic","fcu","level 6","building north","pre-commissioning qa"
,,"Building North - Level 6 - VRF","dynamic","level 6","building north","vrf","pre-commissioning qa"
,,"Building North - Level 7 - AHU","dynamic","building north","level 7","pre-commissioning qa","ahu"
,,"Building North - Level 7 - Fans","dynamic","building north","level 7","pre-commissioning qa","fans"
,,"Building North - Level 7 - CAV","dynamic","cav","building north","level 7","pre-commissioning qa"
,,"Building North - Level 7 - Coil","dynamic","coil","building north","level 7","pre-commissioning qa"
,,"Building North - Level 7 - Humid","dynamic","building north","humid","level 7","pre-commissioning qa"
,,"Building North - Level 7 - VAV","dynamic","vav","building north","level 7","pre-commissioning qa"
,,"Building North - Level 8 - Chiller","dynamic","chiller","building north","level 8","pre-commissioning qa"
,,"Building North - Level 8 - Fans","dynamic","building north","level 8","pre-commissioning qa","fans"
,,"Building North - Level 8 - VRF","dynamic","building north","vrf","level 8","pre-commissioning qa"
,,"Building North - Level 8 - CAV","dynamic","cav","building north","level 8","pre-commissioning qa"
,,"Building North - Level 5 - Chilled Beams","dynamic","level 5","building north","chilled beams","pre-commissioning qa"
,,"Building North - Level 5 - VAV","dynamic","level 5","vav","building north","pre-commissioning qa"
,,"Building North - Level 5 - VRF","dynamic","level 5","building north","vrf","pre-commissioning qa"
,,"Building North - Level 5 - Pump","dynamic","level 5","building north","pump","pre-commissioning qa"
,,"Atrium - Level 1 - VRF","dynamic","vrf","atrium","level 1","pre-commissioning qa"
,,"Atrium - Level 2 - VRF","dynamic","vrf","atrium","pre-commissioning qa","level 2"
,,"Atrium - Level 3 - VAV","dynamic","vav","atrium","pre-commissioning qa","level 3"
,,"Atrium - Level 3 - VRF","dynamic","vrf","atrium","pre-commissioning qa","level 3"
,,"Atrium - Level 3 - CAV","dynamic","cav","atrium","pre-commissioning qa","level 3"
,,"Atrium - Level 3 - Fans","dynamic","atrium","pre-commissioning qa","fans","level 3"
,,"Atrium - Level 4 - Pump","dynamic","level 4","pump","atrium","pre-commissioning qa"
,"Columns"
,,"Pre Commissioning",,"pre commissioning"
,,"Fans - Pre Commissioning",,"fans - pre commissioning"
,,"Chilled Beams - Pre Comissioning",,"chilled beams - pre comissioning"
,,"VAV / CAV - Pre Commissioning",,"vav / cav - pre commissioning"
,,"VRF - Pre Commissioning",,"vrf - pre commissioning"
,,"Pump - Pre Commissioning",,"pump - pre commissioning"

