"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"cad5c2cf-2bbc-471d-9b0f-29c27bd4145e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA"
"22c6b3a4-9a68-4edf-be71-587f5a4ea06f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Pour1"
"cf1c351c-f2d2-41c9-9491-612cac9ea3fc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","January 22"
"618d36c0-d313-4c4c-909a-6aa6b7b74100","","folder-normal","work-in-progress","","step","TRUE","FALSE","Toolbox","February 22"
"2cf66116-24c2-4015-b95c-abeea5427713","","folder-normal","work-in-progress","","step","TRUE","FALSE","Toolbox","February 22","Friday 18/02/2022"
"9e617b53-1526-42f4-a4d3-5b7024c46df7","","checklist-flat","work-in-progress","Z - SYS - Toolbox Meeting (old version)","checklist-flat","FALSE","FALSE","Toolbox","February 22","Friday 18/02/2022","Toolbox Meeting Friday 18/02/2022"
"5d1ca1f3-c589-4327-89d4-c78fc7a488c1","","folder-normal","not-started","","step","TRUE","FALSE","Toolbox","March 22"
"28c02a8e-3332-4290-98d8-51e0df78308c","","checklist-flat","not-started","Z - SYS - Toolbox Meeting (old version)","checklist-flat","FALSE","FALSE","Toolbox","March 22","Toolbox Meeting"
"14ad4510-d745-45bc-8dab-2cc20c00a543","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","April 22"
"1958c52e-0abc-4bda-acb9-a500db8d5b31","","folder-normal","not-started","","step","TRUE","FALSE","Toolbox","May 22"
"86c660e4-7ede-4cfd-aa11-e953ca9994bf","","checklist-flat","not-started","Toolbox Meeting","checklist-flat","FALSE","FALSE","Toolbox","May 22","Toolbox Meeting"
"96a339e3-a00f-40ff-89a3-27796e4132b8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","June 22"
"1a008252-4686-4d7b-b33f-1f82137d79d7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","July 22"
"c60dd1e2-383a-4747-82ca-0b7f86cdaa1d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","August 22"
"5ff4c2b2-7acd-485b-9ffc-6d2c1c5681af","","folder-normal","work-in-progress","","step","TRUE","FALSE","Pre Start"
"c692395d-a906-4bc6-a701-43a8da6e8e63","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","December 21"
"45b753da-91d7-46da-85bc-ed61aba6aa08","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","January 22"
"d97d3524-ee56-4b56-b59f-8d73c10b2a8e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","February 22"
"3ea28bb2-fa4a-4332-93a4-963cad4a2e02","","folder-normal","not-started","","step","TRUE","FALSE","Pre Start","March 22"
"8df57be5-ee37-4c32-834a-29e78912200d","Child Daily pre start meeting completed(1c520d24-714e-5793-acef-5f7ed117730f): DataPoint Is everyone fit, well & healthy, not showing any flu like symptoms(15ff3eb8-5c5b-5442-9264-94215e1d87df) is missing 'button' values
Child Daily pre start meeting completed(1c520d24-714e-5793-acef-5f7ed117730f): DataPoint Have any workers travelled interstate or been in close contact with anyone with a positive COVID 19 test(5914ec06-b189-5c43-81ff-9806c3a901d5) is missing 'button' values
Child Daily pre start meeting completed(1c520d24-714e-5793-acef-5f7ed117730f): DataPoint Do you need to change SWMS(53df0d7e-c316-5dae-b24e-22861f8844b3) is missing 'button' values
Child Daily pre start meeting completed(1c520d24-714e-5793-acef-5f7ed117730f): DataPoint SWMS name & number(c3bf9a7f-2bfc-5d4b-a328-63677b9cf3b9) is missing 'select' values
Child Daily pre start meeting completed(1c520d24-714e-5793-acef-5f7ed117730f): DataPoint SWMS in place for all activities(c0375473-96a7-5ebf-aeeb-eeaa9f4e97cc) is missing 'button' values
Child Daily pre start meeting completed(1c520d24-714e-5793-acef-5f7ed117730f): DataPoint Hot works(6cf04d7a-8f94-5738-98a2-5e886e705934) is missing 'button' values
Child Daily pre start meeting completed(1c520d24-714e-5793-acef-5f7ed117730f): DataPoint Excavation(4c358674-575b-5b7b-8f50-aa136354f66e) is missing 'button' values
Child Daily pre start meeting completed(1c520d24-714e-5793-acef-5f7ed117730f): DataPoint Ladder(49e6aa90-2314-59b0-9ca0-a417eff21bfe) is missing 'button' values
Child Daily pre start meeting completed(1c520d24-714e-5793-acef-5f7ed117730f): DataPoint Core(41fa3901-b139-5870-b6ef-075f342c5eff) is missing 'button' values
Child Daily pre start meeting completed(1c520d24-714e-5793-acef-5f7ed117730f): DataPoint Are any hazardous substances being used or will be brought to / or stored on site today(5880bd1a-54f3-5f6c-a014-46e661d65139) is missing 'button' values","checklist-flat","not-started","Z - SYS - Daily Pre Start (old version)","checklist-flat","FALSE","FALSE","Pre Start","March 22","Daily Pre Start"
"c36e3b10-a214-4bad-baca-fd55e22c5632","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","April 22"
"a1bd236d-6841-4668-9d5f-43c5fe2680b9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","May 22"
"646bb248-df2b-4989-8baf-2a39d8998a1f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Pre Start","June 22"
"33b14e9a-e5de-4879-8205-8156f5ccad56","","folder-normal","work-in-progress","","step","TRUE","FALSE","Pre Start","June 22","23/06/2022 Prestart"
"523d0e1d-a0e6-4fb2-98d8-4891ee2cdb71","Child Daily pre start meeting completed(d3ef0e06-a7c9-5f09-a35e-c9889c8fb478): DataPoint Is everyone fit, well & healthy, not showing any flu like symptoms(42c007a1-8372-5a87-a7bb-34761d3ea960) is missing 'button' values
Child Daily pre start meeting completed(d3ef0e06-a7c9-5f09-a35e-c9889c8fb478): DataPoint Have any workers travelled interstate or been in close contact with anyone with a positive COVID 19 test(922ef0de-dfcc-5462-93a6-01473d00f83d) is missing 'button' values
Child Daily pre start meeting completed(d3ef0e06-a7c9-5f09-a35e-c9889c8fb478): DataPoint Do you need to change SWMS(85bd31df-0635-54ab-879c-7ab7e7dc77d7) is missing 'button' values
Child Daily pre start meeting completed(d3ef0e06-a7c9-5f09-a35e-c9889c8fb478): DataPoint SWMS name & number(68fd1931-4e52-5549-ba14-dc87936111b2) is missing 'select' values
Child Daily pre start meeting completed(d3ef0e06-a7c9-5f09-a35e-c9889c8fb478): DataPoint SWMS in place for all activities(1c09ca74-fe8e-547e-845a-9678e2035a4d) is missing 'button' values
Child Daily pre start meeting completed(d3ef0e06-a7c9-5f09-a35e-c9889c8fb478): DataPoint Hot works(5b31a6cb-3d7e-508c-bbdb-23c771f981f7) is missing 'button' values
Child Daily pre start meeting completed(d3ef0e06-a7c9-5f09-a35e-c9889c8fb478): DataPoint Excavation(33a09ca0-533b-5ab6-9ecb-85a86603adf2) is missing 'button' values
Child Daily pre start meeting completed(d3ef0e06-a7c9-5f09-a35e-c9889c8fb478): DataPoint Ladder(11db1659-3c7d-5ca8-aaff-967aa4da2a6f) is missing 'button' values
Child Daily pre start meeting completed(d3ef0e06-a7c9-5f09-a35e-c9889c8fb478): DataPoint Core(882dfde4-f42f-5b43-ba24-f42006163026) is missing 'button' values
Child Daily pre start meeting completed(d3ef0e06-a7c9-5f09-a35e-c9889c8fb478): DataPoint Are any hazardous substances being used or will be brought to / or stored on site today(b66168ae-bd70-5c0e-8d70-c758660de378) is missing 'button' values","checklist-flat","work-in-progress","Daily Pre Start","checklist-flat","FALSE","FALSE","Pre Start","June 22","23/06/2022 Prestart","Daily Pre Start"
"576da159-9e05-4201-8ccd-3e05e70ecb18","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","July 22"
"e067d7c5-8df9-4b66-8389-b43a9160f4fc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","August 22"
"a6aff707-6f8d-4cd6-a8f0-e407625806de","","folder-normal","work-in-progress","","step","TRUE","FALSE","Incident Report"
"7658c6e7-83f7-4209-b9d3-367ec5612223","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","December 21"
"40c3df0c-91c8-4dc8-a50f-eae36fa85baa","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","January 22"
"8b8f5ee2-cbb3-4c08-bb6a-79df9ee9fb36","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","February 22"
"0711f0e0-c931-4800-95e0-35857d1c0fd5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","March 22"
"8780e42a-7f3f-45c4-9c5d-c4ddd3851da3","","folder-normal","work-in-progress","","step","TRUE","FALSE","Incident Report","April 22"
"cc46074b-f66a-452a-b596-c6978c20ca0d","","checklist-flat","work-in-progress","Z - SYS - Injury Form (old version)","checklist-flat","FALSE","FALSE","Incident Report","April 22","Injury Form"
"9fd6da7d-bdc9-4f37-80e1-fc2de4d6edad","","folder-normal","work-in-progress","","step","TRUE","FALSE","Incident Report","May 22"
"3f76fb3f-b9e1-47bc-bfe7-21e8168107ca","","checklist-flat","work-in-progress","Injury Form","checklist-flat","FALSE","FALSE","Incident Report","May 22","Injury Form Titan Beer 11/05/2022"
"226ae205-c7e9-4616-975d-64442124ed6a","","checklist-flat","work-in-progress","Injury Form","checklist-flat","FALSE","FALSE","Incident Report","May 22","Injury Form Pat Kelly 13/05/2022"
"5ec13fb7-9032-45a1-956a-49126df20737","","checklist-flat","work-in-progress","Injury Form","checklist-flat","FALSE","FALSE","Incident Report","May 22","Injury Form Tom Holmes 16/05/2022"
"0fa38c32-6c37-4776-baff-0fab6db3e324","","checklist-flat","work-in-progress","Injury Form","checklist-flat","FALSE","FALSE","Incident Report","May 22","Injury Form Gary Reading 19/05/2022"
"d84614bd-4544-45f7-8726-20ac7b787347","","folder-normal","work-in-progress","","step","TRUE","FALSE","Incident Report","June 22"
"eb9b6588-336b-4337-b685-86bafabd243d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Incident Report","June 22","07/06/2022 Incident Reports"
"1c50e0ff-2732-4424-bf60-d9e79986916c","","checklist-flat","work-in-progress","Injury Form","checklist-flat","FALSE","FALSE","Incident Report","June 22","07/06/2022 Incident Reports","Injury Form Gus Brown 07/06/2022"
"bcaabf9b-1658-4511-9c05-aea92ff29995","","folder-normal","work-in-progress","","step","TRUE","FALSE","Incident Report","July 22"
"7184b83d-913a-464f-8bd5-f88ffa82907e","","checklist-flat","work-in-progress","Injury Form","checklist-flat","FALSE","FALSE","Incident Report","July 22","Injury Form 7/7/22"
"e87a5833-51ca-48d0-aeb5-78948f287135","","checklist-flat","work-in-progress","Injury Form","checklist-flat","FALSE","FALSE","Incident Report","July 22","Injury Form Kai Gordon 15/07/2022"
"89fc6d36-be7d-4808-adfc-2692f6aa72c2","","checklist-flat","work-in-progress","Injury Form","checklist-flat","FALSE","FALSE","Incident Report","July 22","Injury Form Sam Ohalloran 19/07/2022"
"e659bff8-d795-42b0-b2c6-ab6aa7d86fb8","","checklist-flat","work-in-progress","Injury Form","checklist-flat","FALSE","FALSE","Incident Report","July 22","Injury Form Anthony Faumui 25/07/2022"
"0e1e8f00-0089-4a67-8668-90e73b8baed1","","folder-normal","pass","","step","TRUE","FALSE","Incident Report","August 22"
"e199a617-6324-46fb-9b8b-4848bc551ef0","","checklist-flat","pass","Injury Form","checklist-flat","FALSE","FALSE","Incident Report","August 22","Injury Form"
"1391399e-64e0-49a9-a611-ee9c15c4a6b3","","folder-normal","work-in-progress","","step","TRUE","FALSE","Incident Report","September 22"
"d9795065-a391-4f51-b88e-ccc8d34ee0cb","","checklist-flat","work-in-progress","Injury Form","checklist-flat","FALSE","FALSE","Incident Report","September 22","Injury Form Geoff Desic 02/09/2022"
"a9f8f219-d158-4c81-9305-a167897ea336","","checklist-flat","work-in-progress","Injury Form","checklist-flat","FALSE","FALSE","Incident Report","September 22","Injury Form John Macgougan 05/09/2022"
"9cdd9213-e9a1-44c2-9c24-25cc5561146b","","folder-normal","fail","","step","TRUE","FALSE","Pre Pour Checklists"
"f78ce7d7-f8cb-4d97-ad76-ccd252f8b875","","checklist-flat","fail","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Pre Pour Checklists","Suspended Slab Checklist Pour 1 14/02/2022"
"d56ca78e-8d41-4fdb-aaa0-03f588364f49","","folder-normal","fail","","step","TRUE","FALSE","Pre Pour Checklists","Suspended Slab Checklist Pour 2 09/03/2022"
"a5c7be9c-715d-4cb2-817b-7812ebb1488f","","checklist-flat","fail","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Pre Pour Checklists","Suspended Slab Checklist Pour 2 09/03/2022","Suspended Slab Checklist Pour 2"
"bc1ec8e9-4a71-4dd3-b423-4cc1a071de68","","checklist-flat","fail","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Pre Pour Checklists","Suspended Slab Checklist Pour 3 Chronological order, marked as Pour 4"
"2d5ad901-239e-4045-8267-c46879c6c07a","","checklist-flat","fail","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Pre Pour Checklists","Suspended Slab Checklist Pour 4 (marked as pour 3)"
"957ebca8-3a08-414c-a163-effed069360f","","checklist-flat","fail","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Pre Pour Checklists","Pour 5 pre pour check list"
"1211f1e0-48e5-4412-ae82-42079023ebf6","","checklist-flat","pass","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Pre Pour Checklists","Pour 6 Pre pour check list"
"d8ba0f11-8acc-4a51-83e4-b67002f8b7bf","","checklist-flat","pass","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Pre Pour Checklists","Pour 7 Pre pour check list"
"8a75d0f7-0482-4468-8a9e-43225ef60a69","","checklist-flat","pass","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Pre Pour Checklists","Pour 8 Pre pour check list"
"801f6055-aa15-4210-84f0-c6a61b6c6057","","checklist-flat","pass","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Pre Pour Checklists","Pour 9 Pre Pour Checklist"
"12b41b63-ed5d-422a-b162-2b404b5d00a1","","checklist-flat","fail","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Pre Pour Checklists","Pour 11 Pre Pour Checklist "
"d76f1515-ef6c-4949-86f6-959f63d81966","","checklist-flat","work-in-progress","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Pre Pour Checklists","Pour 12 Pre pour checklist"
"bf56f3b5-6209-4c2d-8f49-ecf2efc12f1f","","checklist-flat","fail","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Pre Pour Checklists","Pour 13 Pre Pour Checklist"
"562ac3f7-6990-4a93-866f-d8145fa1a51f","","checklist-flat","fail","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Pre Pour Checklists","Pour 14 Pre Pour Checklist"
"dc468f45-bdb9-4043-9330-a256ed0c101c","","checklist-flat","fail","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Pre Pour Checklists"," Pour 15 Pre Pour Checklist"
"953eb21b-1e43-409c-bbf9-a38cfa41bee1","","checklist-flat","pass","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Pre Pour Checklists"," Pour 9 Part 2 Pre Pour Checklist"
"5bde28a3-dc58-4609-a038-186d965b87d6","","checklist-flat","fail","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Pre Pour Checklists"," Pour 16 Pre Pour Checklist"
"ff73ed3b-7a52-4c3d-abe5-7a9f4c498d7f","","checklist-flat","fail","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Pre Pour Checklists"," Pour 10 Pre Pour Checklist"
"ea20cdc9-36d0-4e69-b669-5cdf6e1b85bd","","checklist-flat","fail","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Pre Pour Checklists"," Pour 17 Pre Pour Checklist"
"63a242a7-9426-4430-b0b4-f30ea08951fb","","checklist-flat","fail","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Pre Pour Checklists"," Pour 18 Pre Pour Checklist"
"1bac820b-357f-40d6-a2b0-25dbfbbd2a52","","checklist-flat","fail","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Pre Pour Checklists"," Pour 19 Pre Pour Checklist"
"e5ea38f8-bebb-4841-9878-003b82b083f2","","checklist-flat","pass","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Pre Pour Checklists"," Building 5A Level 1 Pour 1 Pre Pour Checklist"
"c3af9e31-9454-40ac-b453-fdcfbf9fb738","","checklist-flat","work-in-progress","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Pre Pour Checklists"," Building 5A Level 1 Pour 2 Pre Pour Checklist"
"020f30ab-2010-4542-ab9a-09454da0290d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Pre Pour Checklists"," Pour 21 Pre Pour Checklist"
"cf26e545-fab8-4752-a093-a6e6e913a62f","","checklist-flat","work-in-progress","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Pre Pour Checklists"," Pour 21 Pre Pour Checklist","Pre-pour Checklist Pour 21"
"7e13d5d4-a11d-4ea1-8b62-2666a896e8e2","","checklist-flat","work-in-progress","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Pre Pour Checklists"," Pour 20 Pre Pour Checklist"
"e0dd6637-8d73-4690-8a8d-855343ec83b2","","checklist-flat","not-started","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Pre Pour Checklists","Building 5B Level 1 Pre Pour Checklist"
