Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,,,,,,,,,,,,,,,,,,
Overall Progress,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 4 - 3408,,QA - Carpentry,Carpentry,Building 3,Level 4,3408,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 4 - 3409,,QA - Carpentry,Carpentry,Building 3,Level 4,3409,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 4 - 3410,,QA - Carpentry,Carpentry,Building 3,Level 4,3410,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 4 - 3411,,QA - Carpentry,Carpentry,Building 3,Level 4,3411,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 4 - 3412,,QA - Carpentry,Carpentry,Building 3,Level 4,3412,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 4 - 3413,,QA - Carpentry,Carpentry,Building 3,Level 4,3413,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 5,grouping,Building 3 - Level 5,,,,,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 5 - 3501,,QA - Carpentry,Carpentry,Building 3,Level 5,3501,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 5 - 3502,,QA - Carpentry,Carpentry,Building 3,Level 5,3502,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 5 - 3503,,QA - Carpentry,Carpentry,Building 3,Level 5,3503,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 5 - 3504,,QA - Carpentry,Carpentry,Building 3,Level 5,3504,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 5 - 3505,,QA - Carpentry,Carpentry,Building 3,Level 5,3505,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 5 - 3506,,QA - Carpentry,Carpentry,Building 3,Level 5,3506,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 5 - 3507,,QA - Carpentry,Carpentry,Building 3,Level 5,3507,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 5 - 3508,,QA - Carpentry,Carpentry,Building 3,Level 5,3508,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 5 - 3509,,QA - Carpentry,Carpentry,Building 3,Level 5,3509,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 5 - 3510,,QA - Carpentry,Carpentry,Building 3,Level 5,3510,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 6,grouping,Building 3 - Level 6,,,,,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 6 - 3601,,QA - Carpentry,Carpentry,Building 3,Level 6,3601,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 6 - 3602,,QA - Carpentry,Carpentry,Building 3,Level 6,3602,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 6 - 3603,,QA - Carpentry,Carpentry,Building 3,Level 6,3603,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 6 - 3604,,QA - Carpentry,Carpentry,Building 3,Level 6,3604,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 6 - 3605,,QA - Carpentry,Carpentry,Building 3,Level 6,3605,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 6 - 3606,,QA - Carpentry,Carpentry,Building 3,Level 6,3606,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 6 - 3607,,QA - Carpentry,Carpentry,Building 3,Level 6,3607,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 6 - 3608,,QA - Carpentry,Carpentry,Building 3,Level 6,3608,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 6 - 3609,,QA - Carpentry,Carpentry,Building 3,Level 6,3609,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 6 - 3610,,QA - Carpentry,Carpentry,Building 3,Level 6,3610,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 7,grouping,Building 3 - Level 7,,,,,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 7 - 3701,,QA - Carpentry,Carpentry,Building 3,Level 7,3701,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 7 - 3702,,QA - Carpentry,Carpentry,Building 3,Level 7,3702,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 7 - 3703,,QA - Carpentry,Carpentry,Building 3,Level 7,3703,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 7 - 3704,,QA - Carpentry,Carpentry,Building 3,Level 7,3704,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 7 - 3705,,QA - Carpentry,Carpentry,Building 3,Level 7,3705,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 7 - 3706,,QA - Carpentry,Carpentry,Building 3,Level 7,3706,,,,,,,,,,,,,,,,,,
,,Building 4 - Ground,grouping,Building 4 - Ground,,,,,,,,,,,,,,,,,,,,,,
,,Building 4 - Ground - 4G01,,QA - Carpentry,Carpentry,Building 4,Ground,4G01,,,,,,,,,,,,,,,,,,
,,Building 4 - Ground - 4G02,,QA - Carpentry,Carpentry,Building 4,Ground,4G02,,,,,,,,,,,,,,,,,,
,,Building 4 - Ground - 4G03,,QA - Carpentry,Carpentry,Building 4,Ground,4G03,,,,,,,,,,,,,,,,,,
,,Building 4 - Ground - 4G04,,QA - Carpentry,Carpentry,Building 4,Ground,4G04,,,,,,,,,,,,,,,,,,
,,Building 4 - Ground - 4G05,,QA - Carpentry,Carpentry,Building 4,Ground,4G05,,,,,,,,,,,,,,,,,,
,,Building 4 - Ground - 4G06,,QA - Carpentry,Carpentry,Building 4,Ground,4G06,,,,,,,,,,,,,,,,,,
,,Building 4 - Ground - 4G07,,QA - Carpentry,Carpentry,Building 4,Ground,4G07,,,,,,,,,,,,,,,,,,
,,Building 4 - Ground - 4G08,,QA - Carpentry,Carpentry,Building 4,Ground,4G08,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 1,grouping,Building 4 - Level 1,,,,,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 1 - 4101,,QA - Carpentry,Carpentry,Building 4,Level 1,4101,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 1 - 4102,,QA - Carpentry,Carpentry,Building 4,Level 1,4102,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 1 - 4103,,QA - Carpentry,Carpentry,Building 4,Level 1,4103,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 1 - 4104,,QA - Carpentry,Carpentry,Building 4,Level 1,4104,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 1 - 4105,,QA - Carpentry,Carpentry,Building 4,Level 1,4105,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 1 - 4106,,QA - Carpentry,Carpentry,Building 4,Level 1,4106,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 1 - 4107,,QA - Carpentry,Carpentry,Building 4,Level 1,4107,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 1 - 4108,,QA - Carpentry,Carpentry,Building 4,Level 1,4108,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 1 - 4109,,QA - Carpentry,Carpentry,Building 4,Level 1,4109,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 1 - 4110,,QA - Carpentry,Carpentry,Building 4,Level 1,4110,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 1 - 4111,,QA - Carpentry,Carpentry,Building 4,Level 1,4111,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 1 - 4112,,QA - Carpentry,Carpentry,Building 4,Level 1,4112,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 1 - 4113,,QA - Carpentry,Carpentry,Building 4,Level 1,4113,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 2,grouping,Building 4 - Level 2,,,,,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 2 - 4201,,QA - Carpentry,Carpentry,Building 4,Level 2,4201,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 2 - 4202,,QA - Carpentry,Carpentry,Building 4,Level 2,4202,,,,,,,,,,,,,,,,,,
