"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"11575fbd-fb37-4101-95b2-5f94ee9db64f","","pass","","folder","TRUE","FALSE","B01"
"36dd4ee4-bf50-4489-a832-a86dff5633ac","","pass","","folder","TRUE","FALSE","B01","A/C"
"abc052bf-268a-4e86-8d42-81b80ca85d77","","pass","","folder","TRUE","FALSE","B01","A/C","Ground Level"
"98e0f203-c5d9-4d47-a0c6-cf45bab7cfdd","","pass","","folder","TRUE","FALSE","B01","A/C","Ground Level","AC 0.01 ALS Room"
"4a744fe5-a08d-4a34-a3b8-493d2c37cd4f","","pass","Completion documents","checklist","FALSE","FALSE","B03","B03 Completion Documents"
"12833e7d-e830-4682-b29d-1008633e4465","","pass","","folder","TRUE","FALSE","B04"
"8a8bc32d-a783-4264-bd88-8c4458f76159","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA"
"f60e833a-6253-45d1-af5a-4db619b6b5cb","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Apartments"
"b1c03e46-6a37-4b2f-8a60-f5bffe8d2e14","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level"
"3bcb3daf-e130-41f8-b54e-46f18aa4ce29","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G85"
"43e0ba70-ff5d-48a4-8f4f-437c3b63f967","","pass","Split HW","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G85","Split HW"
"e92e05e3-783f-4f2f-97e8-fa2b684bf1fc","","pass","Extract Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G85","Extract Fan"
"f2a70c93-6f66-4c0e-b7ea-916ab99e0957","","pass","Kitch Ext","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G85","Kitch Ext"
"0fdf8452-2b88-4841-a898-5425aef0b1c9","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G86"
"a8966cc9-37cb-41d2-8543-d5d7837961ae","","pass","Split HW","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G86","Split HW"
"3f9f15c2-a58a-412c-ad02-9a050c00eb64","","pass","Extract Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G86","Extract Fan"
"d539127d-8687-4a2c-9592-493565028eca","","pass","Kitch Ext","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G86","Kitch Ext"
"e84411f9-c297-485c-b8b8-fec65ccf1e67","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G87"
"2a595c7b-ece7-4ad5-a525-c77c3519848a","","pass","Split HW","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G87","Split HW"
"ac065298-da7c-46a6-b30b-863744e7a324","","pass","Extract Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G87","Extract Fan"
"d027bf62-dce9-4628-ab30-b2a7e49eae19","","pass","Kitch Ext","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G87","Kitch Ext"
"d6a574e9-2f82-4b39-8e87-530ba1bc2ab3","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G88"
"5b441a5b-0601-46e6-9c19-293e270fac5b","","pass","Split HW","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G88","Split HW"
"4cc34b5e-452f-4859-84cd-0b74a72b6188","","pass","Extract Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G88","Extract Fan"
"7ea2283e-209d-4cf3-b844-02336561118b","","pass","Kitch Ext","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G88","Kitch Ext"
"e158f092-1646-4b46-ae8d-7dc2d3692a54","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G89"
"78b7eb22-5aeb-43f1-bd62-6fd6dd1d3cfa","","pass","Split HW","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G89","Split HW"
"91a22eee-9e75-4c95-88b0-17302a1c3db7","","pass","Extract Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G89","Extract Fan"
"4d8d2517-a73d-425f-83f8-f672af38c27e","","pass","Kitch Ext","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G89","Kitch Ext"
"1bbfe779-2f31-45c8-9404-95cc7f5bdf8c","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G90"
"3828b599-45a8-4e89-b10e-8dd072821c90","","pass","Split HW","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G90","Split HW"
"281f87d5-ad42-4047-9f6b-0898abd13464","","pass","Extract Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G90","Extract Fan"
"caabdca8-1a6b-4cf9-82ec-d936e8cf13ef","","pass","Kitch Ext","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G90","Kitch Ext"
"452205e9-a5e0-4800-b646-313d8705a788","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G91"
"f072d9c7-d30e-47a7-ba58-2064e804b162","","pass","Split HW","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G91","Split HW"
"c961553d-eacb-417a-9c85-a50acbc1b4bc","","pass","Extract Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G91","Extract Fan"
"5ea387d4-d994-4417-abad-e17bb45e908b","","pass","Kitch Ext","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G91","Kitch Ext"
"bb85a753-9ee0-410d-874c-428a619db3e3","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G92"
"c6fe3cb3-9b1f-4217-96ba-03616450dea5","","pass","Split HW","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G92","Split HW"
"44f7bd49-09d5-49b9-b861-30cfe5ea3ef8","","pass","Extract Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G92","Extract Fan"
"ce562f18-d55d-4113-89d1-b849c08641b5","","pass","Kitch Ext","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Ground Level","Apartment G92","Kitch Ext"
"4fa406eb-c9db-4654-adf8-5de5a401c52c","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1"
"3b974ce5-e48f-4516-86f9-673f84c81b56","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 185"
"c7aa6556-7d80-4f6b-a70f-aa28348395b0","","pass","Split HW","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 185","Split HW"
"e33e76d3-0644-43b9-a80b-64b40c5db4b6","","pass","Extract Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 185","Extract Fan"
"d3a1a555-2e56-4035-8fe3-a5fa08cba87a","","pass","Kitch Ext","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 185","Kitch Ext"
"12b4ddbb-25e9-4484-a11c-f75533c55d95","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 186"
"95abce4c-c272-4e7e-8a77-93f74135b325","","pass","Split HW","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 186","Split HW"
"722fb839-170f-4441-9720-cf01c27ccd26","","pass","Extract Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 186","Extract Fan"
"fc293045-845e-41ed-ac4d-38d2cdd01e9e","","pass","Kitch Ext","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 186","Kitch Ext"
"5a5ce5c7-0139-4441-ba07-e57cd0b44d81","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 187"
"1eaff67e-8ccd-4c14-88e7-1127bab4ab86","","pass","Split HW","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 187","Split HW"
"05aafb46-8894-4362-ad84-13a6e9e5e5d0","","pass","Extract Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 187","Extract Fan"
"08c18de3-716f-4d8e-87d7-c044ee70aedf","","pass","Kitch Ext","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 187","Kitch Ext"
"ad524daa-7290-4341-a74d-bf9fee60377a","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 188"
"d9823629-49cc-45d8-a715-fc86cb94001a","","pass","Split HW","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 188","Split HW"
"4d8a6229-42be-4cf6-b71b-aab41acc430c","","pass","Extract Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 188","Extract Fan"
"40df2248-d351-48e8-8967-eba46d9662de","","pass","Kitch Ext","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 188","Kitch Ext"
"2ca1d76a-6c18-488a-958e-4b42e60952f2","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 189"
"3575018b-ef38-43bd-9ced-e8eb794a3708","","pass","Split HW","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 189","Split HW"
"12926d1a-2257-4449-bf40-0153e4736daf","","pass","Extract Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 189","Extract Fan"
"197b7c29-2d30-4d6d-89ee-fdc37ab7ae41","","pass","Kitch Ext","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 189","Kitch Ext"
"420bdc2e-06d6-4a67-9bc7-9f3105a975d4","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 190"
"0b25960f-536c-4785-b870-cef5fe834cc0","","pass","Split HW","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 190","Split HW"
"b2a31075-6be3-42d8-9796-d4b95997ef46","","pass","Extract Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 190","Extract Fan"
"ddeffae5-41f0-44f4-9173-008e2032b5fa","","pass","Kitch Ext","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 190","Kitch Ext"
"0daa6866-9fbe-4a9b-b197-972ba9da2b97","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 191"
"c48d8bd7-3e1e-4f48-b07d-ab0f1f84b7c2","","pass","Split HW","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 191","Split HW"
"8d333978-7bee-4332-bac2-3e53e7c32dcb","","pass","Extract Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 191","Extract Fan"
"3bc24c84-ffb6-4a3e-8c45-0336a1fbe000","","pass","Kitch Ext","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 191","Kitch Ext"
"d6b018a1-453d-4fe4-a756-4aea90bde6cb","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 192"
"e770102a-54c0-46f0-abf6-2d01d5ddc6e4","","pass","Split HW","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 192","Split HW"
"f9a5c62e-b6d5-445f-beb6-b1d999ba05ab","","pass","Extract Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 192","Extract Fan"
"a949140e-361e-4ca7-83f6-01e93207fcd7","","pass","Kitch Ext","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 192","Kitch Ext"
"92920d23-46b7-475e-bf50-2f2cf241da54","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 193"
"94c4e457-3cc6-4559-9d31-548035451423","","pass","Split HW","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 193","Split HW"
"8b7c82c5-e88a-41fb-9308-8bfcbb56cd0a","","pass","Extract Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 193","Extract Fan"
"ae2fd5ef-774f-46e3-83c1-71760f636b9d","","pass","Kitch Ext","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 193","Kitch Ext"
"b91d5f9f-0422-45e2-8ea5-2bc7d72e3879","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 194"
"49c9497d-7b26-4668-9391-ebe7e2711bc9","","pass","Split HW","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 194","Split HW"
"fd34e0c1-8f5b-4299-b3c5-2cee4fee0822","","pass","Extract Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 194","Extract Fan"
"6b6b276a-afa0-4af9-b0c8-86332bbf0efa","","pass","Kitch Ext","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 194","Kitch Ext"
"ab954574-6b06-411b-a238-68d04da3c42c","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 195"
"ab0f13de-0cb2-4fff-a4a4-98ef4d101afb","","pass","Split HW","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 195","Split HW"
"08b62ede-491a-4165-a56a-c7bebca57ec9","","pass","Extract Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 195","Extract Fan"
"e5dc590c-c6bc-4507-a191-3da651695e35","","pass","Kitch Ext","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 195","Kitch Ext"
"f62fb9a8-6af7-4135-bf39-f6dfb069be46","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 196"
"3836fa2c-ae70-4866-a736-d12536dd37a9","","pass","Split HW","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 196","Split HW"
"87d3e72f-57ab-4453-880b-ad304d53c129","","pass","Extract Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 196","Extract Fan"
"ab2b71b1-f422-4d82-b511-3fa4f837f7af","","pass","Kitch Ext","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 196","Kitch Ext"
"ccfc23ac-607b-4697-b1d8-54cd4519f79b","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 197"
"3ace0d88-074d-4fb7-81a5-f40b21063e73","","pass","Split HW","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 197","Split HW"
"058b7486-71c2-4842-a5c9-1eefa3c9f296","","pass","Extract Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 197","Extract Fan"
"e5404e21-5e0e-449b-be11-0c957ef26847","","pass","Kitch Ext","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 197","Kitch Ext"
"49f7e112-25e6-4139-94bd-9afff970318d","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 198"
"d73e5765-839f-4cfd-b281-4a1b5533470a","","pass","Split HW","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 198","Split HW"
"ea9ce2a4-7641-4d77-8e16-697b5a75d332","","pass","Extract Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 198","Extract Fan"
"845f5201-e3f1-4e77-83b1-beef185e42a9","","pass","Kitch Ext","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Apartment 198","Kitch Ext"
"cdaaedf3-dee7-4ade-94cd-b8c5d83b21ff","","pass","Split HW","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Apartments","Level 1","Split HW MSB ROOM A/C 1.1"
"c8d91162-5dcb-4bd2-8be2-e9e2d2ffee6b","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Ventilation"
"f95044b0-6c50-4bed-9356-fefcf0aedcc2","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Ventilation","Ground Level"
"5ed57451-9991-4dfb-843e-fb1cdcaaa7ec","","pass","Jet Pulse Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Ventilation","Ground Level","Carpark - CPEF 0.1"
"17c210a8-870a-48eb-a9c7-4f585096bcc4","","pass","Jet Pulse Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Ventilation","Ground Level","Carpark - CPEF 0.2"
"c45722d7-373a-4d18-acf4-3981a82a413a","","pass","Extract Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Ventilation","Ground Level","MSB Room - EF 0.1"
"8203f01e-26ef-442c-a195-4103273d4b99","","pass","Extract Fan","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Ventilation","Ground Level","Rubbish Room - EF 0.2"
"3a96f571-f6e7-46d0-815a-1b9189e55065","","pass","SA FAN","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Ventilation","Ground Level","Corridor - SF 0.1"
"35520af4-926f-4dca-821b-a89b8b693ede","","pass","","folder","TRUE","FALSE","B04","Building B04 - On Site QA","Ventilation","Level 1"
"ded608af-c1ca-4fdb-b3c2-ee6d660b562a","","pass","SA FAN","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Ventilation","Level 1","Corridors - SF 1.1"
"fdf81ddc-8173-41f3-bb96-bdc16afa91f8","","pass","SA FAN","checklist","FALSE","FALSE","B04","Building B04 - On Site QA","Ventilation","Level 1","Corridors - SF 1.2"
"6c861da7-9e0f-40c6-b7ce-63978cec7735","","pass","Completion documents","checklist","FALSE","FALSE","B04","B04 Completion Documents"
"3eef7cbe-fc4a-478b-9019-4228dd0020e2","","pass","","folder","TRUE","FALSE","B05"
"5645b5da-f31e-45d2-aa88-acfc3f8a71be","","pass","Pre-commencement checks","checklist","FALSE","FALSE","B05","Pre-Commencement Checks"
"ae85555a-7515-4c24-8ee3-2cb9afdcfd68","","pass","","folder","TRUE","FALSE","B05","Building B05 - On Site QA"
"aab8030c-eac1-4813-a3a6-9b5227c60757","","pass","","folder","TRUE","FALSE","B05","Building B05 - On Site QA","Apartments"
"d2d9c13e-1fa8-4a10-8782-3efce392feb7","","pass","","folder","TRUE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level"
"5a4f2a6f-43c4-4456-b2d8-a1d5cc7e2d94","","pass","","folder","TRUE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G1"
"f4580398-24b4-4a77-b4c3-1d6b767f2561","","pass","Split HW","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G1","Split HW"
"60c5ad98-0d86-4d08-ad1e-76a7f98c826e","","pass","Extract Fan","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G1","Extract Fan"
"56b9522c-9d0b-4899-9cc3-a33a90671f8b","","pass","Kitch Ext","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G1","Kitch Ext"
"0d53d365-19a1-47ce-8bb4-5cc45fd2df6b","","pass","","folder","TRUE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G2"
"7c22955d-d33b-4c46-9feb-4a2ffc62c140","","pass","Split HW","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G2","Split HW"
"d956ca8d-b89b-4a36-b10c-09d8c98f6396","","pass","Extract Fan","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G2","Extract Fan"
"3f5bf85e-61e0-45fe-a7a9-cbe37c08af83","","pass","Kitch Ext","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G2","Kitch Ext"
"2670c187-758a-47e4-9467-df4175803f26","","pass","","folder","TRUE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G3"
"b875b382-0353-4546-a84c-979146bbd428","","pass","Split HW","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G3","Split HW"
"91bdae0c-eaa0-4475-8be1-548cf4d29d24","","pass","Extract Fan","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G3","Extract Fan"
"4bf5962f-2aab-4b7a-81f3-d0f34836e106","","pass","Kitch Ext","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G3","Kitch Ext"
"1b802d97-a756-40f1-b563-15b430ad7d75","","pass","","folder","TRUE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G4"
"9ad8dcc1-07bc-49f8-bb11-44bd6b910d91","","pass","Split HW","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G4","Split HW"
"4e1861ba-4c53-4652-ac00-4035fdc3a3ed","","pass","Extract Fan","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G4","Extract Fan"
"73354450-b058-46ea-82a9-04e29947e4bc","","pass","Kitch Ext","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G4","Kitch Ext"
"39701203-1d19-4ae8-ab11-40cacbab1dd7","","pass","","folder","TRUE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G5"
"0a5d30cc-1b6f-4b0a-a8ea-0dda8c12af12","","pass","Split HW","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G5","Split HW"
"9d3b47d1-0813-46a6-a7c0-d226c5facd3d","","pass","Extract Fan","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G5","Extract Fan"
"9b508c55-7d12-417e-b737-f3c9ea10e3ef","","pass","Kitch Ext","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G5","Kitch Ext"
"719762a6-da02-4a60-827b-8206e03b5acb","","pass","","folder","TRUE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G6"
"4613f2d1-d1bd-4301-8b63-c52edfa99c05","","pass","Split HW","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G6","Split HW"
"eea7c821-bf20-4aba-9cf7-56b2a843e8de","","pass","Extract Fan","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G6","Extract Fan"
"630a42d8-4987-4fe5-b70b-3c11b46d740c","","pass","Kitch Ext","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G6","Kitch Ext"
"0f53bba4-ff83-4ad1-81ca-35ba951ec004","","pass","","folder","TRUE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G7"
"0bc00eb8-df27-474b-ba6e-27cd25ea79b9","","pass","Split HW","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G7","Split HW"
"5a37bdd1-8a4a-40cb-b0ae-340eb686ee78","","pass","Extract Fan","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G7","Extract Fan"
"a207cd80-2889-4342-b8ac-1fdee2dc51e4","","pass","Kitch Ext","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G7","Kitch Ext"
"ba1458b1-5077-4fcb-bc6c-4fafdcf2b3cc","","pass","","folder","TRUE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G8"
"a6d998fb-5754-41dc-99d7-400ab48dfb61","","pass","Split HW","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G8","Split HW"
"54af6cdd-88e8-4bc9-8169-9ef0057c5929","","pass","Extract Fan","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G8","Extract Fan"
"cd5c60a9-1b31-4130-860e-e31168176af5","","pass","Kitch Ext","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Ground Level","Apartment G8","Kitch Ext"
"cb36bd7b-e724-4c91-a8f3-86c4f1e6e98e","","pass","","folder","TRUE","FALSE","B05","Building B05 - On Site QA","Apartments","Level 1"
"d9e9e282-f56f-4a28-9462-7daeedde9c32","","pass","","folder","TRUE","FALSE","B05","Building B05 - On Site QA","Apartments","Level 1","Apartment 101"
"74d9cf96-5187-41f0-a00a-fd6aa222cc31","","pass","Split HW","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Level 1","Apartment 101","Split HW"
"a41630b1-e3d7-40d8-a14d-15551c748e86","","pass","Extract Fan","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Level 1","Apartment 101","Extract Fan"
"e0faa970-1631-4ff1-b0ea-3b45f5d58d4c","","pass","Kitch Ext","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Level 1","Apartment 101","Kitch Ext"
"bc59dbc2-18b4-4a0a-9b7f-962fbeab9884","","pass","","folder","TRUE","FALSE","B05","Building B05 - On Site QA","Apartments","Level 1","Apartment 102"
"069dca3b-c51d-4ad4-b01a-d54d990bfcf5","","pass","Split HW","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Level 1","Apartment 102","Split HW"
"7effc195-9882-49cd-91b8-a85ff3c1cb1d","","pass","Extract Fan","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Level 1","Apartment 102","Extract Fan"
"0cada2ed-41fd-45b2-9bfe-91b899830a6e","","pass","Kitch Ext","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Level 1","Apartment 102","Kitch Ext"
"1df15420-9d72-4ce8-aa35-f90782c6723c","","pass","","folder","TRUE","FALSE","B05","Building B05 - On Site QA","Apartments","Level 1","Apartment 103"
"35e2a339-0c42-4315-99aa-e735e41dbcaf","","pass","Split HW","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Level 1","Apartment 103","Split HW"
"263c1838-669b-43f4-baf4-1ee607ad7e20","","pass","Extract Fan","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Level 1","Apartment 103","Extract Fan"
"e512b716-8236-436f-b0ee-593adc0f0495","","pass","Kitch Ext","checklist","FALSE","FALSE","B05","Building B05 - On Site QA","Apartments","Level 1","Apartment 103","Kitch Ext"
