"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"5a0265ae-22a1-4ad0-ad69-af7f6666f5d9","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"6be5a467-fa70-4bd7-b43b-dfbe4994e515","","work-in-progress","","folder","TRUE","FALSE","Site QA","Drainage"
"8905465c-4c7c-4407-8712-26bc76ea9e8c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Drainage","Basement"
"c42e1742-c52f-435f-8780-6f7e1dc93bdf","","work-in-progress","","folder","TRUE","FALSE","Site QA","Drainage","Basement","Stormwater Drainage"
"64e74693-87ea-4e11-9abb-c9d139a05a42","","work-in-progress","","folder","TRUE","FALSE","Site QA","Drainage","Basement","Stormwater Drainage","SW Drains (Basement)"
"2007abef-f4a8-4b57-953a-1f0ccb0fcd21","","not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-3","Fit-off","FO Fit-off Toilet & Cistern"
"bfe87385-e7bb-4ccc-a58e-834d0ad9a69d","","not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-3","Fit-off","FO Fit-off Wash Basin & Tapware"
"4a71bc49-9feb-417c-a63e-4c7754466b7b","","not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-3","Fit-off","FO Fit-off Shower & Tapware"
"d274f27e-746a-46b2-a277-32d83014056c","","not-started","FO Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-3","Fit-off","FO Fit-off Bath & Tapware"
"acb76177-deed-4ba0-ab6a-14946969f51e","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-3","Testing"
"2b230d9c-8014-4620-ad24-2129cb64ef4f","","not-started","TST Test Drainage Pipework (Above Ground)","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-3","Testing","TST Test Drainage Pipework (Above Ground)"
"71cf054c-577d-4ec5-a1e5-4752edd8a433","","not-started","TST Test Water Services Pipework","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-3","Testing","TST Test Water Services Pipework"
"e7313077-c2df-4947-923d-00b9ee2cb8b7","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-3","Commissioning"
"bb4d34cb-59c6-414b-8a16-4ffcd36f04f3","","not-started","COM Commission Water Services (Check Meter)","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-3","Commissioning","COM Commission Water Services (Check Meter)"
"4b7f5a7f-97fc-4afd-85f8-4beb470671af","","not-started","COM Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-3","Commissioning","COM Commission Hot Water Generating Plant"
"2e3fdf42-636c-421b-83b1-94fe69b1c06f","","not-started","COM Commission Final Handover","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-3","Commissioning","COM Commission Final Handover"
"40e44e30-3a52-401b-9bc4-3f31ce37f9c3","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-4"
"83b32cc8-b43a-4973-91d0-1916fc8847a0","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-4","Sanitary Plumbing"
"451613fa-74bf-4518-9ed6-bf564173c8ab","","not-started","SD Install Sewer (Wastes & Vents)","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-4","Sanitary Plumbing","SD Install Sewer (Wastes & Vents)"
"871b3d99-63c4-4f01-808d-4cdb7a53b1ac","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-4","Downpipes"
"67f930f9-d05b-4f2a-862f-4c324fe8c1ea","","not-started","DP Install Roof Downpipes","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-4","Downpipes","DP Install Roof Downpipes"
