"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f1ec6e51-e50e-45f1-a8ed-a4a466a7ebda","","folder-normal","pass","","step","TRUE","FALSE","Main building"
"4143921c-5eaf-428d-bbe8-48dd2ad5d81b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Main building","Basement 1"
"f55012a4-f9b2-4fc4-89b3-ecfa3aa69a7c","","folder-normal","pass","","step","TRUE","FALSE","Main building","Level 1"
"29d9ad2c-606f-4944-8b5c-cdd6a5325651","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 13","T1-L13P20"
"57b15059-5d0c-4d15-8f9f-3f84be4911aa","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 13","T1-L13P21"
"59421436-f316-4e3f-9a7d-c34f542fd8dc","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 13","T1-L13P23"
"ea477ad9-5d90-4032-a99e-f2edf03a2455","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 13","T1-L13P24"
"ee18c73f-c267-4c69-9c0f-4af35c5a3d34","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 13","T1-L13P25"
"e0601dd4-653e-4e33-9cff-2047fb4d473e","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 13","T1-L13P26"
"45a86e3a-9e4b-4cc8-98e5-957241b9548f","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 13","T1-L13P27"
"0d4f5777-504c-4432-bfa6-05abf4c32d21","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 13","T1-L13P28"
"f29b5f58-e859-4f74-b16f-8d4b26b74197","","folder-normal","pass","","step","TRUE","FALSE","Tower 1","Level 14"
"93087e96-936c-4f2c-b2a2-8efdf575a376","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 14","T1-L14P01"
"c0de783d-929a-41af-8c6c-db4335fb8eb9","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 14","T1-L14P02"
"65fa25b9-92d7-4a8e-87a0-af7eb87c0f6d","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 14","T1-L14P03"
"49e66f19-5cd1-44cf-bc4d-622c389fdecb","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 14","T1-L14P04"
"21de811d-2b29-46ac-b0c7-fb389db72880","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 14","T1-L14P06"
"23b3c849-e855-4040-ba4a-1a3c96676924","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 14","T1-L14P08"
"c0f1e44e-d2d3-4435-81b4-5fe04398fb99","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 14","T1-L14P09"
"a19b68a6-43f1-4f7d-9f8c-0dafaf630c32","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 14","T1-L14P21"
"202d8d65-30ce-4134-8d11-e793f31728ed","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 14","T1-L14P26"
"4492366a-a927-40b5-8f20-a84732468633","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 14","T1-L14P27"
"dc124fa4-b24b-411b-b56d-5578b10f04e6","","folder-normal","pass","","step","TRUE","FALSE","Tower 1","Level 15"
"950068ea-fce5-4678-ab10-0a4b5d17b313","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 15","T1-L15P01"
"75825670-bef5-4016-9b51-e511cdf544bc","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 15","T1-L15P02"
"c3fa29b3-dbc6-4ce6-9ff8-30071a748d5e","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 15","T1-L15P03"
"283d1e1b-7742-408a-85ea-8921722d8d2d","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 15","T1-L15P04"
"14c125c4-49e7-414c-b5f2-634de0b5283c","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 15","T1-L15P06"
"5f73ef31-5c42-49fd-9b33-d6ed7c769159","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 15","T1-L15P08"
"5048a9f0-1788-4f27-b742-db55ec29ff85","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 15","T1-L15P09"
"6013c512-ef37-4ac6-b251-94285364d9da","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 15","T1-L15P10"
"9888eed6-3aa7-44a2-8f81-5e9518d1bbf5","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 15","T1-L15P11"
"4ae21b4c-6641-4446-85bd-66aa3720b9ef","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 15","T1-L15P12"
"1811ffff-eb66-4797-a38e-7c59de0ec803","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 15","T1-L15P13"
"937a7aba-5ad5-4c82-8e92-0298247bba32","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 15","T1-L15P14"
"1436b686-f774-430a-aaaf-c4809b66c353","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 15","T1-L15P15"
"9df6f92b-8007-4a60-92f1-e15e6b0470cd","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 15","T1-L15P16"
"5de87ffb-b0fd-40ac-9af8-137ef99e2ae9","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 15","T1-L15P17"
"89a59389-2c66-4582-8872-4ba748c9e995","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 15","T1-L15P18"
"96d84e72-4798-427c-a286-b4c085666665","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 15","T1-L15P19"
"afbca108-31d4-41d7-b37a-4ae5ed3c97e9","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 15","T1-L15P20"
"c0c59864-42cb-4614-bce3-18b22bedebaa","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 15","T1-L15P21"
"67a42cd1-1cf7-4a5a-a157-6687e529d62a","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 15","T1-L15P23"
"cca787c0-088a-48ee-9ae9-25c862c3e543","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 15","T1-L15P24"
"d4e15680-c1a0-4230-8004-3a5a6dbf455a","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 15","T1-L15P25"
"b72bde20-603f-41f3-92dc-8afa0b0bbe24","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 15","T1-L15P26"
"5b140fde-8d44-484e-81b7-93f6b0c105e5","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 15","T1-L15P27"
"34a51883-e5a5-49d2-8fd1-1e9e48b6a512","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 15","T1-L15P28"
"db77eb8a-673e-4969-aa48-3d01e6c48988","","folder-normal","pass","","step","TRUE","FALSE","Tower 1","Level 16"
"cf574a26-6867-4233-8925-ea48d69f9412","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 16","T1-L16P01"
"9fa96ef8-a97c-4763-9913-44fb54a51590","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 16","T1-L16P02"
"bc95c24d-2fc3-47ae-ac30-fd446a3cb4b3","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 16","T1-L16P03"
"4249ed75-672c-4c04-8f87-e3e27612bdc1","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 16","T1-L16P04"
"c9ccf2ea-e69d-4c14-a7c1-c693b09420f6","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 16","T1-L16P06"
"8d7b0508-8af0-4a91-9545-46887dd0a6e7","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 16","T1-L16P08"
"50553b33-a3d4-45aa-9175-0fa7c0714840","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 16","T1-L16P09"
"0bc8109b-7b61-4c87-b612-2c8ac4689d0a","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 16","T1-L16P21"
"b81baea2-59b6-41a3-88d7-e67920de8f1a","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 16","T1-L16P26"
"8aa7941d-c9be-4a76-b0e7-8beee5b0ea44","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 16","T1-L16P27"
"8a6786e1-ffc0-47d0-bd5a-cff68319403b","","folder-normal","pass","","step","TRUE","FALSE","Tower 1","Level 17"
"0c2bf99e-0277-4417-9e1e-b637588d9a59","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 17","T1-L17P01"
"3fb1d0a7-e015-4e18-8af0-7dd7fe8f9d63","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 17","T1-L17P02"
"a16abcbe-2ed2-42d1-a357-7162eb67c3b0","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 17","T1-L17P03"
"33f01d9d-6251-4abf-9211-c5c7e49450e7","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 17","T1-L17P04"
"caf2cd20-ae4a-426f-90fa-fcfe741147c2","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 17","T1-L17P06"
"91244467-c93e-4a8f-8518-f69c21eeaae9","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 17","T1-L17P08"
"cc5066f5-6007-4ddf-b607-dfad90084e87","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 17","T1-L17P09"
"f6af5715-0cd7-4549-82fd-95fb1837c807","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 17","T1-L17P10"
"8affa426-7719-49ab-8c35-e3e2cab9c094","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 17","T1-L17P11"
"bc4884ed-6639-40bf-b6a2-7dfee6336329","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 17","T1-L17P12"
"90dccd68-9944-43f3-867d-0ff7aae3adc5","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 17","T1-L17P13"
"422b4000-bb2f-4c59-82b2-32c3f5f6deb9","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 17","T1-L17P14"
"141402d7-1f18-4fe8-ad33-a5c0828f2861","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 17","T1-L17P15"
"a424e0a7-62f6-4473-a764-2b90d95220e3","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 17","T1-L17P16"
"089d6acb-73d9-411e-b875-a7c10e1a90b2","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 17","T1-L17P17"
"6d5e0fe0-6efb-44ed-9405-454ed8351eed","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 17","T1-L17P18"
"409915af-8d6f-49c3-b509-737701102fb0","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 17","T1-L17P19"
"989e04ba-6588-4e0d-8d3e-fa79090d073c","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 17","T1-L17P20"
"0021b0e9-d97f-4eaf-8bde-d431f3c095c6","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 17","T1-L17P21"
"f52cf0a0-79fa-411d-9604-5f3802f1c729","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 17","T1-L17P23"
"92207c8e-0b80-4b39-b7a4-1ab495fef4b8","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 17","T1-L17P24"
"1e5255b1-88ea-4a6f-9ca8-c52ae01ac5b5","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 17","T1-L17P25"
"b0b5a964-01c6-4bd2-b96c-abefc7a904e9","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 17","T1-L17P26"
"6495bc2b-17d2-4bf6-b450-3b84f49302f1","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 17","T1-L17P27"
"5ed1df7c-4e4c-4d17-ab70-cb45d017165d","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 17","T1-L17P28"
"fce863a3-851b-4ef5-bb9e-388f44183cf4","","folder-normal","pass","","step","TRUE","FALSE","Tower 1","Level 18"
"abdef401-da97-43d9-aadd-21dd81a5dede","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 18","T1-L18P01"
"6db9b27c-00ac-4e29-a433-37eabaae792e","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 18","T1-L18P02"
"8a172337-b66d-4abd-a44f-7d549acad6ee","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 18","T1-L18P03"
"8e6b3eca-b6a6-49c6-bb94-ad6cad7251d6","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 18","T1-L18P04"
"11be3870-909e-4fda-a9e4-63a6083dc982","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 18","T1-L18P06"
"058ada95-47c7-44b2-8fde-b051604e723b","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 18","T1-L18P08"
"9e49ee5d-b297-4ffe-897e-45eda7986d3d","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 18","T1-L18P09"
"07249ee9-e9d9-48d2-94b7-32a668d5e13a","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 18","T1-L18P21"
"6c60cae7-8a8a-472f-8794-e7d23227be90","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 18","T1-L18P26"
"72c3ca34-a4c4-4851-b69b-fac7b1b57d08","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 18","T1-L18P27"
"bedfdd8b-0f7c-41ae-b2e4-4e1ca43b25b8","","folder-normal","pass","","step","TRUE","FALSE","Tower 1","Level 19"
"0126d68f-8cf2-43e8-a73b-fd3745819423","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 19","T1-L19P01"
"1f162a8c-aded-42a1-b1fc-3b5bc617623c","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 19","T1-L19P02"
"34a1d138-60d3-46ef-b3a1-fc8decae27a1","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 19","T1-L19P03"
"0fd79d78-501c-41fb-a6bd-8c3c8455b8c7","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 19","T1-L19P04"
"994932f4-98b8-4bca-b040-ed0b7dc1d1a9","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 19","T1-L19P06"
"893c9eba-9256-48db-97a7-cda1034444e8","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 19","T1-L19P08"
"605b9f6d-3c6b-43f8-96a7-d86e944b8237","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 19","T1-L19P09"
"96a49e4e-9628-46cc-904c-fe3e50f71e9f","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 19","T1-L19P10"
"d6ad4fc3-f350-4b68-954b-1d5235c7acb3","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 19","T1-L19P11"
"ebf4582e-c40d-4c35-9adf-c165db5c174d","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 19","T1-L19P12"
"318db19c-95d0-4888-8ad5-be0b5ab50800","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 19","T1-L19P13"
"b4f5e113-c816-44c0-b137-5e8cf6497a8d","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 19","T1-L19P14"
"8735ba5a-ca2e-424a-913d-75aa95251bdd","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 19","T1-L19P15"
"566a8f3f-5fb0-4d6b-96e1-5e7fa4c63e68","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 19","T1-L19P16"
"50fba73e-a6f7-40c3-b46d-1c6fe72efa57","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 19","T1-L19P17"
"eb0845b6-3e1f-430c-aca5-27d605da6115","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 19","T1-L19P18"
"08372b30-1e20-4e12-831b-4888b4eb3cf7","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 19","T1-L19P19"
"d9eb8866-0b52-4141-9ce9-84591fd98f26","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 19","T1-L19P20"
"eb2932e7-3e5b-417b-a301-8eaab8011f1a","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 19","T1-L19P21"
"1797c1c0-219f-41a7-8284-2652c0bbe08e","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 19","T1-L19P23"
"28945135-5664-4763-9d9d-abb84c8823d4","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 19","T1-L19P24"
"92a2361a-1443-4aee-bf5c-72dfa5549b90","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 19","T1-L19P25"
"83f793aa-b243-43d2-b980-1b283d7d7d3f","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 19","T1-L19P26"
"7f50db05-853c-4494-b9a9-a7510e1a5a11","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 19","T1-L19P27"
"eef63036-2f7a-40ad-8451-78132e9d96b7","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 19","T1-L19P28"
"4ea72dba-1da3-4ec8-9c82-9ba0cfbe3770","","folder-normal","pass","","step","TRUE","FALSE","Tower 1","Level 20"
"8ac9e728-0477-4929-95f3-a3b01c744970","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 20","T1-L20P01"
"a78dc49d-b1d3-4977-980d-0a087e443974","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 20","T1-L20P02"
"57055e74-7219-4a29-b72b-fab3eb4c4312","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 20","T1-L20P03"
"ee196089-16db-4a39-a362-600bf6aef065","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 20","T1-L20P04"
"7b7e9659-8dd7-45ca-a1ce-2898e86f92b8","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 20","T1-L20P06"
"95b90ae8-f0c5-43de-95f2-87c42cc7fd35","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 20","T1-L20P08"
"162d4129-fd85-4eea-8c35-6d396b5c3bf5","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 20","T1-L20P09"
"cbdf49b0-b53c-4516-9ea3-f684311e4371","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 20","T1-L20P21"
"2c0ca8f2-38a0-4fb2-8044-a08586d3bf60","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 20","T1-L20P26"
"c739f9c4-708e-4725-a027-32589d4d1eb8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Tower 1","Level 21"
"a3ef2b3a-2b2b-4c97-b401-513adbf68539","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 21","T1-L21P01"
"4a5b061e-3fec-49b9-bb2b-a5dec89161b8","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 21","T1-L21P02"
"9062f8b4-fca6-443b-9f14-5a1a812d2a5e","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 21","T1-L21P03"
"bad9002e-db82-4b46-a126-53b446c53362","","checklist-sectioned","work-in-progress","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 21","T1-L21P04"
"f1892eb4-b179-4947-8ef6-816812029381","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 21","T1-L21P06"
"f6213a14-0566-4a02-bbf2-a223c7ced7c8","","checklist-sectioned","work-in-progress","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 21","T1-L21P08"
"49f19ab4-85bd-4c18-83ca-a35536f17e1e","","checklist-sectioned","work-in-progress","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 21","T1-L21P09"
"9d558e1c-e3a4-48cb-97b9-ca08795b710b","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 21","T1-L21P10"
"fc6a2660-e17c-466e-81b9-36fcf489d81d","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 21","T1-L21P11"
"4a77b052-69e1-4e13-8f71-f4b7d545b37b","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 21","T1-L21P12"
"33ff4db5-04bf-4a30-a455-3470bd8ac6dd","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 21","T1-L21P13"
"d3aab83c-1cd7-4b3c-b4c1-2626f9008477","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 21","T1-L21P14"
"47d29f7d-e494-4f7c-bcda-308f30b17ad4","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 21","T1-L21P15"
"6461846e-e37a-4789-9aa0-812acaf3e47a","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 21","T1-L21P16"
"d0c40d76-61d3-48a4-a4eb-b6bd49481388","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 21","T1-L21P17"
"109c0bd7-0bc7-4f05-a201-9dc02c2b7556","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 21","T1-L21P18"
"a81b1cf3-e697-4032-8492-a9fc7bc3dfba","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 21","T1-L21P19"
"c0c8aa4e-28f3-44fc-a1a1-a1e9cc4d8448","","checklist-sectioned","work-in-progress","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 21","T1-L21P20"
"7dff89b8-ba9d-4647-9a2f-9356dfb5decc","","checklist-sectioned","work-in-progress","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 21","T1-L21P21"
"96c24bb2-e077-459b-83da-4f14b957ce1d","","checklist-sectioned","work-in-progress","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 21","T1-L21P23"
"0b39d9c1-909a-493b-895e-fecc6aea917a","","checklist-sectioned","work-in-progress","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 21","T1-L21P24"
"37b2b7ca-5457-4574-97a2-14954744594b","","checklist-sectioned","work-in-progress","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 21","T1-L21P25"
"824c467f-0375-45f8-bea4-e69f47ce65ad","","checklist-sectioned","work-in-progress","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 21","T1-L21P26"
"cea01e8e-c1d3-46f4-9600-f92b35d3a89c","","checklist-sectioned","work-in-progress","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 21","T1-L21P27"
"b58ba472-9872-45a3-b0e8-e350853b01ac","","checklist-sectioned","work-in-progress","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 21","T1-L21P28"
