Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,,,
,,Containment Earthing - As Per Standards,,Containment Earthing - As Per the Standards,,,,,,,
,,Photos attached,,Photos attached.,,,,,,,
,,,,,,,,,,,
Quality - Main Switchboard Install,,,,,,,,,,,
,Scope,,,Site QA,,,,,,,
,Rows,,,,,,,,,,
,,Terminal - Switchboards - Main Switchboards,dynamic,Site QA,Terminal,Switchboards,Main Switchboards,,,,
,,TERs - Main Switchboards - TER 1,dynamic,Site QA,TERs,Main Switchboards,TER 1,,,,
,,TERs - Main Switchboards - TER 2,dynamic,Site QA,TERs,Main Switchboards,TER 2,,,,
,,TERs - UPS MDB - TER 1,dynamic,Site QA,TERs,UPS MDB,TER 1,,,,
,,TERs - UPS MDB - TER 2,dynamic,Site QA,TERs,UPS MDB,TER 2,,,,
,Columns,,,,,,,,,,
,,Receipt of switchboard delivery to site,,Receipt of switchboard delivery to site,,,,,,,
,,Set out confirmed with latest Switchboards Shop drawings,,set out to be confirmed with latest Switchboards Shop drawings,,,,,,,
,,Correct alignment to set out drawings,,Correct alignment to set out drawings,,,,,,,
,,Correct bracket & safe fixing,,Correct bracket and safe fixing,,,,,,,
,,Photos of boards attached,,Photos of boards attached,,,,,,,
,,,,,,,,,,,
Quality - Busduct,,,,,,,,,,,
,Scope,,,Site QA,Busduct,,,,,,
,Rows,,,,,,,,,,
,,Terminal - Switchboards - Main Switchboards - EL-MSBE-01-301 (T1) - B,dynamic,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSBE-01-301 (T1),Busduct,B,
,,Terminal - Switchboards - Main Switchboards - EL-MSBE-01-301 (T1) - C,dynamic,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSBE-01-301 (T1),Busduct,C,
,,Terminal - Switchboards - Main Switchboards - EL-MSBE-01-301 (T1) - E,dynamic,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSBE-01-301 (T1),Busduct,E,
,,Terminal - Switchboards - Main Switchboards - EL-MSBE-01-301 (T1) - F,dynamic,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSBE-01-301 (T1),Busduct,F,
,,Terminal - Switchboards - Main Switchboards - EL-MSBE-01-401 (T2) - N,dynamic,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSBE-01-401 (T2),Busduct,N,
,,Terminal - Switchboards - Main Switchboards - EL-MSBE-01-401 (T2) - M,dynamic,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSBE-01-401 (T2),Busduct,M,
,,Terminal - Switchboards - Main Switchboards - EL-MSBE-01-401 (T2) - Q,dynamic,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSBE-01-401 (T2),Busduct,Q,
,,Terminal - Switchboards - Main Switchboards - EL-MSBE-01-401 (T2) - R,dynamic,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSBE-01-401 (T2),Busduct,R,
,,Terminal - Switchboards - Main Switchboards - EL-MSBN-01-203 (T3) - D,dynamic,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSBN-01-203 (T3),Busduct,D,
,,Terminal - Switchboards - Main Switchboards - EL-MSBN-01-203 (T3) - H,dynamic,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSBN-01-203 (T3),Busduct,H,
,,Terminal - Switchboards - Main Switchboards - EL-MSBN-01-203 (T3) - L,dynamic,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSBN-01-203 (T3),Busduct,L,
,,Terminal - Switchboards - Main Switchboards - EL-MSBN-01-203 (T3) - P,dynamic,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSBN-01-203 (T3),Busduct,P,
,,Terminal - Switchboards - UPS MDBs - EL-UPSIO-01-301 (T) - A,dynamic,Site QA,Terminal,Switchboards,UPS MDBs,EL-UPSIO-01-301 (T),Busduct,A,
,,Terminal - Switchboards - UPS MDBs - EL-UPSIO-01-301 (T) - G,dynamic,Site QA,Terminal,Switchboards,UPS MDBs,EL-UPSIO-01-301 (T),Busduct,G,
,,Terminal - Switchboards - UPS MDBs - EL-UPSIO-01-301 (T) - K,dynamic,Site QA,Terminal,Switchboards,UPS MDBs,EL-UPSIO-01-301 (T),Busduct,K,
,,Terminal - Switchboards - UPS MDBs - EL-UPSIO-01-301 (T) - S,dynamic,Site QA,Terminal,Switchboards,UPS MDBs,EL-UPSIO-01-301 (T),Busduct,S,
,Columns,,,,,,,,,,
,,Receipt of busduct/busway & take off box's delivery to site,,Receipt of busduct/ busway & take off box's delivery to site,,,,,,,
,,"Set out - Ensure correct size, type & spare capacity",,"Set out - Ensure correct size, type and spare capacity",,,,,,,
,,Accessories to be factory made items,,Accessories to be factory made items,,,,,,,
,,Hangers installed as per drawings,,Hangers installed as per the drawings,,,,,,,
,,IR Test of Busduct - Separate - Test Result Above 1M Ω,,IR Test of Busduct - Separate - Test Result Above 1M Ω,,,,,,,
,,Busduct Piece installed safely,,Busduct Piece are installed safely,,,,,,,
,,Busduct Torqued to 95Nm,,Busduct Torqued to 95Nm,,,,,,,
,,IR Test of Busduct - Joined - Test Result Above 1M Ω,,IR Test of Busduct - Joined - Test Result Above 1M Ω,,,,,,,
,,Photos attached of installed piece,,Photos attached of installed piece,,,,,,,
,,,,,,,,,,,
Quality - Distribution Boards,,,,,,,,,,,
,Scope,,,Site QA,,,,,,,
,Rows,,,,,,,,,,
,,Terminal - Switchboards - Distribution Boards - CDBU,dynamic,Site QA,Terminal,Switchboards,Distribution Boards,CDBU,,,
,,Terminal - Switchboards - Distribution Boards - HOUSE DB - E,dynamic,Site QA,Terminal,Switchboards,Distribution Boards,HOUSE DB - E,,,
,,Terminal - Switchboards - Distribution Boards - HOUSE DB - N,dynamic,Site QA,Terminal,Switchboards,Distribution Boards,HOUSE DB - N,,,
,,Terminal - Switchboards - Distribution Boards - HYD DBs,dynamic,Site QA,Terminal,Switchboards,Distribution Boards,HYD DBs,,,
,,Terminal - Switchboards - Distribution Boards - Apron DBs,dynamic,Site QA,Terminal,Switchboards,Distribution Boards,Apron DBs,,,
,,Terminal - Switchboards - Distribution Boards - eGSE DBs,dynamic,Site QA,Terminal,Switchboards,Distribution Boards,eGSE DBs,,,
,,Terminal - Switchboards - Distribution Boards - GPU DBs,dynamic,Site QA,Terminal,Switchboards,Distribution Boards,GPU DBs,,,
,,Terminal - Switchboards - Distribution Boards - PCA DBs,dynamic,Site QA,Terminal,Switchboards,Distribution Boards,PCA DBs,,,
,,Terminal - Switchboards - Distribution Boards - PV DBs,dynamic,Site QA,Terminal,Switchboards,Distribution Boards,PV DBs,,,
,,TERs - Distribution Boards - TER 1,dynamic,Site QA,TERs,Distribution Boards,TER 1,,,,
,,TERs - Distribution Boards - TER 2,dynamic,Site QA,TERs,Distribution Boards,TER 2,,,,
,,BAF - Terminal - Ground Floor - SEA,dynamic,Site QA,BAF,Terminal,Ground Floor - SEA,,,,
,,BAF - Terminal - Ground Floor - BOH - REC,dynamic,Site QA,BAF,Terminal,Ground Floor - BOH - REC,,,,
,,BAF - Terminal - Ground Floor - BOH - ADMIN,dynamic,Site QA,BAF,Terminal,Ground Floor - BOH - ADMIN,,,,
,,BAF - Terminal - Level 2 - OCP,dynamic,Site QA,BAF,Terminal,Level 2 - OCP,,,,
,,BAF - Terminal - Level 3 - ECP,dynamic,Site QA,BAF,Terminal,Level 3 - ECP,,,,
,,BAF - Terminal - Level 3 - INTL ARRIVAL,dynamic,Site QA,BAF,Terminal,Level 3 - INTL ARRIVAL,,,,
,Columns,,,,,,,,,,
,,Receipt of switchboard delivery to site,,Receipt of switchboard delivery to site,,,,,,,
,,Set out confirmed with latest Switchboards Shop drawings,,set out to be confirmed with latest Switchboards Shop drawings,,,,,,,
,,Correct alignment to set out drawings,,Correct alignment to set out drawings,,,,,,,
,,Correct bracket & safe fixing,,Correct bracket and safe fixing,,,,,,,
,,Photos of boards attached,,Photos of boards attached,,,,,,,
,,,,,,,,,,,
Quality - Earthing & Lightning Protection,,,,,,,,,,,
,Scope,,,Site QA,,,,,,,
,Rows,,,,,,,,,,
,,Terminal - Switchboards - Main Switchboards,dynamic,Site QA,Terminal,Switchboards,Main Switchboards,,,,
,,Terminal - Switchboards - UPS MDBs,dynamic,Site QA,Terminal,Switchboards,UPS MDBs,,,,
,,TERs - Main Switchboards - TER 1,dynamic,Site QA,TERs,Main Switchboards,TER 1,,,,
,,TERs - Main Switchboards - TER 2,dynamic,Site QA,TERs,Main Switchboards,TER 2,,,,
,,Fuel Farm - Lightning Protection,dynamic,Site QA,Fuel Farm,Lightning Protection,,,,,
,,Landside - LV & ICN Installation - LV and ICN Conduit Install,dynamic,Site QA,Landside,LV & ICN Installation,LV and ICN Conduit Install,,,,
,Columns,,,,,,,,,,
,,Receipt of Cable & test point delivery to site,,Receipt of Cable & test point delivery to site,,,,,,,
,,Correct cable size & type installed per shop drawing,,Correct cable size and Cable type installed per the shop drawing,,,,,,,
,,Installed & Terminated to final locations,,Installed and Terminated to final locations,,,,,,,
,,Photos of test point & bonds attached,,Photos of test piont and bonds attached,,,,,,,
,,,,,,,,,,,
Quality - In Ground Conduit Install (HV ONLY),,,,,,,,,,,
,Scope,,,Site QA,,,,,,,
,Rows,,,,,,,,,,
,,TERS - Cable Tray & Conduits - TER 1 - Inground conduit,grouping,TERS - Cable Tray & Conduits - TER 1 - Inground conduit,,,,,,,
,,TER 1 Carpark Comms Conduit Installation - Part 1,,Site QA,TERs,Cable Tray & Conduits,TER 1,TER 1 - Inground Conduit,TER 1 Carpark Comms Conduit Installation - Part 1,,
,,TER 1 Carpark Comms Conduit Installation - Part 2,,Site QA,TERs,Cable Tray & Conduits,TER 1,TER 1 - Inground Conduit,TER 1 Carpark Comms Conduit Installation - Part 2,,
,,TER 1 LV and FOCB Conduits from Footprint to Pits,,Site QA,TERs,Cable Tray & Conduits,TER 1,TER 1 - Inground Conduit,TER 1 LV and FOCB Conduits from Footprint to Pits,,
,,TER 1 LV and Comms Interface Connections,,Site QA,TERs,Cable Tray & Conduits,TER 1,TER 1 - Inground Conduit,TER 1 LV and Comms Interface Connections,,
,,TER 1 Conduits Installation,,Site QA,TERs,Cable Tray & Conduits,TER 1,TER 1 - Inground Conduit,TER 1 Conduits Installation,,
,,TERS - Cable Tray & Conduits - TER 2 - Inground conduit,dynamic,Site QA,TERs,Cable Tray & Conduits,TER 2,TER 2 - Inground conduit,,,
,,Fuel Farm - In-Ground Conduits - Area 3,grouping,Fuel Farm - In-Ground Conduits - Area 3,,,,,,,
,,In Ground Conduit Install 3I,,Site QA,Fuel Farm,In-Ground Conduits,Area 3,In Ground Conduit Install 3I,,,
,,Fuel Farm - In-Ground Conduits - Area 4,grouping,Fuel Farm - In-Ground Conduits - Area 4,,,,,,,
,,In Ground Conduit Install 4A,,Site QA,Fuel Farm,In-Ground Conduits,Area 4,In Ground Conduit Install 4A,,,
,,Quality - In Ground conduit install 4A,,Site QA,Fuel Farm,In-Ground Conduits,Area 4,Quality - In Ground conduit install 4A,,,
,,Fuel Farm - In-Ground Conduits - Area 5,grouping,Fuel Farm - In-Ground Conduits - Area 5,,,,,,,
,,Quality - In Ground conduit install 5A,,Site QA,Fuel Farm,In-Ground Conduits,Area 5,Quality - In Ground conduit install 5A,,,
,,Quality - In Ground conduit install 5A Part A,,Site QA,Fuel Farm,In-Ground Conduits,Area 5,Quality - In Ground conduit install 5A Part A,,,
,,Quality - In Ground conduit install 5A Part B,,Site QA,Fuel Farm,In-Ground Conduits,Area 5,Quality - In Ground conduit install 5A Part B,,,
,,Fuel Farm - In-Ground Conduits - ACP HV Conduits,grouping,Fuel Farm - In-Ground Conduits - ACP HV Conduits,,,,,,,
,,Quality - In Ground conduit install.HV ACP Boundary Interface,,Site QA,Fuel Farm,In-Ground Conduits,ACP HV Conduits,Quality - In Ground conduit install.HV ACP Boundary Interface,,,
,,Quality - In Ground conduit install ACP HV 2Q,,Site QA,Fuel Farm,In-Ground Conduits,ACP HV Conduits,Quality - In Ground conduit install ACP HV 2Q,,,
,,Quality - In Ground conduit install ACP HV 2T Part,,Site QA,Fuel Farm,In-Ground Conduits,ACP HV Conduits,Quality - In Ground conduit install ACP HV 2T Part,,,
,,Quality - In Ground conduit install ACP HV 2T,,Site QA,Fuel Farm,In-Ground Conduits,ACP HV Conduits,Quality - In Ground conduit install ACP HV 2T,,,
,,Quality - In Ground Conduit Install ACP HV 2X,,Site QA,Fuel Farm,In-Ground Conduits,ACP HV Conduits,Quality - In Ground Conduit Install ACP HV 2X,,,
,,Quality - In Ground conduit install ACP HV 2Y,,Site QA,Fuel Farm,In-Ground Conduits,ACP HV Conduits,Quality - In Ground conduit install ACP HV 2Y,,,
,,Quality - In Ground conduit install ACP HV 2Z,,Site QA,Fuel Farm,In-Ground Conduits,ACP HV Conduits,Quality - In Ground conduit install ACP HV 2Z,,,
,,Quality - In Ground conduit install ACP HV 2Z,,Site QA,Fuel Farm,In-Ground Conduits,ACP HV Conduits,Quality - In Ground conduit install ACP HV 2Z,,,
,,Quality - In Ground conduit install. 2AA,,Site QA,Fuel Farm,In-Ground Conduits,ACP HV Conduits,Quality - In Ground conduit install. 2AA,,,
,,Quality - In Ground conduit install ACP HV 5E,,Site QA,Fuel Farm,In-Ground Conduits,ACP HV Conduits,Quality - In Ground conduit install ACP HV 5E,,,
,,Quality - In Ground Conduit Install ACP HV Road Crossing 5G,,Site QA,Fuel Farm,In-Ground Conduits,ACP HV Conduits,Quality - In Ground Conduit Install ACP HV Road Crossing 5G,,,
,,Quality - In Ground Conduit Install 5G,,Site QA,Fuel Farm,In-Ground Conduits,ACP HV Conduits,Quality - In Ground Conduit Install 5G,,,
,,Quality - In Ground conduit install ACP LV 5H,,Site QA,Fuel Farm,In-Ground Conduits,ACP LV Conduits,Quality - In Ground conduit install ACP LV 5H,,,
,,Fuel Farm - Containment - Building 2.02,grouping,Fuel Farm - Containment - Building 2.02,,,,,,,
,,In Ground Conduit - Building 2.02 - Part 1,,Site QA,Fuel Farm,Containment,Building 2.02,In Ground Conduit - Building 2.02 - Part 1,,,
,,In Ground Conduit - Building 2.02 - Part 2,,Site QA,Fuel Farm,Containment,Building 2.02,In Ground Conduit - Building 2.02 - Part 2,,,
,,Fuel Farm - Containment - Building 2.03,grouping,Fuel Farm - Containment - Building 2.03,,,,,,,
,,In Ground Conduit - Building 2.03,,Site QA,Fuel Farm,Containment,Building 2.03,In Ground Conduit - Building 2.03,,,
,,Fuel Farm - Containment - Building 3.03,grouping,Fuel Farm - Containment - Building 3.03,,,,,,,
,,In Ground Conduit - Building 3.03,,Site QA,Fuel Farm,Containment,Building 3.03,In Ground Conduit - Building 3.03,,,
,,Fuel Farm - Containment - Building 3.06,grouping,Fuel Farm - Containment - Building 3.06,,,,,,,
,,In Ground Conduit - Building 3.06,,Site QA,Fuel Farm,Containment,Building 3.06,In Ground Conduit - Building 3.06,,,
,,Landside - HV Installation - HV Conduits Install - HV INGROUND MAIN LOT,grouping,Landside - HV Installation - HV Conduits Install - HV INGROUND MAIN LOT,,,,,,,
,,LS1.01,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.01,,
,,LS1.02,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.02,,
,,LS1.03,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.03,,
,,LS1.04,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.04,,
,,LS1.05,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.05,,
,,LS1.06,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.06,,
,,LS1.07,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.07,,
,,LS1.08,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.08,,
,,LS1.09,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.09,,
,,LS1.10,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.10,,
,,LS1.11,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.11,,
,,LS1.12,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.12,,
,,LS1.13,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.13,,
,,LS1.14,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.14,,
,,LS1.15,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.15,,
,,LS1.16,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.16,,
,,LS1.17,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.17,,
,,LS1.18,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.18,,
,,LS1.19,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.19,,
,,LS1.20,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.20,,
,,LS1.21,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.21,,
,,LS1.22,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.22,,
,,LS1.23,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.23,,
,,LS1.24,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.24,,
,,LS1.25,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.25,,
,,LS1.26,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.26,,
,,LS1.27,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.27,,
,,LS1.28,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.28,,
,,LS1.29,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.29,,
,,LS1.30,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.30,,
,,LS1.31,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.31,,
,,LS1.32,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.32,,
